ensg	z	p	f	symbol	dx	twas_method	twas_citation	method_thresh	tissue
ENSG00000177710	7.08E+00	1.46E-12	NA	SLC35G5	BMI	PrediXcan	TWASP000056	by_publication	Esophagus Mucosa
ENSG00000119682	-4.81E+00	1.46E-13	NA	AREL1	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Brain Cerebellum
ENSG00000157350	NA	1.46E-13	NA	ST3GAL2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000259420	NA	1.47E-05	NA	RP11-307C19.2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellum
ENSG00000111231	NA	1.47E-05	NA	GPN3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adipose
ENSG00000263276	NA	1.47E-05	NA	RP11-96D1.10	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Thyroid
ENSG00000118308	-6.10E-03	1.47E-05	NA	IRAG2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000013441	-9.30E-03	1.47E-05	NA	CLK1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000151062	NA	1.47E-06	NA	CACNA2D4	BIP	NA	TWASP000194	by_publication	Brain Hippocampus
ENSG00000149485	-4.08E+00	1.47E-06	NA	FADS1	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Brain Cerebellar Hemisphere
ENSG00000269600	4.82E+00	1.47E-06	NA	AC016629.3	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000158315	NA	1.47E-06	NA	RHBDL2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000265817	NA	1.47E-06	NA	FSBP	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000164975	NA	1.47E-06	NA	SNAPC3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Pancreas
ENSG00000227004	NA	1.47E-06	NA	AC108032.1	SCZ	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000114796	NA	1.47E-06	NA	KLHL24	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000134569	NA	1.47E-06	NA	LRP4	SCZ	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Brain Hypothalamus
ENSG00000065559	-6.80E-03	1.47E-06	NA	MAP2K4	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000125977	4.85E-02	1.47E-06	NA	EIF2S2	SCZ	Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR)	TWASP000090	by_publication	Whole Blood
ENSG00000127564	NA	1.47E-07	NA	PKMYT1	ADHD	NA	TWASP000194	by_publication	Brain Cerebellum
ENSG00000189339	NA	1.47E-07	NA	SLC35E2B	SCZ	NA	TWASP000194	by_publication	Esophagus Mucosa
ENSG00000123405	NA	1.47E-07	NA	NFE2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000163636	NA	1.47E-07	NA	PSMD6	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000100902	1.22E-02	1.47E-07	NA	PSMA6	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000224260	NA	1.47E-08	NA	RP1-272L16.1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000264290	NA	1.47E-08	NA	RP11-68I3.4	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000157873	-5.66E+00	1.47E-08	NA	TNFRSF14	BMI	PrediXcan	TWASP000056	by_publication	EBV-Transformed Lymphocyte
ENSG00000179958	NA	1.47E-09	NA	DCTPP1	SCZ	NA	TWASP000194	by_publication	Colon Transverse
ENSG00000240731	NA	1.47E-09	NA	RP5-890O3.9	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000112514	-6.05E+00	1.47E-09	NA	CUTA	SCZ	Summary-PrediXcan(S-PrediXcan)	TWASP000054;TWASP000056	by_publication	Thyroid
ENSG00000146007	6.05E+00	1.47E-09	NA	ZMAT2	BMI	PrediXcan	TWASP000056	by_publication	Brain Cerebellar Hemisphere
ENSG00000140931	7.50E-03	1.47E-09	NA	CMTM3	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000234779	NA	1.47E-10	NA	RP11-62F24.2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Sun Exposed
ENSG00000255568	NA	1.47E-10	NA	BRWD1-AS2	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000149930	NA	1.47E-10	NA	TAOK2	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000176261	NA	1.47E-11	NA	ZBTB8OS	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000111011	-6.75E+00	1.47E-11	NA	RSRC2	BMI	PrediXcan	TWASP000056	by_publication	Breast Mammary Tissue
ENSG00000138629	1.13E-02	1.47E-12	NA	UBL7	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000177508	-7.39E+00	1.47E-13	NA	IRX3	BMI	PrediXcan	TWASP000056	by_publication	Pancreas
ENSG00000213551	NA	1.47E-25	NA	DNAJC9	MDD	NA	TWASP000194	by_publication	Brain Cerebellar Hemisphere
ENSG00000100225	3.35E-02	1.47E-28	NA	FBXO7	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000123091	3.17E-02	1.47E-35	NA	RNF11	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000235072	NA	1.48E-05	NA	AC012074.2	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Spinal Cord Cervical
ENSG00000047346	NA	1.48E-05	NA	FAM214A	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Thyroid
ENSG00000105699	NA	1.48E-05	NA	LSR	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Spleen
ENSG00000100030	-5.60E-03	1.48E-05	NA	MAPK1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000226479	-6.50E-03	1.48E-05	NA	TMEM185B	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000272977	4.33E+00	1.48E-05	NA	CTA-390C10.10	SCZ	FUSION	TWASP000022	by_publication	Brain Hippocampus
ENSG00000132563	NA	1.48E-06	NA	REEP2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000136026	NA	1.48E-06	NA	CKAP4	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000272236	NA	1.48E-06	NA	XXbac-BPG170G13.32	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nerve Tibial
ENSG00000005483	NA	1.48E-06	NA	KMT2E	SCZ	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000134243	NA	1.48E-06	NA	SORT1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000166949	NA	1.48E-06	NA	SMAD3	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000138449	-8.30E-03	1.48E-06	NA	SLC40A1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000174405	5.10E-03	1.48E-06	NA	LIG4	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000167700	NA	1.48E-07	NA	MFSD3	ADHD	NA	TWASP000194	by_publication	Brain Frontal Cortex
ENSG00000183396	NA	1.48E-07	NA	TMEM89	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000259296	NA	1.48E-07	NA	RP11-313P18.1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000115850	NA	1.48E-07	NA	LCT	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	EBV-Transformed Lymphocyte
ENSG00000011132	NA	1.48E-07	NA	APBA3	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000108599	5.26E+00	1.48E-07	NA	AKAP10	SCZ	FUSION	TWASP000178	by_publication	Brain Dorsolateral Prefrontal Cortex
ENSG00000167977	NA	1.48E-08	NA	KCTD5	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000222561	NA	1.48E-08	NA	RNU6-1025P	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000165912	-5.66E+00	1.48E-08	NA	PACSIN3	AD	FUSION	TWASP000173	by_publication	Vagina
ENSG00000170927	-5.66E+00	1.48E-08	NA	PKHD1	BMI	PrediXcan	TWASP000056	by_publication	Skin Not Sun Exposed
ENSG00000115339	5.66E+00	1.48E-08	NA	GALNT3	BMI	PrediXcan	TWASP000056	by_publication	Vagina
ENSG00000196664	9.10E-03	1.48E-08	NA	TLR7	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000110429	NA	1.48E-09	NA	FBXO3	AD	Bayesian genome-wide TWAS	TWASP000079	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000228413	NA	1.48E-09	NA	AC024937.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000201457	NA	1.48E-09	NA	SNORA55	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000104880	-7.00E-03	1.48E-09	NA	ARHGEF18	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000182774	1.77E-02	1.48E-09	NA	RPS17	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000006016	NA	1.48E-10	NA	CRLF1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellar Hemisphere
ENSG00000176029	NA	1.48E-10	NA	C11orf16	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000132740	NA	1.48E-10	NA	IGHMBP2	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000122515	NA	1.48E-11	NA	ZMIZ2	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000273486	NA	1.48E-12	NA	RP11-731C17.2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000159917	NA	1.48E-13	NA	ZNF235	AD	UTMOST	TWASP000148	by_publication	Cross-tissue
ENSG00000175202	NA	1.48E-14	NA	HIGD2B	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000176095	NA	1.48E-18	NA	IP6K1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000179914	2.83E-02	1.48E-26	NA	ITLN1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000175806	4.33E+00	1.49E-05	NA	MSRA	ASD	FUSION	TWASP000042	by_publication	Brain
ENSG00000277855	NA	1.49E-05	NA	RP11-154H23.4	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Caudate Basal Ganglia
ENSG00000272468	NA	1.49E-05	NA	RP1-86C11.7	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Aortic Artery
ENSG00000230622	NA	1.49E-05	NA	UQCRHP1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Testis
ENSG00000070366	NA	1.49E-05	NA	SMG6	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellum
ENSG00000123444	NA	1.49E-05	NA	KBTBD4	AD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Spleen
ENSG00000254602	NA	1.49E-05	NA	AP000662.4	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Thyroid
ENSG00000261898	NA	1.49E-05	NA	RP11-314A20.5	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000169062	-4.33E+00	1.49E-05	NA	UPF3A	SCZ	FUSION	TWASP000050	by_publication	Brain
ENSG00000011422	-8.40E-03	1.49E-05	NA	PLAUR	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000090863	4.33E+00	1.49E-05	NA	GLG1	SCZ	FUSION	TWASP000022	by_publication	Brain Hippocampus
ENSG00000185989	4.33E+00	1.49E-05	NA	RASA3	SCZ	FUSION	TWASP000050	by_publication	Brain
ENSG00000138279	NA	1.49E-06	NA	ANXA7	SCZ	NA	TWASP000194	by_publication	Esophagus Muscularis
ENSG00000087191	NA	1.49E-06	NA	PSMC5	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000099800	NA	1.49E-06	NA	TIMM13	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000270587	NA	1.49E-06	NA	RP11-51F16.9	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellar Hemisphere
ENSG00000040341	NA	1.49E-06	NA	STAU2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellar Hemisphere
ENSG00000231871	NA	1.49E-06	NA	IPO9-AS1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000166188	NA	1.49E-06	NA	ZNF319	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000140153	-5.30E-03	1.49E-06	NA	WDR20	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000235423	5.62E-02	1.49E-06	NA	RP11-282O18.3	SCZ	Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR)	TWASP000090	by_publication	Whole Blood
ENSG00000139636	-5.25E+00	1.49E-07	NA	LMBR1L	BIP	Summary-PrediXcan(S-PrediXcan)	TWASP000056;TWASP000054	by_publication	Nerve Tibial
ENSG00000065609	5.25E+00	1.49E-07	NA	SNAP91	BIP	FUSION	TWASP000004	by_publication	Brain
ENSG00000214439	NA	1.49E-07	NA	FAM185BP	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adipose
ENSG00000175787	NA	1.49E-07	NA	ZNF169	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000146001	NA	1.49E-07	NA	PCDHB18P	SCZ	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000115556	-5.25E+00	1.49E-07	NA	PLCD4	BMI	PrediXcan	TWASP000056	by_publication	Liver
ENSG00000172878	-5.25E+00	1.49E-07	NA	METAP1D	BMI	PrediXcan	TWASP000056	by_publication	Aortic Artery
ENSG00000123352	5.25E+00	1.49E-07	NA	SPATS2	BMI	PrediXcan	TWASP000056	by_publication	Skin Sun Exposed
ENSG00000125741	NA	1.49E-08	NA	OPA3	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000172461	NA	1.49E-08	NA	FUT9	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Spinal Cord Cervical
ENSG00000064726	NA	1.49E-08	NA	BTBD1	SCZ	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Uterus
ENSG00000167721	NA	1.49E-08	NA	TSR1	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000260898	NA	1.49E-09	NA	ADPGK-AS1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Brain Cerebellum
ENSG00000184208	NA	1.49E-09	NA	C22orf46	SCZ	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Stomach
ENSG00000141756	NA	1.49E-10	NA	FKBP10	MDD	NA	TWASP000194	by_publication	Brain Hippocampus
ENSG00000162066	-9.80E-03	1.49E-11	NA	AMDHD2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000160917	NA	1.49E-12	NA	CPSF4	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000174697	-7.08E+00	1.49E-12	NA	LEP	BMI	Summary-PrediXcan(S-PrediXcan)	TWASP000054	by_publication	Cells Transformed Fibroblast
ENSG00000160917	7.08E+00	1.49E-12	NA	CPSF4	BMI	PrediXcan	TWASP000056	by_publication	Cells Transformed Fibroblast
ENSG00000280211	NA	1.49E-14	NA	RP11-2C24.3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Heart Atrial Appendage
ENSG00000081842	NA	1.49E-20	NA	PCDHA6	SCZ	NA	TWASP000194	by_publication	Colon Transverse
ENSG00000262766	NA	1.49E-23	NA	RP11-196G11.4	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nerve Tibial
ENSG00000090013	2.61E-02	1.49E-23	NA	BLVRB	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000198805	1.71E-02	1.49E-32	NA	PNP	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000198218	NA	1.40E-06	NA	QRICH1	MDD	NA	TWASP000194	by_publication	Esophagus Mucosa
ENSG00000267796	NA	1.40E-10	NA	LIN37	MDD	NA	TWASP000194	by_publication	Brain Cortex
ENSG00000119608	-3.14E+00	1.40E-12	NA	PROX2	MDD	Summary-PrediXcan(S-PrediXcan)	TWASP000156	by_publication	Brain Cortex
ENSG00000219891	9.54E+00	1.40E-21	NA	ZSCAN12P1	MDD	FUSION	TWASP000158	by_publication	Dorsal Lateral Prefrontal Cortex
ENSG00000108479	NA	1.50E-05	NA	GALK1	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Sun Exposed
ENSG00000141086	NA	1.50E-05	NA	CTRL	SCZ	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adipose
ENSG00000164938	NA	1.50E-05	NA	TP53INP1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000000457	-4.60E-03	1.50E-05	NA	SCYL3	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000008405	-5.10E-03	1.50E-05	NA	CRY1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000106617	-5.40E-03	1.50E-05	NA	PRKAG2	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000116237	5.00E-03	1.50E-05	NA	ICMT	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000157870	NA	1.50E-06	NA	PRXL2B	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000178904	NA	1.50E-06	NA	DPY19L3	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adrenal Gland
ENSG00000273262	NA	1.50E-06	NA	RP11-18I14.11	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000186666	NA	1.50E-06	NA	BCDIN3D	BMI	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Thyroid
ENSG00000084090	NA	1.50E-06	NA	STARD7	SCZ	UTMOST	TWASP000100	by_publication	Cross-tissue
ENSG00000173327	-3.10E-02	1.50E-06	NA	MAP3K11	SCZ	Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR)	TWASP000090	by_publication	Whole Blood
ENSG00000086102	-5.00E-03	1.50E-06	NA	NFX1	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000167202	NA	1.50E-07	NA	TBC1D2B	SCZ	NA	TWASP000194	by_publication	Pancreas
ENSG00000164291	NA	1.50E-07	NA	ARSK	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000078043	NA	1.50E-07	NA	PIAS2	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000109118	-6.60E-03	1.50E-07	NA	PHF12	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000163736	1.28E-02	1.50E-07	NA	PPBP	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000173338	NA	1.50E-08	NA	KCNK7	SCZ	NA	TWASP000194	by_publication	Colon Transverse
ENSG00000155903	NA	1.50E-08	NA	RASA2	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000234072	-5.66E+00	1.50E-08	NA	AC074117.10	SCZ	FUSION	TWASP000050	by_publication	Brain
ENSG00000144619	5.66E+00	1.50E-08	NA	CNTN4	SCZ	FUSION	TWASP000178	by_publication	Brain Dorsolateral Prefrontal Cortex
ENSG00000204371	NA	1.50E-09	NA	EHMT2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Nerve Tibial
ENSG00000143702	NA	1.50E-09	NA	CEP170	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000214725	NA	1.50E-10	NA	CDIPTOSP	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Uterus
ENSG00000010704	-6.41E+00	1.50E-10	NA	HFE	SCZ	FUSION	TWASP000003	by_publication	Adipose
ENSG00000078808	-8.80E-03	1.50E-11	NA	SDF4	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000101460	-1.66E-02	1.50E-13	NA	MAP1LC3A	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000175105	NA	1.50E-14	NA	ZNF654	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000078403	7.98E+00	1.50E-15	NA	MLLT10	BMI	PrediXcan	TWASP000056	by_publication	Skin Sun Exposed
ENSG00000064999	8.53E+00	1.50E-17	NA	ANKS1A	BMI	PrediXcan	TWASP000056	by_publication	Aortic Artery
ENSG00000185614	NA	1.50E-29	NA	INKA1	BMI	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000270419	NA	1.51E-05	NA	CAHM	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Whole Blood
ENSG00000175213	NA	1.51E-05	NA	ZNF408	SCZ	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000257069	-4.33E+00	1.51E-05	NA	KCNK4-TEX40	SCZ	FUSION	TWASP000022	by_publication	Brain Hippocampus
ENSG00000130779	-4.33E+00	1.51E-05	NA	CLIP1	SCZ	FUSION	TWASP000022	by_publication	Brain Hippocampus
ENSG00000186417	-4.33E+00	1.51E-05	NA	GLDN	BMI	FUSION	TWASP000150	by_publication	Spinal Cord Cervical
ENSG00000175104	-4.50E-03	1.51E-05	NA	TRAF6	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000172732	4.81E+00	1.51E-06	NA	MUS81	BIP	Element-based TWAS(ETWAS)	TWASP000174	by_publication	Brain Frontal Cortex
ENSG00000036530	NA	1.51E-06	NA	CYP46A1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000069956	NA	1.51E-06	NA	MAPK6	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Thyroid
ENSG00000187742	NA	1.51E-06	NA	SECISBP2	BMI	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Skin Not Sun Exposed
ENSG00000167461	-5.70E-03	1.51E-06	NA	RAB8A	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000135047	9.40E-03	1.51E-06	NA	CTSL	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000138175	NA	1.51E-07	NA	ARL3	BIP	NA	TWASP000194	by_publication	Brain Putamen Basal Ganglia
ENSG00000213190	NA	1.51E-07	NA	MLLT11	BIP	NA	TWASP000194	by_publication	Small Intestine
ENSG00000254986	NA	1.51E-07	NA	DPP3	BIP	Summary-MultiXcan(S-MultiXcan)	TWASP000056	by_publication	Testis
ENSG00000197696	-5.25E+00	1.51E-07	NA	NMB	BIP	FUSION	TWASP000083	by_publication	Brain
ENSG00000268849	NA	1.51E-07	NA	SIGLEC22P	AD	Probabilistic Transcriptome-Wide Association(PTWAS)	TWASP000141	by_publication	Adrenal Gland
ENSG00000196850	NA	1.51E-07	NA	PPTC7	SCZ	Sparse Canonical Correlation Analysis-TWAS(sCCA-TWAS)	TWASP000165	by_publication	Cross-tissue
ENSG00000108830	NA	1.51E-07	NA	RND2	BMI	Summary-MultiXcan(S-MultiXcan) or UTMOST	TWASP000165	by_publication	Cross-tissue
ENSG00000139970	-5.25E+00	1.51E-07	NA	RTN1	BMI	PrediXcan	TWASP000056	by_publication	Thyroid
ENSG00000213066	-5.90E-03	1.51E-07	NA	CEP43	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000164749	5.25E+00	1.51E-07	NA	HNF4G	BMI	PrediXcan	TWASP000056	by_publication	Stomach
ENSG00000172938	5.25E+00	1.51E-07	NA	MRGPRD	BMI	PrediXcan	TWASP000056	by_publication	Adipose
ENSG00000197562	NA	1.51E-08	NA	RAB40C	ADHD	NA	TWASP000194	by_publication	Lymphocyte Cell
ENSG00000228672	NA	1.51E-08	NA	PROB1	BMI	MultiXcan	TWASP000056	by_publication	Cross-tissue
ENSG00000154319	-5.66E+00	1.51E-08	NA	FAM167A	BMI	PrediXcan	TWASP000056	by_publication	Spleen
ENSG00000101608	-9.40E-03	1.51E-08	NA	MYL12A	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
ENSG00000169877	5.66E+00	1.51E-08	NA	AHSP	BMI	PrediXcan	TWASP000056	by_publication	Heart Atrial Appendage
ENSG00000113391	5.70E-03	1.51E-08	NA	FAM172A	BMI	Linear Regression Models	TWASP000012	by_publication	Whole Blood
