gene	clus	fdr	logFC	bjm_annot	bjm_misc_notes
CXCR4	X16	8.39e-06	2.448563668	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
AIF1	X16	3.58e-10	2.424926835	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
SLC17A7	X16	0.000468929	2.238286774	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
IGFBP5	X16	4.55e-10	2.237470488	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
RGS10	X16	8.89e-05	2.190510626	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
C1orf162	X16	4.43e-09	2.168252097	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CALCRL	X16	0.000188247	2.145700865	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CEMIP2	X16	2e-06	2.144075814	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
TREM2	X16	0.000520962	2.134299757	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
TGFB1	X16	2.96e-08	2.103962083	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
IL18R1	X16	0.001529019	2.020344902	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
POSTN	X16	1.02e-05	1.999852557	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
NRP1	X16	8.92e-06	1.983200772	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
STXBP2	X16	5.85e-06	1.960535966	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
PDGFRA	X16	1.94e-09	1.955765025	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
ITGAX	X16	6.39e-05	1.951906277	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
GPER1	X16	2.8e-05	1.886019674	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
NR2F2	X16	0.00018036	1.847714418	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
NKG7	X16	0.005687746	1.788352499	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
FOS	X16	0.000115659	1.762552575	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CD52	X16	0.002490419	1.761671364	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
S100A4	X16	1.58e-09	1.760029583	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
SFRP2	X16	0.001403825	1.743023038	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
DDR2	X16	7.49e-06	1.639429974	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
P2RY13	X16	0.001086272	1.627381944	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CD2	X16	0.00713552	1.594158958	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
TMEM132C	X16	1.19e-05	1.569612001	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
SPI1	X16	1.1e-09	1.564680463	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CD3G	X16	0.018582951	1.558303259	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
TRAC	X16	0.015019796	1.555390448	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CDK1	X16	0.006123939	1.535258487	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
NES	X16	0.000248344	1.52586551	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
MCTP2	X16	0.003943133	1.440419881	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
FCGR3A	X16	0.012227473	1.364954622	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CLDN11	X16	0.019528791	1.352356175	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CX3CR1	X16	0.006199489	1.341713708	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
PVALB	X16	0.019969516	1.340007055	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
GZMA	X16	0.042640953	1.31931837	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
RNASET2	X16	0.000104759	1.295216455	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
VCAN	X16	0.000228146	1.293516955	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
UNC5B	X16	2.31e-07	1.286812542	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
TOP2A	X16	0.027182594	1.25597613	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
NPNT	X16	0.023327485	1.22341851	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
LOX	X16	0.014227962	1.218052677	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
ARHGAP24	X16	0.004210149	1.207475638	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
SLC26A4	X16	0.014686846	1.195593662	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
OXT	X16	0.070862818	1.158146402	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
LRRK2	X16	0.000242644	1.15383731	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
ANGPT1	X16	0.00713552	1.11569855	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
HRH1	X16	0.003235373	1.11237819	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CD48	X16	0.021190958	1.041191459	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CTSH	X16	0.014389494	1.031374579	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
THSD7B	X16	0.05510544	0.949779794	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
FILIP1	X16	0.052880152	0.915062563	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
KLRB1	X16	0.084679036	0.892920234	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
TESPA1	X16	0.046012512	0.885935419	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
SEMA5A	X16	0.011769665	0.87350344	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
HES1	X16	0.061062191	0.871275563	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CORO1A	X16	0.068101145	0.854404175	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
PDGFD	X16	0.01068982	0.851378546	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
TP53	X16	0.003854634	0.830785639	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
KIT	X16	0.080320611	0.809069092	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
LHX6	X16	0.061976625	0.79520788	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
SDK1	X16	0.043897695	0.737887378	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
PTGDS	X16	0.004247808	0.724613015	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CD83	X16	0.037029421	0.721900605	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CDH6	X16	0.006525115	0.718009122	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
RNF152	X16	0.025023305	0.670385988	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
SNTB2	X16	0.009982274	0.600828892	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
NTRK3	X16	0.036161627	0.56689689	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
STAT3	X16	0.059186649	0.424215693	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
CELF2	X16	0.038618655	0.276033613	Macrophage	LYVE1 and CD163 were markers of brain macrophages in Sun, Victor..Kellis 23 Cell . Type is consistent with spatial enrichment in same areas as cluster 9 (vascular)
WIF1	X17	3.22e-12	4.442870761	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
CRYM	X17	4.53e-09	3.708931029	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
ANXA1	X17	2.15e-06	3.703241465	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
RDH10	X17	2.76e-13	2.941413038	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
ELOVL2	X17	2.76e-13	2.748646517	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
LAMA2	X17	3.16e-05	2.655068646	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
DCN	X17	1.36e-05	2.638689115	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
SFRP2	X17	4.63e-06	2.583685049	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
ALK	X17	5.17e-07	2.544127015	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
CALCRL	X17	4.97e-05	2.461181472	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
CAV1	X17	0.00019383	2.3345524	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
THBS1	X17	0.000215004	2.173329265	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
SERPINA3	X17	6.57e-05	2.140238363	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
IGFBP3	X17	0.000721478	2.023790114	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
NES	X17	9.66e-06	1.936403866	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
HES1	X17	6.08e-05	1.859224976	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
THSD4	X17	0.00033567	1.826408274	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
ZBBX	X17	0.001119188	1.813830727	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
COL25A1	X17	0.003783071	1.657270534	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
PLCH1	X17	7.67e-06	1.641096728	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
MEIS2	X17	0.000303171	1.595575482	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
CCK	X17	0.003269046	1.572965059	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
KLF2	X17	0.029325769	1.57109855	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
GABRE	X17	0.022302939	1.570114255	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
PHLDB2	X17	0.003867674	1.519270324	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
ADAMTS12	X17	0.006949796	1.48510244	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
TGFB2	X17	9.66e-06	1.463313278	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
KLF4	X17	0.03546947	1.419110852	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
IFITM3	X17	0.003516386	1.41362767	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
CXCL14	X17	0.000461431	1.382116695	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
SOX9	X17	0.000864699	1.364912712	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
IGFBP5	X17	0.000674753	1.358541418	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
AR	X17	0.002251747	1.335068933	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
GAS2L3	X17	0.0352224	1.244679727	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
MT2A	X17	0.033601496	1.217331112	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
MGST1	X17	4.24e-05	1.194870785	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
SPON1	X17	0.003655314	1.171362524	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
HTR2C	X17	0.025909589	1.167180707	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
MYO16	X17	1.77e-06	1.16625464	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
FOS	X17	0.022302939	1.164048068	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
TGFBI	X17	0.084760719	1.146138833	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
HLA-DQA1	X17	0.08929723	1.126298248	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
SULF1	X17	0.000405533	1.119872049	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
SDK1	X17	0.005146406	1.047865132	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
NPNT	X17	0.07514906	1.0420879	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
SNTB2	X17	1.87e-05	1.017399769	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
SAMD5	X17	0.000884723	0.959324265	Tanycyte_1	Exclude donors 1225 and 8741 to analyze these
