gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	meanrank	samples_signif
ENSG00000115310	RTN4	1210	822	395	1182	400	454	868	1238	1458	580	860.7	11
ENSG00000115317	HTRA2								5303	5132		5217.5	3
ENSG00000115350	POLE4				914	2496	2946	3676	3892	3193		2852.83333333333	7
ENSG00000115355	CCDC88A	1486	2058	2372		4910		2763	4042	6530		3451.57142857143	8
ENSG00000115364	MRPL19						5322					5322	2
ENSG00000115365	LANCL1	3768	2956	1829	3234	4659	4526	928	3996	4332	2228	3245.6	11
ENSG00000115380	EFEMP1	2405	924	1543	571	865	666	2443	1535	1727	1192	1387.1	11
ENSG00000115392	FANCL	4543	2712		2736	3139	4082	4571	4633	5159		3946.875	9
ENSG00000115414	FN1	1955		2007		1912	2066		1055	1000	173	1452.57142857143	8
ENSG00000115415	STAT1	332	728	2179	282	1685	1903	2169	1149	889	516	1183.2	11
ENSG00000115419	GLS	1573	2410	1198		1684	1832	671	1182	1401	1432	1487	10
ENSG00000115446	UNC50	3554	2436		1599	2752	3530	3680	2890	3741	1872	2894.88888888889	10
ENSG00000115457	IGFBP2					78	55		443	201	84	172.2	6
ENSG00000115461	IGFBP5	227	1957	253	123	302	253	935	908	747	312	601.7	11
ENSG00000115464	USP34		2763	3517		2846	4216	3365	4289	3547		3506.14285714286	8
ENSG00000115468	EFHD1	500	3125	329				253	1558	2064		1304.83333333333	7
ENSG00000115484	CCT4	1579	1298	1668	1573	1491	1472	1509	2335	2456	1348	1672.9	11
ENSG00000115486	GGCX					5527				6418		5972.5	3
ENSG00000115504	EHBP1	4525		2533		4317	4274	4528	4288	5197		4237.42857142857	8
ENSG00000115514	TXNDC9	4317			3340	4173		4887	4976	5407		4516.66666666667	7
ENSG00000115520	COQ10B	3578		4012		5351	6239	4594	4676	4864		4759.14285714286	8
ENSG00000115524	SF3B1	3356	2517		1873	2888	3606	4612	2973	3099		3115.5	9
ENSG00000115525	ST3GAL5		3035	4034	3313	3884	2314	4946	4691	4512	2518	3694.11111111111	10
ENSG00000115526	CHST10						3856					3856	2
ENSG00000115539	PDCL3						6038			6899		6468.5	3
ENSG00000115540	MOB4	2548		2328		4202	2708	2530	2894	2957	2728	2861.875	9
ENSG00000115541	HSPE1	938	538	206	304	1522	2053	1162	960	2281	954	1091.8	11
ENSG00000115561	CHMP3	4531		3095	3709	2767	4131	2953	3767	4282	3020	3583.88888888889	10
ENSG00000115604	IL18R1					291						291	2
ENSG00000115649	CNPPD1									6727		6727	2
ENSG00000115652	UXS1				2572	1949	3100		3546	4956		3224.6	6
ENSG00000115657	ABCB6	2195			2273	4206	3036	2799	2974	2992		2925	8
ENSG00000115677	HDLBP	2834			2653	3693	4505	1989	2772	4212		3236.85714285714	8
ENSG00000115685	PPP1R7	4189	1492	2295		3377	4443	2527	4292	3712		3290.875	9
ENSG00000115694	STK25	2036	1542	1831	2035	1597	2068	1836	1296	1931	1546	1771.8	11
ENSG00000115738	ID2	3293	654	2220	2931	1502	2228	2644	2260	2986		2302	10
ENSG00000115756	HPCAL1	1178	173	554	1260	397	251	225	774	586	346	574.4	11
ENSG00000115758	ODC1			3783		4504	3004	4400	1965	2338	1732	3103.71428571429	8
ENSG00000115760	BIRC6									6832		6832	2
ENSG00000115762	PLEKHB2	1250	1539	836	1407	1198	994	1158	1372	1144	970	1186.8	11
ENSG00000115806	GORASP2	1921	2888	3813		3663	4377	4289	3899	3707	1899	3384	10
ENSG00000115808	STRN							2229				2229	2
ENSG00000115816	CEBPZ	4548			3682	5486	4867	4455	4751	5726		4787.85714285714	8
ENSG00000115828	QPCT	675	458	700	251	674	644	154	664	882	835	593.7	11
ENSG00000115839	RAB3GAP1	3167	1302	3271	3081	2412	2725	2383	2042	1663	2326	2437.2	11
ENSG00000115840	SLC25A12	2482	2684	2066	3885	2084	2424	1673	2326	2557	1976	2415.7	11
ENSG00000115866	DARS	4434	2548	3360		3511	3158	4154	4809	5338		3914	9
ENSG00000115875	SRSF7	1669	2750	2616	2896	2313	2988	4122	3932	2632	1454	2737.2	11
ENSG00000115896	PLCL1	2639		1373	3115	803	838	2776	3359	3878		2347.625	9
ENSG00000115902	SLC1A4	371	632	879	1181	1644	2144	570	794	671	747	963.3	11
ENSG00000115904	SOS1							4541				4541	2
ENSG00000115935	WIPF1							802				802	2
ENSG00000115944	COX7A2L	1018	1000	958	809	869	1354	995	762	958	1356	1007.9	11
ENSG00000115947	ORC4	1733	2028	2845	2661	2272	4754	2297	2568	3179		2704.11111111111	10
ENSG00000115963	RND3	4186		1342		4210	3493		2229	2519		2996.5	7
ENSG00000115966	ATF2	3490	2255	2897		3745	3382	3217	4063	3675	2726	3272.22222222222	10
ENSG00000115977	AAK1	2404	3148	2748		2497	2039	1892	2703	2252	2115	2422	10
ENSG00000115993	TRAK2	2074		773			3417	2387		5731		2876.4	6
ENSG00000116001	TIA1	4312	2271		3236	2916	2212	4883	5408	5236		3809.25	9
ENSG00000116005	PCYOX1	1199	684	1134	1989	1624	1352	940	929	1645	842	1233.8	11
ENSG00000116014	KISS1R					1725	1248					1486.5	3
ENSG00000116016	EPAS1	3425	2146	3142	2972	1577	1456	4237	2321	1730	1076	2408.2	11
ENSG00000116030	SUMO1	1459	1565	1138	1152	1404	1840	1844	1095	1292	1529	1431.8	11
ENSG00000116044	NFE2L2	3987		3956		1819	1199	2874	4640	4492	2139	3138.25	9
ENSG00000116095	PLEKHA3	4708		3560		4412	4424	3874	3734	5153		4266.42857142857	8
ENSG00000116106	EPHA4					2271	1522	1615		3592		2250	5
ENSG00000116120	FARSB	1296	2322	3167	3765	1963	2711	1635	1997	2801	2260	2391.7	11
ENSG00000116132	PRRX1			2410								2410	2
ENSG00000116133	DHCR24	741	3260	624	874	3696	2070	1731	2708	2041	931	1867.6	11
ENSG00000116138	DNAJC16					5444	6092			6698		6078	4
ENSG00000116141	MARK1	4123				5323	4142	3214		4857		4331.8	6
ENSG00000116147	TNR		2188	3703		4691	3674	4338	4456	4896	2043	3748.625	9
ENSG00000116161	CACYBP	1090	847	527	1133	668	696	732	1091	759	901	844.4	11
ENSG00000116171	SCP2	3996	3250	2852	1647	1469	1084	3439	1753	1418		2323.11111111111	10
ENSG00000116194	ANGPTL1						59			413		236	3
ENSG00000116199	FAM20B	3609	2409	2798		2827	4186	1968	4005	5331		3391.625	9
ENSG00000116209	TMEM59	1106	829	952	607	747	1074	1672	3193	2922	2091	1519.3	11
ENSG00000116221	MRPL37					5603		4608	4953	5363		5131.75	5
ENSG00000116237	ICMT	3610				3856	3819	4925	3240	4598		4008	7
ENSG00000116251	RPL22	1247	2233	1339	954	663	1102	890	1705	1823	1765	1372.1	11
ENSG00000116254	CHD5	1978	998	1255	3019	1995	1331	1075	1421	1396	1650	1611.8	11
ENSG00000116260	QSOX1	3575	1847	3244	2804	3504	2689	2575	3815	3320	2871	3024.4	11
ENSG00000116266	STXBP3	4140	2287	2195		5621	5298	2987		6402		4132.85714285714	8
ENSG00000116288	PARK7	828	2088	923	1123	1061	2426	1123	1090	821	1776	1325.9	11
ENSG00000116299	KIAA1324	477	1289	1696	319	1087	1507	1578	1083	1072	775	1088.3	11
ENSG00000116337	AMPD2	1626	1392	1081	1283	2007	1336	1114	1551	1166	1869	1442.5	11
ENSG00000116350	SRSF4				3112	5650	5621	3831	5132	6659		5000.83333333333	7
ENSG00000116353	MECR						4300			6409		5354.5	3
ENSG00000116396	KCNC4	2426	821	1861	2555	2329	2587	1405	1615	1890	3160	2064.9	11
ENSG00000116406	EDEM3									5803		5803	2
ENSG00000116455	WDR77						6108			6279		6193.5	3
ENSG00000116459	ATP5PB	1509	2463	1863	2856	3034	2418	1958	1591	1383	3095	2217	11
ENSG00000116473	RAP1A	3599		2299			5473	3062	5199			3926.4	6
ENSG00000116478	HDAC1					3709	3279			3272		3420	4
ENSG00000116489	CAPZA1		1781	2657	3781	4223	2864	3412	4876	6537	3054	3687.22222222222	10
ENSG00000116497	S100PBP	2962			3828	2327	3519	4712		4177		3587.5	7
ENSG00000116514	RNF19B						5836			6211		6023.5	3
ENSG00000116521	SCAMP3	3690	2223	3645	3808	5800	5984	3843	4781	5314		4343.11111111111	10
ENSG00000116539	ASH1L	3523				4569	5584	5015	4651	5641		4830.5	7
ENSG00000116560	SFPQ	2493	2387	3224	3690	3250	3316	4180	3720	3180	1766	3120.6	11
ENSG00000116574	RHOU			755				416	4356	5298		2706.25	5
ENSG00000116584	ARHGEF2							1533				1533	2
ENSG00000116586	LAMTOR2	3232	3212	3207	3319	3603	4335	1935	2582	3685		3234.44444444444	10
ENSG00000116604	MEF2D		1647	3007		5634	5724	1729	2671	4499	2670	3447.625	9
ENSG00000116641	DOCK7						4968	4059	4368	5613		4752	5
ENSG00000116649	SRM	1933		2132	1930	2300	2733	1534	2294	1688	1687	2025.66666666667	10
ENSG00000116661	FBXO2	787	828	1091	572	944	939	840	698	1014	1108	882.1	11
ENSG00000116667	C1orf21	3972		3828	3866	2421	2162	3709	5073	4152		3647.875	9
ENSG00000116670	MAD2L2						5015			6324		5669.5	3
ENSG00000116675	DNAJC6	1084	424	592	1074	261	291	812	357	365	476	573.6	11
ENSG00000116678	LEPR					2511	3321		2370	3281		2870.75	5
ENSG00000116679	IVNS1ABP		878					4426				2652	3
ENSG00000116685	KIAA2013					4602	3833	4635	4375	6971		4883.2	6
ENSG00000116688	MFN2	3573		2841		3516	3399	3386	4677	2412		3400.57142857143	8
ENSG00000116690	PRG4								122	58	124	101.333333333333	4
ENSG00000116698	SMG7									5931		5931	2
ENSG00000116717	GADD45A			1210	3549	5651	4663			5753	829	3609.16666666667	7
ENSG00000116729	WLS	3476	1379	1347	2524	441	350	1249	1449	1530	1138	1488.3	11
ENSG00000116741	RGS2	2584	1116	1285	1245	1004	628	1644	2159	2568	1239	1547.2	11
ENSG00000116747	RO60									6467		6467	2
ENSG00000116750	UCHL5	3951		3176		3538	4295	3816	4960	4429		4023.57142857143	8
ENSG00000116752	BCAS2	1982	1798	1571	1592	1794	2202	1620	2044	2099	1820	1852.2	11
ENSG00000116754	SRSF11	3826	2751	3158	2075	2212	2370	3118	4824	3552	3185	3107.1	11
ENSG00000116774	OLFML3									4254		4254	2
ENSG00000116786	PLEKHM2	3847				5666		4294	4447	4545		4559.8	6
ENSG00000116791	CRYZ	3121			3927		5069	4566	4117	5011		4301.83333333333	7
ENSG00000116793	PHTF1				2158	4188	5135	3625		4158		3852.8	6
ENSG00000116833	NR5A2					577						577	2
ENSG00000116852	KIF21B						3432	2797				3114.5	3
ENSG00000116857	TMEM9	791	842	1532	1932	1420	1286	795	870	1084	1391	1194.3	11
ENSG00000116863	ADPRHL2									7001		7001	2
ENSG00000116871	MAP7D1	2533		2242	3577	2322	3389	1936	4162	4184	3137	3053.55555555556	10
ENSG00000116885	OSCP1					4088	5244		2006	2290		3407	5
ENSG00000116898	MRPS15	3713	2946	2749	3256	3200	4240	3819	2653	2999	3175	3275	11
ENSG00000116906	GNPAT				3137		5511		5637	4188		4618.25	5
ENSG00000116918	TSNAX	3992	2010	2990	2098	3084	3420	2600	3322	2222	2395	2813.3	11
ENSG00000116954	RRAGC	4404			3338			4958	5533	6828		5012.2	6
ENSG00000116977	LGALS8	4031				5435	6204	3055	5134	4591		4741.66666666667	7
ENSG00000116983	HPCAL4	821	521	471	185	395	418	307	607	499	636	486	11
ENSG00000116991	SIPA1L2			3326		3063	3879			3421		3422.25	5
ENSG00000117016	RIMS3	2921	764	1469	2478	2235	1458	1117	1605	1622		1741	10
ENSG00000117020	AKT3	2481	1878	2079	3553	4627	5297	3948	3739	2968		3396.66666666667	10
ENSG00000117054	ACADM	2753	1935		955	3113	4175	4055	4163	4251		3175	9
ENSG00000117114	ADGRL2					1234	589	1945	552	364		936.8	6
ENSG00000117115	PADI2	304		244		690	399	332	593	570	205	417.125	9
ENSG00000117118	SDHB			3369		2539	3643	4472	2986	3536	3141	3383.71428571429	8
ENSG00000117133	RPF1				3504	4176	5188		4961	3377		4241.2	6
ENSG00000117143	UAP1			2030		4582	5780			4575		4241.75	5
ENSG00000117152	RGS4	1546	738	489	1665	407	551	1563	598	734	481	877.2	11
ENSG00000117153	KLHL12	2433		3065	2071	3588	3516	3496	4183	3959		3288.875	9
ENSG00000117154	IGSF21				2740		1533	3023		3009		2576.25	5
ENSG00000117155	SSX2IP		900			5686	3478	3149	4158	4938		3718.16666666667	7
ENSG00000117174	ZNHIT6	4386							5622			5004	3
ENSG00000117266	CDK18	626					2085	521	2531	1979		1548.4	6
ENSG00000117298	ECE1						3369		4455	4092	271	3046.75	5
ENSG00000117318	ID3	1485		799		384	559		1200	1185	318	847.142857142857	8
ENSG00000117335	CD46	1434	2534	3598	1335	1133	1282	3387	2393	2106	2378	2158	11
ENSG00000117362	APH1A					4753	5348		4891	6109	2840	4788.2	6
ENSG00000117394	SLC2A1	1279	2723	2082		3246	4229	2743	5470	4924	1748	3160.44444444444	10
ENSG00000117395	EBNA1BP2	1366	1501	2204	1303	2414	3675	1747	2045	2302	2474	2103.1	11
ENSG00000117408	IPO13	4336	3189		3520		5768	1450		6763		4171	7
ENSG00000117410	ATP6V0B	466	747	706	475	419	548	653	518	668	735	593.5	11
ENSG00000117411	B4GALT2				3044	4957	6210	5024	4413	5218		4811	7
ENSG00000117419	ERI3	1981		2655	3080	2663	2984	1528	1954	2316	2403	2396	10
ENSG00000117448	AKR1A1	3997		3787		5018		3850	4290	6461	3010	4344.71428571429	8
ENSG00000117450	PRDX1	996	232	1022	504	1780	1924	1185	1848	3299	1616	1440.6	11
ENSG00000117477	CCDC181	2512		2957		3270	3776		4066	3829		3401.66666666667	7
ENSG00000117480	FAAH						5502	4165				4833.5	3
ENSG00000117500	TMED5			2434	2808	3003	2983	4773	4983	6834		3974	8
ENSG00000117505	DR1	2745		3625		3897	4579	4943	3806	6186		4254.42857142857	8
ENSG00000117519	CNN3	2535	2538	576	2476	762	611	3218	2412	2933	631	1869.2	11
ENSG00000117523	PRRC2C		2829			5961	5978	3275	5575	5938		4926	7
ENSG00000117525	F3	1919	2103	161		1080	591	3038	3243	1861	144	1571.11111111111	10
ENSG00000117528	ABCD3		2963			5759	3433	5094	5179	4882		4551.66666666667	7
ENSG00000117533	VAMP4	3829		3785		5168	4567	3751	5360	6014		4639.14285714286	8
ENSG00000117543	DPH5									6436		6436	2
ENSG00000117569	PTBP2	2946		2645	2769	2309	2762	4236	3051	4068	1780	2951.77777777778	10
ENSG00000117592	PRDX6	1721	893	1249	1690	1008	788	1594	1515	1464	651	1257.3	11
ENSG00000117598	PLPPR5					1295	1482	2341				1706	4
ENSG00000117600	PLPPR4	598	449	693	1103	585	1077	839	401	645	1281	767.1	11
ENSG00000117602	RCAN3	2403			2469	3881	2872			5542		3433.4	6
ENSG00000117614	SYF2	3910		2996	3100	3850	5683	3644	5525	6959		4458.375	9
ENSG00000117616	RSRP1	3529			986	4171	2415	4409	4471	3617	2165	3220.375	9
ENSG00000117625	RCOR3	3280				3650	4053		5059	4316	2550	3818	7
ENSG00000117632	STMN1	272	194	238	323	250	220	518	1218	1253	382	486.8	11
ENSG00000117640	MTFR1L	4127	3166			4723	4593	3236	3601	4070	2196	3714	9
ENSG00000117643	MAN1C1									4558		4558	2
ENSG00000117691	NENF	838	850	1422	142	830	1294	847	1530	2856	912	1152.1	11
ENSG00000117697	NSL1				3420		4423	5052				4298.33333333333	4
ENSG00000117713	ARID1A	4340				5117	6199	4556	4161	5112	2689	4596.28571428572	8
ENSG00000117748	RPA2		2926		2776	3995	4960	2546	2631	2050	2587	3058.875	9
ENSG00000117751	PPP1R8									6666		6666	2
ENSG00000117758	STX12					3828	4730	3197	4308	4327		4078	6
ENSG00000117859	OSBPL9								5577	5371		5474	3
ENSG00000117862	TXNDC12	3480		3168	2007	3452	3907	4889	4105	4240		3656	9
ENSG00000117868	ESYT2	3546	2641	3253	3782	3197	3133	2340	3158	3930	2941	3192.1	11
ENSG00000117899	MESD	2084	2046	3196	815	1572	2000	3447	3965	4345	2926	2639.6	11
ENSG00000117906	RCN2	481	329	659	997	370	424	391	429	453	659	519.2	11
ENSG00000117984	CTSD	579	671	1780	3589	1621	2839	1328	1813	2198	2316	1873.4	11
ENSG00000118007	STAG1									5730		5730	2
ENSG00000118046	STK11					5941	5946		4995	5722		5651	5
ENSG00000118058	KMT2A	4366		3637		4828	4813	5010	4395	4010		4437	8
ENSG00000118096	IFT46				3310	4056	5808	3092	3174	4081		3920.16666666667	7
ENSG00000118160	SLC8A2	1470	1454	931	1752	2780	1787	813	1395	1504	1886	1577.2	11
ENSG00000118181	RPS25	660	408	443	253	459	676	686	963	1694	619	686.1	11
ENSG00000118200	CAMSAP2	2268	3046	1846	2214	2425	2764	2744	2334	3803	2935	2637.9	11
ENSG00000118217	ATF6					5664			3737	5764		5055	4
ENSG00000118246	FASTKD2									6781		6781	2
ENSG00000118257	NRP2	1852	406	2119	1877	1710	1209	1194	2916	1767	1068	1611.8	11
ENSG00000118263	KLF7			3019						6724		4871.5	3
ENSG00000118271	TTR	39	23	16	9	344	511		40	39	3	113.777777777778	10
ENSG00000118276	B4GALT6	3025	2075	1874	3635	2606	2009	2017	1481	1209		2214.55555555556	10
ENSG00000118292	C1orf54									6564		6564	2
ENSG00000118363	SPCS2	3681	1146	2819	1305	2001	2819	2501	3121	2623	2162	2417.8	11
ENSG00000118402	ELOVL4	2192		1746	2124	1224	1363	962	952	1821	1708	1565.77777777778	10
ENSG00000118418	HMGN3	1927	2082	4000	1634	1932	1618	3706	1518	1656	1363	2143.6	11
ENSG00000118432	CNR1	1040	397	892	778	593	512	1425	383	456	925	740.1	11
ENSG00000118454	ANKRD13C						5809					5809	2
ENSG00000118473	SGIP1	3460	2151	2067	3860	2112	2411	2303	2621	3765	2017	2676.7	11
ENSG00000118482	PHF3	3683		3396		5863	6099	4733				4754.8	6
ENSG00000118507	AKAP7			3490		5006			4176	5279		4487.75	5
ENSG00000118515	SGK1			2044						6218	1500	3254	4
ENSG00000118518	RNF146		3120	3847		4022	5569	4179	4515	5410		4380.28571428572	8
ENSG00000118523	CCN2			2256		583	592		1783	1333	127	1112.33333333333	7
ENSG00000118564	FBXL5	3303	2122	3895	3142	2527	5185	4010	2822	3088	3111	3320.5	11
ENSG00000118579	MED28	3848			3509	4367	4945		5238	5233		4523.33333333333	7
ENSG00000118600	RXYLT1					5461				6551		6006	3
ENSG00000118680	MYL12B	883	1376	1300	665	1165	1317	808	614	737	876	974.1	11
ENSG00000118689	FOXO3			3823	3425	5604	4050		5726	6620		4874.66666666667	7
ENSG00000118702	GHRH	18	5	21	2	4	13	132	27	71	24	31.7	11
ENSG00000118705	RPN2	4259	2706	2887		1393	1716	2733	1796	1739	2817	2449.55555555556	10
ENSG00000118733	OLFM3	975	1920		795	1002	872			2248		1302	7
ENSG00000118777	ABCG2	606				3422	3680		3907	3702		3063.4	6
ENSG00000118785	SPP1	43	206	92	55	140	114	93	190	153	162	124.8	11
ENSG00000118816	CCNI	1291		2577	2777	1499	2355	2769	3170	2730	2843	2445.66666666667	10
ENSG00000118855	MFSD1	4487				3379	3570	4804	2652	2920		3635.33333333333	7
ENSG00000118873	RAB3GAP2	4690	2367	2995	3055	3734	5877	2603	4238	3983		3726.88888888889	10
ENSG00000118894	EEF2KMT									5647		5647	2
ENSG00000118939	UCHL3					3148	5172			6700		5006.66666666667	4
ENSG00000118946	PCDH17	613	270	858	1579	498	571	454	751	508	404	650.6	11
ENSG00000118965	WDR35						3645			4656		4150.5	3
ENSG00000118971	CCND2			2651		1251	569		1706	1247	1569	1498.83333333333	7
ENSG00000118985	ELL2	340	2059	1072	534	1486	879	3302	4658	4687	1102	2011.9	11
ENSG00000118997	DNAH7									1454		1454	2
ENSG00000119013	NDUFB3	1179	1027	1513	817	1249	2422	1485	883	1131	1334	1304	11
ENSG00000119048	UBE2B	805	1272	1411	596	1125	2106	1809	1262	875	1768	1302.9	11
ENSG00000119125	GDA	490	311	290	265	551	535	357	317	578	698	439.2	11
ENSG00000119138	KLF9			1766							1506	1636	3
ENSG00000119139	TJP2	527		1108		427	874	468	695	470	250	602.375	9
ENSG00000119147	ECRG4				1000	158	102		397	195	959	468.5	7
ENSG00000119185	ITGB1BP1	2173		3295		3469	5011	2067	3284	4405		3386.28571428571	8
ENSG00000119227	PIGZ				3513	5183	5364	3001		3358		4083.8	6
ENSG00000119231	SENP5				3718	3420	4558	4924	3955	4298		4145.5	7
ENSG00000119242	CCDC92	1484	1405	1019	1287	1787	1640	1155	1610	1482	1202	1407.1	11
ENSG00000119280	C1orf198	2061		714	2997		1624	749	3631	4903		2382.71428571429	8
ENSG00000119314	PTBP3	2992				2992	3428		3598	4106		3423.2	6
ENSG00000119318	RAD23B	1651		1806	1791	2183	2115	1791	2487	2598	1685	2011.88888888889	10
ENSG00000119333	WDR34					4738	4021		2699	2895		3588.25	5
ENSG00000119335	SET	1371	1764	2297		2267	3390	2055	3300	4390	2643	2608.55555555556	10
ENSG00000119383	PTPA	2333	2364	2319	2218	2777	3594	2897	3927	2328	2814	2757.1	11
ENSG00000119396	RAB14	2489	1269	3209	2435	2049	2838	2433	2442	2775	2667	2460.6	11
ENSG00000119402	FBXW2					5733	5060	4920	3805	3757		4655	6
ENSG00000119414	PPP6C	4060				5558	4855		4734	6066		5054.6	6
ENSG00000119421	NDUFA8	1883	2892	1369	3068	2315	2442	1279	1380	1108	2021	1975.7	11
ENSG00000119431	HDHD3							4073				4073	2
ENSG00000119446	RBM18	4224			3867	3821	4310	3799	4315	4990		4189.42857142857	8
ENSG00000119471	HSDL2			3933		4544	4355	3896	5710	6739		4862.83333333333	7
ENSG00000119487	MAPKAP1					5657			4752	5973		5460.66666666667	4
ENSG00000119508	NR4A3										500	500	2
ENSG00000119523	ALG2					4897	4709		5352	5948		5226.5	5
ENSG00000119537	KDSR		2968	2516	3467		6156	4045	4869	6934		4422.14285714286	8
ENSG00000119541	VPS4B	1673	2047		803	1387	2910	4953	2125	3522		2427.5	9
ENSG00000119559	C19orf25				2551	4380	5625		5446	4982		4596.8	6
ENSG00000119596	YLPM1		3253		3838	4896	5115	3539	4535	5702		4411.14285714286	8
ENSG00000119616	FCF1				3900							3900	2
ENSG00000119630	PGF	205					4271			3319		2598.33333333333	4
ENSG00000119632	IFI27L2	2919	2359	2356	2679	2318	3410	1987	2453	4086	2734	2730.1	11
ENSG00000119636	BBOF1									3603		3603	2
ENSG00000119638	NEK9	3711			3148	4387	3723		5582	3635		4031	7
ENSG00000119640	ACYP1	1191	1832	3349	2665	2569	1972	3025	866	1183	1643	2029.5	11
ENSG00000119650	IFT43					3318	3946		3283	3184		3432.75	5
ENSG00000119655	NPC2	1617	1342	1914	2837	312	304	2619	958	1112	1082	1409.7	11
ENSG00000119661	DNAL1	3400	3151		2893				4687	3497		3525.6	6
ENSG00000119669	IRF2BPL	1355	3028	2251	1683	2225	3165	2147	2434	2795	2465	2354.8	11
ENSG00000119681	LTBP2									465		465	2
ENSG00000119688	ABCD4									6403		6403	2
ENSG00000119698	PPP4R4					4292	3752	1767				3270.33333333333	4
ENSG00000119699	TGFB3			2078								2078	2
ENSG00000119705	SLIRP	607	643	1408	259	536	930	1054	486	682	493	709.8	11
ENSG00000119707	RBM25	4350				3901	5651	5066	4623	5056		4774.5	7
ENSG00000119711	ALDH6A1	4051	2600	2838	2587	3236	3368	2738	4857	5262	3003	3454	11
ENSG00000119729	RHOQ	3893	3185		2789	4842	2854	3866	4675	5565	2967	3848.44444444444	10
ENSG00000119760	SUPT7L	2659	2992		1856	2491	3498	2467	3584	3645	1727	2768.77777777778	10
ENSG00000119777	TMEM214	4538					4868			4420		4608.66666666667	4
ENSG00000119782	FKBP1B	2454		1217	1285	1416	889	1483	980	1470	1862	1450.66666666667	10
ENSG00000119787	ATL2								4256	3488		3872	3
ENSG00000119801	YPEL5	1413		1399	1370	1054	1314	1592	1793	1631	2262	1536.44444444444	10
ENSG00000119812	FAM98A							5080				5080	2
ENSG00000119820	YIPF4	4157	2537			4174	2826	3249	4604	3892	2679	3514.75	9
ENSG00000119844	AFTPH	3819				5384	4949	3437	4893	4183		4444.16666666667	7
ENSG00000119862	LGALSL						4863					4863	2
ENSG00000119865	CNRIP1	1778	1098	1287	2344	1622	1266	641	1735	1721	1262	1475.4	11
ENSG00000119866	BCL11A							1053				1053	2
ENSG00000119878	CRIPT	4683		3506	2859	5716	4437	4990	4134	6317		4580.25	9
ENSG00000119888	EPCAM	1274	2262	1061	1336	885	1220	1223	1017	1136	1599	1301.3	11
ENSG00000119899	SLC17A5	3389			1585	4078	3522		3107	4203		3314	7
ENSG00000119900	OGFRL1	571	996	806	1186	1392	1288	1325	881	1020	859	1032.4	11
ENSG00000119906	SLF2	2450			1569	3388	1685		3092	1437		2270.16666666667	7
ENSG00000119917	IFIT3	3314		880	541				4185	3717	848	2247.5	7
ENSG00000119922	IFIT2			1590								1590	2
ENSG00000119938	PPP1R3C									5398	1360	3379	3
ENSG00000119946	CNNM1					2997	2627			2296		2640	4
ENSG00000119950	MXI1	3340		3155		4337	2990	5017	3974	3986		3828.42857142857	8
ENSG00000119973	PRLHR	2539				488	372		1849	2459		1541.4	6
