"label" "pval" "genesource_alldxes_domain_FDR" "signature" "geneset" "overlap" "background" "hits" "spdomain_sex" "genesource" "globalfdr"
"970" "ASD" 0.0099 0.039 361 56 6 10974 "NRXN2,NRXN1,PTCHD1,GRIN2B,MYT1L,UNC80" "x7_MaleUp" "dgn" 0.268985507246377
"971" "Anorexia" 0.033 0.11 361 1 1 10974 "HTR2A" "x7_MaleUp" "dgn" 0.489984
"972" "OCD" 0.065 0.17 361 2 1 10974 "HTR2A" "x7_MaleUp" "dgn" 0.641702127659574
"973" "AUD" 0.22 0.47 361 148 7 10974 "HTR2A,GABRG2,POMC,GRIN2B,GABRB1,GABRG3,LRP8" "x7_MaleUp" "dgn" 1
"974" "BMI" 0.23 0.47 361 126 6 10974 "POMC,PCSK1,MYT1L,RMST,ARL6,HTR2A" "x7_MaleUp" "dgn" 1
"975" "ADHD" 0.37 0.67 361 14 1 10974 "GRM5" "x7_MaleUp" "dgn" 1
"976" "Cannabis" 0.43 0.69 361 17 1 10974 "HCRT" "x7_MaleUp" "dgn" 1
"977" "GAD" 0.5 0.73 361 21 1 10974 "MAPT" "x7_MaleUp" "dgn" 1
"978" "AD" 0.85 1 361 56 1 10974 "MAPT" "x7_MaleUp" "dgn" 1
"979" "OUD" 1 1 361 2 0 10974 "" "x7_MaleUp" "dgn" 1
"980" "Panic" 1 1 361 2 0 10974 "" "x7_MaleUp" "dgn" 1
"981" "TS" 1 1 361 2 0 10974 "" "x7_MaleUp" "dgn" 1
"982" "BIP" 1 1 361 5 0 10974 "" "x7_MaleUp" "dgn" 1
"983" "OUD" 0.00019 0.0031 411 5 3 15085 "TTC9,PENK,NAV3" "x8_MaleUp" "dgn" 0.0160290909090909
"984" "AUD" 0.0012 0.01 411 201 14 15085 "CRH,THSD7B,BDNF,ALDH1A1,NFKB1,GRIN2A,AGO1,CNTN6,GRM3,NQO2,NTS,NRXN3,CDH8,NAP1L4" "x8_MaleUp" "dgn" 0.0601945945945946
"985" "SCZ" 0.0035 0.019 411 679 31 15085 "PPP3R1,ANK3,GRM3,NOS1AP,TCF7L2,NTRK3,DCC,ESR1,GRIN2A,BDNF,SST,GNAO1,NTS,UHMK1,PPARGC1A,ELAVL2,NRXN3,SEMA3A,ADARB1,CRH,ALDH1A1,NQO2,CTXN3,CHRM5,HSPA12A,KCNQ3,KIF2A,SLC38A2,SLIT3,SNCB,MPZL1" "x8_MaleUp" "dgn" 0.138212765957447
"986" "Cannabis" 0.03 0.12 411 25 3 15085 "PENK,CHRM5,ESR1" "x8_MaleUp" "dgn" 0.464
"987" "ASD" 0.04 0.13 411 69 5 15085 "BDNF,NRXN3,DNMT3A,DIO2,TBL1X" "x8_MaleUp" "dgn" 0.530285714285714
"988" "NDD" 0.055 0.15 411 438 18 15085 "BDNF,DNMT3A,DCC,SACS,SLC1A4,ZBTB24,AASS,ASS1,SPR,VRK1,KLF8,AGO1,OXR1,AKAP6,FRY,ACOT9,NBEA,KCNK4" "x8_MaleUp" "dgn" 0.608180790960452
"989" "OCD" 0.08 0.18 411 3 1 15085 "CCKBR" "x8_MaleUp" "dgn" 0.707047619047619
"990" "MDD" 0.099 0.19 411 320 13 15085 "CRH,GRIN2A,ESR1,SST,NTS,NTRK3,BCR,RAPH1,SLIT3,GABRA3,NEFM,PENK,ISG15" "x8_MaleUp" "dgn" 0.754471544715447
"991" "Panic" 0.1 0.19 411 4 1 15085 "CCKBR" "x8_MaleUp" "dgn" 0.754471544715447
"992" "AD" 0.14 0.23 411 74 4 15085 "BDNF,CD2AP,ESR1,CRH" "x8_MaleUp" "dgn" 0.869030100334448
"993" "BIP" 0.18 0.26 411 7 1 15085 "NRXN3" "x8_MaleUp" "dgn" 0.954514285714286
"994" "GAD" 0.6 0.79 411 33 1 15085 "CRH" "x8_MaleUp" "dgn" 1
"995" "BMI" 0.64 0.79 411 161 4 15085 "ENPP1,ESR1,MRAP2,CYP26B1" "x8_MaleUp" "dgn" 1
"996" "ADHD" 1 1 411 21 0 15085 "" "x8_MaleUp" "dgn" 1
"997" "Anorexia" 1 1 411 1 0 15085 "" "x8_MaleUp" "dgn" 1
"998" "TS" 1 1 411 3 0 15085 "" "x8_MaleUp" "dgn" 1
"999" "NDD" 0.0019 0.031 277 431 19 13187 "MYT1L,HIVEP2,ZC3H14,CAMK2A,SETD2,SCN3A,TLK2,SACS,AHI1,KMT2C,BPTF,FMR1,BCL11B,SOX4,PUM1,DLG4,DDX6,NBEA,GON4L" "x9_MaleUp" "dgn" 0.0839619047619048
"1000" "ASD" 0.012 0.093 277 65 5 13187 "DLG4,CHD2,PCDH9,MYT1L,NEMF" "x9_MaleUp" "dgn" 0.29696
"1001" "MDD" 0.024 0.13 277 299 12 13187 "CREB1,CUX1,DLG4,FMR1,CAMK2A,MYT1L,CDH13,ACSL4,TRIM69,GABRA3,PENK,IFI6" "x9_MaleUp" "dgn" 0.428307692307692
"1002" "TS" 0.062 0.25 277 3 1 13187 "CHD2" "x9_MaleUp" "dgn" 0.628808743169399
"1003" "OUD" 0.081 0.26 277 4 1 13187 "PENK" "x9_MaleUp" "dgn" 0.712492890995261
"1004" "Cannabis" 0.1 0.27 277 26 2 13187 "PENK,CHRM5" "x9_MaleUp" "dgn" 0.754471544715447
"1005" "AUD" 0.19 0.43 277 183 6 13187 "CDH13,CREB1,TTC12,PDE10A,CAMK2A,SLC22A18" "x9_MaleUp" "dgn" 0.979555555555556
"1006" "SCZ" 0.36 0.73 277 638 15 13187 "PPP3R1,ANK3,TCF7L2,DLG4,FMR1,AHI1,CREB1,MYT1L,ELAVL2,BID,CHRM5,KCNJ3,KCNQ3,SLC38A2,CGNL1" "x9_MaleUp" "dgn" 1
"1007" "GAD" 0.48 0.86 277 31 1 13187 "FMR1" "x9_MaleUp" "dgn" 1
"1008" "BMI" 0.96 1 277 147 1 13187 "MYT1L" "x9_MaleUp" "dgn" 1
"1009" "ADHD" 1 1 277 20 0 13187 "" "x9_MaleUp" "dgn" 1
"1010" "AD" 1 1 277 66 0 13187 "" "x9_MaleUp" "dgn" 1
"1011" "Anorexia" 1 1 277 1 0 13187 "" "x9_MaleUp" "dgn" 1
"1012" "Panic" 1 1 277 2 0 13187 "" "x9_MaleUp" "dgn" 1
"1013" "OCD" 1 1 277 2 0 13187 "" "x9_MaleUp" "dgn" 1
"1014" "BIP" 1 1 277 7 0 13187 "" "x9_MaleUp" "dgn" 1
"1015" "NDD" 0.0061 0.098 161 388 13 10613 "PHIP,MED13L,SYNGAP1,PTCHD1,PHF21A,TAF1,DNMT3A,USP27X,PUS3,DDX6,PHACTR1,NRXN2,MED13" "x10_MaleUp" "dgn" 0.205485714285714
"1016" "MDD" 0.042 0.22 161 257 8 10613 "POMC,GAL,MAOB,NTRK3,BCR,SLIT3,DGKB,IFI6" "x10_MaleUp" "dgn" 0.545118881118881
"1017" "Cannabis" 0.043 0.22 161 22 2 10613 "CHRM5,GAL" "x10_MaleUp" "dgn" 0.5504
"1018" "ASD" 0.055 0.22 161 57 3 10613 "NRXN2,PTCHD1,DNMT3A" "x10_MaleUp" "dgn" 0.608180790960452
"1019" "SCZ" 0.071 0.23 161 546 13 10613 "SYNGAP1,ZNF804A,TCF7L2,NTRK3,MAOB,DLGAP1,CDKN1C,CHRM5,KCNJ3,SLIT3,KLF5,CGNL1,NRXN2" "x10_MaleUp" "dgn" 0.662190954773869
"1020" "AUD" 0.21 0.55 161 155 4 10613 "POMC,MAOB,GAL,SEMA5A" "x10_MaleUp" "dgn" 0.99175572519084
"1021" "ADHD" 0.24 0.55 161 18 1 10613 "MED13" "x10_MaleUp" "dgn" 1
"1022" "BMI" 0.55 1 161 120 2 10613 "POMC,APCDD1" "x10_MaleUp" "dgn" 1
"1023" "AD" 0.57 1 161 55 1 10613 "MAOB" "x10_MaleUp" "dgn" 1
"1024" "Anorexia" 1 1 161 1 0 10613 "" "x10_MaleUp" "dgn" 1
"1025" "OUD" 1 1 161 4 0 10613 "" "x10_MaleUp" "dgn" 1
"1026" "Panic" 1 1 161 2 0 10613 "" "x10_MaleUp" "dgn" 1
"1027" "OCD" 1 1 161 2 0 10613 "" "x10_MaleUp" "dgn" 1
"1028" "TS" 1 1 161 2 0 10613 "" "x10_MaleUp" "dgn" 1
"1029" "GAD" 1 1 161 25 0 10613 "" "x10_MaleUp" "dgn" 1
"1030" "BIP" 1 1 161 5 0 10613 "" "x10_MaleUp" "dgn" 1
"1031" "SCZ" 0.027 0.24 60 436 7 8900 "DTNBP1,GRIN2A,AHI1,NCAN,KCNJ3,ACHE,CALY" "x11_MaleUp" "dgn" 0.459743119266055
"1032" "BMI" 0.033 0.24 60 104 3 8900 "POMC,RMST,ACHE" "x11_MaleUp" "dgn" 0.489984
"1033" "AUD" 0.044 0.24 60 117 3 8900 "POMC,GRIN2A,GAL" "x11_MaleUp" "dgn" 0.555537414965986
"1034" "ADHD" 0.065 0.26 60 10 1 8900 "CALY" "x11_MaleUp" "dgn" 0.641702127659574
"1035" "Cannabis" 0.11 0.35 60 17 1 8900 "GAL" "x11_MaleUp" "dgn" 0.788262548262548
"1036" "MDD" 0.16 0.43 60 205 3 8900 "POMC,GRIN2A,GAL" "x11_MaleUp" "dgn" 0.91938080495356
"1037" "AD" 0.3 0.69 60 53 1 8900 "ACHE" "x11_MaleUp" "dgn" 1
"1038" "NDD" 0.66 1 60 330 2 8900 "AHI1,ACHE" "x11_MaleUp" "dgn" 1
"1039" "ASD" 1 1 60 43 0 8900 "" "x11_MaleUp" "dgn" 1
"1040" "Anorexia" 1 1 60 0 0 8900 "" "x11_MaleUp" "dgn" 1
"1041" "OUD" 1 1 60 2 0 8900 "" "x11_MaleUp" "dgn" 1
"1042" "Panic" 1 1 60 1 0 8900 "" "x11_MaleUp" "dgn" 1
"1043" "OCD" 1 1 60 0 0 8900 "" "x11_MaleUp" "dgn" 1
"1044" "TS" 1 1 60 2 0 8900 "" "x11_MaleUp" "dgn" 1
"1045" "GAD" 1 1 60 16 0 8900 "" "x11_MaleUp" "dgn" 1
"1046" "BIP" 1 1 60 7 0 8900 "" "x11_MaleUp" "dgn" 1
"1047" "ASD" 0.097 1 18 40 1 7115 "GRIN2B" "x12_MaleUp" "dgn" 0.754471544715447
"1048" "AUD" 0.25 1 18 112 1 7115 "GRIN2B" "x12_MaleUp" "dgn" 1
"1049" "SCZ" 0.28 1 18 412 2 7115 "GRIN2B,PPP3R1" "x12_MaleUp" "dgn" 1
"1050" "MDD" 0.4 1 18 199 1 7115 "GRIN2B" "x12_MaleUp" "dgn" 1
"1051" "NDD" 0.52 1 18 284 1 7115 "GRIN2B" "x12_MaleUp" "dgn" 1
"1052" "ADHD" 1 1 18 10 0 7115 "" "x12_MaleUp" "dgn" 1
"1053" "Cannabis" 1 1 18 17 0 7115 "" "x12_MaleUp" "dgn" 1
"1054" "AD" 1 1 18 43 0 7115 "" "x12_MaleUp" "dgn" 1
"1055" "Anorexia" 1 1 18 0 0 7115 "" "x12_MaleUp" "dgn" 1
"1056" "BMI" 1 1 18 90 0 7115 "" "x12_MaleUp" "dgn" 1
"1057" "OUD" 1 1 18 3 0 7115 "" "x12_MaleUp" "dgn" 1
"1058" "Panic" 1 1 18 1 0 7115 "" "x12_MaleUp" "dgn" 1
"1059" "OCD" 1 1 18 0 0 7115 "" "x12_MaleUp" "dgn" 1
"1060" "TS" 1 1 18 2 0 7115 "" "x12_MaleUp" "dgn" 1
"1061" "GAD" 1 1 18 20 0 7115 "" "x12_MaleUp" "dgn" 1
"1062" "BIP" 1 1 18 5 0 7115 "" "x12_MaleUp" "dgn" 1
"1063" "OUD" 2.7e-05 0.00043 280 4 3 14716 "TTC9,PENK,NAV3" "x13_MaleUp" "dgn" 0.00357942857142857
"1064" "SCZ" 0.0089 0.068 280 668 22 14716 "PPP3R1,BECN1,ANK3,MIR137HG,PBRM1,DCC,NLGN1,EML5,ESR1,AHI1,NTS,ELAVL2,SEMA3A,CRH,NQO2,CTXN3,CHRM5,SLC38A2,CADPS2,NRXN2,RIMS2,SBNO1" "x13_MaleUp" "dgn" 0.268985507246377
"1065" "Cannabis" 0.013 0.068 280 26 3 14716 "PENK,CHRM5,ESR1" "x13_MaleUp" "dgn" 0.305417721518987
"1066" "OCD" 0.056 0.21 280 3 1 14716 "CCKBR" "x13_MaleUp" "dgn" 0.608180790960452
"1067" "Panic" 0.074 0.21 280 4 1 14716 "CCKBR" "x13_MaleUp" "dgn" 0.679024390243902
"1068" "NDD" 0.077 0.21 280 439 13 14716 "PHIP,SCN3A,DCC,AHI1,CERT1,DDX6,PHACTR1,ZBTB11,OXR1,NRXN2,FRY,TANC2,NBEA" "x13_MaleUp" "dgn" 0.6903961352657
"1069" "MDD" 0.27 0.59 280 322 8 14716 "CRH,PCLO,ESR1,NTS,BCR,RAPH1,GABRA3,PENK" "x13_MaleUp" "dgn" 1
"1070" "AUD" 0.35 0.59 280 204 5 14716 "CRH,NQO2,NTS,RASGRF2,RFC1" "x13_MaleUp" "dgn" 1
"1071" "BMI" 0.35 0.59 280 158 4 14716 "ESR1,MRAP2,PHF6,ZFHX3" "x13_MaleUp" "dgn" 1
"1072" "ASD" 0.37 0.59 280 68 2 14716 "NRXN2,DIO2" "x13_MaleUp" "dgn" 1
"1073" "AD" 0.41 0.59 280 73 2 14716 "ESR1,CRH" "x13_MaleUp" "dgn" 1
"1074" "GAD" 0.47 0.63 280 33 1 14716 "CRH" "x13_MaleUp" "dgn" 1
"1075" "ADHD" 1 1 280 21 0 14716 "" "x13_MaleUp" "dgn" 1
"1076" "Anorexia" 1 1 280 1 0 14716 "" "x13_MaleUp" "dgn" 1
"1077" "TS" 1 1 280 3 0 14716 "" "x13_MaleUp" "dgn" 1
"1078" "BIP" 1 1 280 6 0 14716 "" "x13_MaleUp" "dgn" 1
"1079" "SCZ" 8.6e-08 1.4e-06 374 537 46 10044 "GRIN2B,NRXN1,PPP3R1,GRM5,LRRTM1,ANK3,NRGN,SLC1A1,SYN2,CNNM2,OPCML,PCDH17,DLG4,MARK2,GAD1,NPY,AHI1,SLC1A2,GNAO1,SLC12A5,GRIA2,GABRA1,GAP43,GRIA4,MYT1L,GABRG2,PTPN5,ELAVL2,GNAL,VSNL1,ADARB1,CHRNB2,ENO2,GABRB1,GRIA3,LRP2,SLC7A10,SYN1,CAMK2B,GABRA5,PCDH8,SERPINI1,GABRQ,CDK5R1,RIMS2,GABRA4" "x14_MaleUp" "dgn" 1.91786666666667e-05
"1080" "MDD" 4.8e-06 3.9e-05 374 246 25 10044 "NPY,POMC,GAD1,PCLO,GRM5,GRIN2B,HCRT,FKBP4,SLC6A15,VGF,DLG4,GAP43,SLC1A2,GRIA3,CAMK2A,NRXN1,HCN1,MYT1L,GRIA2,CDH13,SYN1,PRKCB,NEFM,SLC1A1,MAP2" "x14_MaleUp" "dgn" 0.000685292307692308
"1081" "AUD" 0.001 0.0046 374 145 14 10044 "NPY,GABRG2,POMC,GRIN2B,GAD1,GABRA1,GABRB1,CDH13,SLC1A2,GABRA5,GAP43,CAMK2A,CDH8,CDH18" "x14_MaleUp" "dgn" 0.0562424242424242
"1082" "ASD" 0.0011 0.0046 374 57 8 10044 "NRXN1,DLG4,GRIN2B,SLC1A1,PCDH9,MYT1L,GABRA5,GABRQ" "x14_MaleUp" "dgn" 0.0583314285714286
"1083" "ADHD" 0.011 0.035 374 13 3 10044 "ADGRL3,CHRNB2,GRM5" "x14_MaleUp" "dgn" 0.279671232876712
"1084" "NDD" 0.016 0.043 374 383 23 10044 "MYT1L,GRIN2B,CAMK2A,CHAMP1,SCN3A,LRP2,ATP8A2,AHI1,YWHAG,CAMK2B,USP27X,SLC1A2,VRK1,NRXN1,AFF3,DLG4,GRIA2,SCAMP5,SYT1,FARSB,NBEA,NSF,PREPL" "x14_MaleUp" "dgn" 0.333662921348315
"1085" "Cannabis" 0.036 0.083 374 20 3 10044 "RGS17,HCRT,CAMK2B" "x14_MaleUp" "dgn" 0.506181818181818
"1086" "TS" 0.073 0.15 374 2 1 10044 "SLITRK1" "x14_MaleUp" "dgn" 0.67744
"1087" "GAD" 0.21 0.37 374 23 2 10044 "CHRNB2,NPY" "x14_MaleUp" "dgn" 0.99175572519084
"1088" "AD" 0.34 0.54 374 55 3 10044 "NPY,VSNL1,CHRNB2" "x14_MaleUp" "dgn" 1
"1089" "BMI" 0.47 0.69 374 121 5 10044 "POMC,GPX3,MYT1L,NEGR1,ZFR2" "x14_MaleUp" "dgn" 1
"1090" "Anorexia" 1 1 374 1 0 10044 "" "x14_MaleUp" "dgn" 1
"1091" "OUD" 1 1 374 3 0 10044 "" "x14_MaleUp" "dgn" 1
"1092" "Panic" 1 1 374 2 0 10044 "" "x14_MaleUp" "dgn" 1
"1093" "OCD" 1 1 374 2 0 10044 "" "x14_MaleUp" "dgn" 1
"1094" "BIP" 1 1 374 5 0 10044 "" "x14_MaleUp" "dgn" 1
"1095" "SCZ" 2.7e-09 4.3e-08 276 600 39 12128 "GRIN2B,NRXN1,PPP3R1,CNR1,GRM5,ANK3,SYN2,NDE1,GABBR1,NLGN1,GRM7,KCNN3,GAD2,NTNG1,SLC12A2,DLG3,GAP43,NEFL,SLC17A6,GRIN3A,DNM1,PINK1,ELAVL2,SLC1A6,VSNL1,CHGA,CTNND2,SLC7A10,ETNPPL,CAMK2B,CDK5,ADORA1,B3GAT2,DLX1,GABRA5,APBA2,SNCB,CGNL1,CDK5R1" "x15_MaleUp" "dgn" 4.176e-06
"1096" "AUD" 0.00012 0.00097 276 168 13 12128 "SNCA,GABBR1,GRIN2B,CNR1,OPRL1,GRIN1,SGIP1,GABRA5,GAP43,GRM7,MOBP,CAMK2A,RASGRF2" "x15_MaleUp" "dgn" 0.0117221052631579
"1097" "ADHD" 0.00038 0.0019 276 16 4 12128 "GRM5,GRM7,CNR1,PTPRD" "x15_MaleUp" "dgn" 0.0293866666666667
"1098" "ASD" 0.00055 0.0019 276 63 7 12128 "NRXN1,GRIN2B,DLX1,DPP10,GABRA5,UNC80,ROGDI" "x15_MaleUp" "dgn" 0.0392615384615385
"1099" "MDD" 0.00061 0.0019 276 277 16 12128 "PCLO,GRM5,GRM7,CNR1,GRIN2B,GAP43,GAD2,CAMK2A,NRXN1,DLG3,CTNND2,NEFL,NTM,SLC17A6,PINK1,SLC1A6" "x15_MaleUp" "dgn" 0.0419318518518519
"1100" "NDD" 0.029 0.076 276 416 16 12128 "GRIN2B,GRIN1,CAMK2A,SLC1A4,CAMK2B,PTS,NRXN1,AFF3,MN1,OXR1,TRPM3,AKAP6,SLC17A6,NBEA,NSF,CACNA1E" "x15_MaleUp" "dgn" 0.464
"1101" "OCD" 0.045 0.1 276 2 1 12128 "SLITRK5" "x15_MaleUp" "dgn" 0.564324324324324
"1102" "Cannabis" 0.082 0.16 276 21 2 12128 "CNR1,CAMK2B" "x15_MaleUp" "dgn" 0.714516431924883
"1103" "GAD" 0.42 0.76 276 24 1 12128 "CNR1" "x15_MaleUp" "dgn" 1
"1104" "AD" 0.75 1 276 60 1 12128 "VSNL1" "x15_MaleUp" "dgn" 1
"1105" "BMI" 0.96 1 276 137 1 12128 "CNR1" "x15_MaleUp" "dgn" 1
"1106" "Anorexia" 1 1 276 1 0 12128 "" "x15_MaleUp" "dgn" 1
"1107" "OUD" 1 1 276 4 0 12128 "" "x15_MaleUp" "dgn" 1
"1108" "Panic" 1 1 276 3 0 12128 "" "x15_MaleUp" "dgn" 1
"1109" "TS" 1 1 276 2 0 12128 "" "x15_MaleUp" "dgn" 1
"1110" "BIP" 1 1 276 7 0 12128 "" "x15_MaleUp" "dgn" 1
"1111" "SCZ" 0.12 1 64 517 6 9849 "HLA-A,CEACAM21,HLA-C,FABP5,ATF4,TAPBP" "x1_FemUp" "dgn" 0.815824175824176
"1112" "AD" 0.3 1 64 54 1 9849 "IGF2R" "x1_FemUp" "dgn" 1
"1113" "MDD" 0.48 1 64 245 2 9849 "S100A10,ATF4" "x1_FemUp" "dgn" 1
"1114" "BMI" 0.54 1 64 117 1 9849 "ANGPTL4" "x1_FemUp" "dgn" 1
"1115" "NDD" 0.69 1 64 367 2 9849 "RAC3,KDM6B" "x1_FemUp" "dgn" 1
"1116" "ASD" 1 1 64 59 0 9849 "" "x1_FemUp" "dgn" 1
"1117" "ADHD" 1 1 64 16 0 9849 "" "x1_FemUp" "dgn" 1
"1118" "AUD" 1 1 64 146 0 9849 "" "x1_FemUp" "dgn" 1
"1119" "Cannabis" 1 1 64 19 0 9849 "" "x1_FemUp" "dgn" 1
"1120" "Anorexia" 1 1 64 1 0 9849 "" "x1_FemUp" "dgn" 1
"1121" "OUD" 1 1 64 3 0 9849 "" "x1_FemUp" "dgn" 1
"1122" "Panic" 1 1 64 1 0 9849 "" "x1_FemUp" "dgn" 1
"1123" "OCD" 1 1 64 2 0 9849 "" "x1_FemUp" "dgn" 1
"1124" "TS" 1 1 64 2 0 9849 "" "x1_FemUp" "dgn" 1
"1125" "GAD" 1 1 64 21 0 9849 "" "x1_FemUp" "dgn" 1
"1126" "BIP" 1 1 64 6 0 9849 "" "x1_FemUp" "dgn" 1
"1127" "ADHD" 0.054 0.87 39 21 1 14742 "STS" "x3_FemUp" "dgn" 0.608180790960452
"1128" "MDD" 0.21 1 39 321 2 14742 "S100A10,CPLX1" "x3_FemUp" "dgn" 0.99175572519084
"1129" "BMI" 0.33 1 39 153 1 14742 "STS" "x3_FemUp" "dgn" 1
"1130" "SCZ" 0.53 1 39 668 2 14742 "HLA-A,CPLX1" "x3_FemUp" "dgn" 1
"1131" "ASD" 1 1 39 71 0 14742 "" "x3_FemUp" "dgn" 1
"1132" "AUD" 1 1 39 199 0 14742 "" "x3_FemUp" "dgn" 1
"1133" "Cannabis" 1 1 39 25 0 14742 "" "x3_FemUp" "dgn" 1
"1134" "AD" 1 1 39 71 0 14742 "" "x3_FemUp" "dgn" 1
"1135" "Anorexia" 1 1 39 1 0 14742 "" "x3_FemUp" "dgn" 1
"1136" "OUD" 1 1 39 4 0 14742 "" "x3_FemUp" "dgn" 1
"1137" "Panic" 1 1 39 4 0 14742 "" "x3_FemUp" "dgn" 1
"1138" "OCD" 1 1 39 4 0 14742 "" "x3_FemUp" "dgn" 1
"1139" "TS" 1 1 39 2 0 14742 "" "x3_FemUp" "dgn" 1
"1140" "GAD" 1 1 39 33 0 14742 "" "x3_FemUp" "dgn" 1
"1141" "NDD" 1 1 39 439 0 14742 "" "x3_FemUp" "dgn" 1
"1142" "BIP" 1 1 39 7 0 14742 "" "x3_FemUp" "dgn" 1
"1143" "AUD" 0.26 1 128 181 3 13041 "TRH,HNMT,OSBPL5" "x4_FemUp" "dgn" 1
"1144" "MDD" 0.31 1 128 288 4 13041 "RELN,TRH,SLCO1C1,CDH7" "x4_FemUp" "dgn" 1
"1145" "ASD" 0.46 1 128 62 1 13041 "RELN" "x4_FemUp" "dgn" 1
"1146" "AD" 0.48 1 128 66 1 13041 "RELN" "x4_FemUp" "dgn" 1
"1147" "SCZ" 0.57 1 128 617 6 13041 "RELN,SLC1A3,PTPRZ1,SREBF2,SLC6A11,LAMA2" "x4_FemUp" "dgn" 1
"1148" "NDD" 0.92 1 128 424 2 13041 "TRH,CACNA1E" "x4_FemUp" "dgn" 1
"1149" "ADHD" 1 1 128 17 0 13041 "" "x4_FemUp" "dgn" 1
"1150" "Cannabis" 1 1 128 23 0 13041 "" "x4_FemUp" "dgn" 1
"1151" "Anorexia" 1 1 128 1 0 13041 "" "x4_FemUp" "dgn" 1
"1152" "BMI" 1 1 128 143 0 13041 "" "x4_FemUp" "dgn" 1
"1153" "OUD" 1 1 128 4 0 13041 "" "x4_FemUp" "dgn" 1
"1154" "Panic" 1 1 128 2 0 13041 "" "x4_FemUp" "dgn" 1
"1155" "OCD" 1 1 128 2 0 13041 "" "x4_FemUp" "dgn" 1
"1156" "TS" 1 1 128 2 0 13041 "" "x4_FemUp" "dgn" 1
"1157" "GAD" 1 1 128 25 0 13041 "" "x4_FemUp" "dgn" 1
"1158" "BIP" 1 1 128 7 0 13041 "" "x4_FemUp" "dgn" 1
"1159" "MDD" 0.0033 0.033 112 311 8 14129 "S100A10,TAC1,AVP,TRH,OXT,ADCY8,NELL1,ACP1" "x5_FemUp" "dgn" 0.133147826086957
"1160" "AUD" 0.0041 0.033 112 191 6 14129 "TRH,OXT,TAC1,FN1,CDH5,VWF" "x5_FemUp" "dgn" 0.152192
"1161" "SCZ" 0.14 0.76 112 649 8 14129 "SHANK3,HLA-DQB1,AVP,OXT,ACP1,TAC1,BLOC1S1,ESAM" "x5_FemUp" "dgn" 0.869030100334448
"1162" "GAD" 0.22 0.88 112 31 1 14129 "OXT" "x5_FemUp" "dgn" 1
"1163" "ASD" 0.4 1 112 64 1 14129 "SHANK3" "x5_FemUp" "dgn" 1
"1164" "AD" 0.43 1 112 71 1 14129 "BCHE" "x5_FemUp" "dgn" 1
"1165" "NDD" 0.44 1 112 429 4 14129 "SLC2A1,SHANK3,METTL23,TRH" "x5_FemUp" "dgn" 1
"1166" "BMI" 0.7 1 112 149 1 14129 "BCHE" "x5_FemUp" "dgn" 1
"1167" "ADHD" 1 1 112 21 0 14129 "" "x5_FemUp" "dgn" 1
"1168" "Cannabis" 1 1 112 26 0 14129 "" "x5_FemUp" "dgn" 1
"1169" "Anorexia" 1 1 112 1 0 14129 "" "x5_FemUp" "dgn" 1
"1170" "OUD" 1 1 112 4 0 14129 "" "x5_FemUp" "dgn" 1
"1171" "Panic" 1 1 112 4 0 14129 "" "x5_FemUp" "dgn" 1
"1172" "OCD" 1 1 112 3 0 14129 "" "x5_FemUp" "dgn" 1
"1173" "TS" 1 1 112 3 0 14129 "" "x5_FemUp" "dgn" 1
"1174" "BIP" 1 1 112 6 0 14129 "" "x5_FemUp" "dgn" 1
"1175" "AUD" 0.032 0.24 177 200 6 14966 "COMT,TRH,OXT,TAC1,FN1,VWF" "x6_FemUp" "dgn" 0.482861788617886
"1176" "Cannabis" 0.038 0.24 177 26 2 14966 "COMT,HCRT" "x6_FemUp" "dgn" 0.518588235294118
"1177" "Panic" 0.046 0.24 177 4 1 14966 "COMT" "x6_FemUp" "dgn" 0.565403973509934
"1178" "SCZ" 0.06 0.24 177 680 13 14966 "SHANK3,COMT,HLA-DQB1,CLDN5,AVP,OXT,TGM2,PLAT,TAP2,UCP2,TAC1,LAMA2,ESAM" "x6_FemUp" "dgn" 0.61524861878453
"1179" "MDD" 0.097 0.31 177 330 7 14966 "S100A10,HCRT,TAC1,AVP,TRH,OXT,SLC6A13" "x6_FemUp" "dgn" 0.754471544715447
"1180" "ASD" 0.2 0.52 177 69 2 14966 "SHANK3,CA2" "x6_FemUp" "dgn" 0.99175572519084
"1181" "ADHD" 0.23 0.52 177 22 1 14966 "COMT" "x6_FemUp" "dgn" 1
"1182" "NDD" 0.27 0.52 177 441 7 14966 "SLC2A1,SHANK3,CA2,MFSD2A,TRH,CAMKMT,ODC1" "x6_FemUp" "dgn" 1
"1183" "BMI" 0.29 0.52 177 160 3 14966 "UCP2,CYP1B1,HMGB2" "x6_FemUp" "dgn" 1
"1184" "GAD" 0.33 0.53 177 34 1 14966 "OXT" "x6_FemUp" "dgn" 1
"1185" "AD" 1 1 177 73 0 14966 "" "x6_FemUp" "dgn" 1
"1186" "Anorexia" 1 1 177 1 0 14966 "" "x6_FemUp" "dgn" 1
"1187" "OUD" 1 1 177 4 0 14966 "" "x6_FemUp" "dgn" 1
"1188" "OCD" 1 1 177 4 0 14966 "" "x6_FemUp" "dgn" 1
"1189" "TS" 1 1 177 3 0 14966 "" "x6_FemUp" "dgn" 1
"1190" "BIP" 1 1 177 6 0 14966 "" "x6_FemUp" "dgn" 1
