gene_symbol	xenium_gene	disorders	tested_tf	xpr_vVMH	xpr_vVMH_M	xpr_vVMH_F	xpr_vARC	xpr_vARC_M	xpr_vARC_F	vARC_sexDE_fdrsig	vVMH_sexDE_fdrsig	vARC_sexDE_nomsig	vVMH_sexDE_nomsig	xARC_sexDE_FDRpt1clusts	xVMH_sexDE_FDRpt1clusts
RPN1	No	BMI, AD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
RAB7A	No	BMI, ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC112484.3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC112484.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC112484.5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ACAD9	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
KIAA1257	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
EFCC1	No	BMI	NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GP9	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RAB43	No	BMI, AD, ASD	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
AC108673.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ISY1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC108673.3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CNBP	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
COPG1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC137695.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
HMCES	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
H1FX	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
H1FX-AS1	No		NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
EFCAB12	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MBD4	No	BMI, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
IFT122	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RHO	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
H1FOO	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PLXND1	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TMCC1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC083799.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TMCC1-AS1	No	MDD	NO	NO	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
AC083906.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TRH	Yes	MDD, AUD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	ARC_AGRP, Tanycyte_1, Tanycyte_2	NO
ALG1L2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02014	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02021	No		NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO
AC130888.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
COL6A5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
COL6A6	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PIK3R4	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC097105.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ATP2C1	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC055733.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ASTE1	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NEK11	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC010210.1	No		NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO
NUDT16	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC107027.3	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
MRPL3	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC107027.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CPNE4	No	BMI, ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ACPP	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DNAJC13	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ACAD11	No	ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ACKR4	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
UBA5	No	BMI, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NPHP3	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NPHP3-AS1	No	MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC079942.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TMEM108	No	MDD, BIP	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TMEM108-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BFSP2	No	MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BFSP2-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC022296.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CDV3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TOPBP1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TF	No	AUD, AD, SCZ, BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SRPRB	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC080128.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RAB6B	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
SLCO2A1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RYK	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LINC02004	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC010207.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AMOTL2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
ANAPC13	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CEP63	No	BMI, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
EPHB1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
KY	No		NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
AC016931.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC092969.1	No		NO	YES	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
PPP2R3A	No	BMI, SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC072039.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MSL2	No	ADHD, SCZ, BMI, OCD	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
PCCB	No	BMI, SCZ, ASD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
STAG1	No	BMI, SCZ, ASD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC117382.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SLC35G2	No	BMI, SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NCK1-DT	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC096992.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
NCK1	No	SCZ, BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
IL20RB	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SOX14	No		YES	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
LINC01210	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC007159.1	No		NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO
CLDN18	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC016252.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DZIP1L	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
A4GNT	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DBR1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ARMC8	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NME9	No		NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MRAS	No	BMI, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ESYT3	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
CEP70	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FAIM	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
PIK3CB	No	SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LINC01391	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FOXL2	No	Panic	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FOXL2NB	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PRR23A	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MRPS22	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	YES	NO	NO
AC024933.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
COPB2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
AC046134.2	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RBP2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RBP1	No	SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NMNAT3	No	BMI	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC110716.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC110716.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CLSTN2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CLSTN2-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TRIM42	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC121333.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SLC25A36	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
AC108727.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SPSB4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PXYLP1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC022215.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC117383.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ZBTB38	No		YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RASA2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RASA2-IT1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RNF7	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GRK7	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ATP1B3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ATP1B3-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TFDP2	No	BMI	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GK5	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
XRN1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ATR	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC109992.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PLS1	No		NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PLS1-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC072028.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TRPC1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PCOLCE2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC021074.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PAQR9	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PAQR9-AS1	No		NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
U2SURP	No	OCD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC026304.1	No		NO	NO	NO	NO	YES	YES	YES	NO	NO	NO	NO	NO	NO
CHST2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
AC018450.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SLC9A9	No	ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
DIPK2A	No	ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC107021.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LNCSRLR	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PLOD2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PLSCR4	No	BMI, ADHD, SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PLSCR2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PLSCR1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PLSCR5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC092957.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02010	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ZIC4	No		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
ZIC4-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ZIC1	No		YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC092958.1	No		NO	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
AC092958.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02032	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC025566.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AGTR1	No		NO	NO	NO	NO	YES	YES	YES	NO	NO	NO	NO	NO	NO
CPB1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CPA3	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GYG1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
HLTF	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
HPS3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CP	No	SCZ	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
AC093001.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC093001.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TM4SF18	No		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
TM4SF1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
TM4SF1-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TM4SF4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
WWTR1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
WWTR1-IT1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
WWTR1-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
COMMD2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ANKUB1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RNF13	No	BMI, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PFN2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC117395.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC117386.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01998	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01213	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01214	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC018545.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TSC22D2	No	ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SERP1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
EIF2A	No	BMI, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SELENOT	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ERICH6	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ERICH6-AS1	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC011317.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SIAH2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SIAH2-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CLRN1-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MINDY4B	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MED12L	No	BMI, MDD, ASD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
GPR171	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
P2RY14	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC078816.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GPR87	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
P2RY13	Yes		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	Tanycyte_1, Tanycyte_2	NO
P2RY12	Yes		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	Tanycyte_1	NO
IGSF10	No		NO	YES	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
LINC02066	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AADAC	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SUCNR1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC108718.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MBNL1	No	BMI, AD, MDD, SCZ	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MBNL1-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC026347.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC092924.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC092924.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
P2RY1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC117394.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RAP2B	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC078788.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02006	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
C3orf79	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ARHGEF26-AS1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ARHGEF26	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
DHX36	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GPR149	No	OCD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MME	No	BMI, AD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
STRIT1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PLCH1	Yes	BMI, AD	NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	ARC_TAC3-ESR1, Tanycyte_2	VMH_CRHR2
PLCH1-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC104472.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
C3orf33	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SLC33A1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC104472.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GMPS	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC104472.5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
KCNAB1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC091607.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
KCNAB1-AS2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC084036.1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SSR3	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TIPARP-AS1	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TIPARP	No	BMI, AUD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LINC00886	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	YES	NO	NO	NO
LEKR1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC00880	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02029	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC00881	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CCNL1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC104411.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC092944.1	No		NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
AC092944.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
VEPH1	No	MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PTX3	No	BMI, MDD	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO
SLC66A1L	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
SHOX2	No	BMI, MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RSRC1	No	BMI, ADHD, ASD, MDD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
AC106707.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MLF1	No	MDD, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GFM1	No	MDD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LXN	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
AC080013.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC080013.6	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RARRES1	No	BMI, MDD	NO	NO	NO	YES	YES	NO	YES	NO	NO	NO	NO	NO	NO
MFSD1	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC080013.1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC080013.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC080013.5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
IQCJ-SCHIP1	No	BMI	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
IQCJ	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
