gene	cluster_set	cluster
MOAP1	hvg20_SNNk10	7
AMPH	hvg20_SNNk10	7
PAM	hvg20_SNNk10	7
SLC2A3	hvg20_SNNk10	7
HSPA4L	hvg20_SNNk10	7
CD200	hvg20_SNNk10	7
ATL1	hvg20_SNNk10	7
SMIM10L2A	hvg20_SNNk10	7
MBOAT7	hvg20_SNNk10	7
CSRNP3	hvg20_SNNk10	7
PPP3CA	hvg20_SNNk10	7
NPTN	hvg20_SNNk10	7
ADGRB2	hvg20_SNNk10	7
SV2A	hvg20_SNNk10	7
ENTPD6	hvg20_SNNk10	7
PRRT1	hvg20_SNNk10	7
TMEM130	hvg20_SNNk10	7
PTMS	hvg20_SNNk10	7
KIF5A	hvg20_SNNk10	7
NEGR1	hvg20_SNNk10	7
CYP46A1	hvg20_SNNk10	7
MAPK8IP2	hvg20_SNNk10	7
FAM155A	hvg20_SNNk10	7
LPCAT4	hvg20_SNNk10	7
SLC9A6	hvg20_SNNk10	7
FAM3C	hvg20_SNNk10	7
STXBP1	hvg20_SNNk10	7
AUXG01000058.1	hvg20_SNNk10	7
PI4KA	hvg20_SNNk10	7
GRK2	hvg20_SNNk10	7
TMTC1	hvg20_SNNk10	7
ABHD14A	hvg20_SNNk10	7
HSPH1	hvg20_SNNk10	7
GOT1	hvg20_SNNk10	7
JPH3	hvg20_SNNk10	7
SNCG	hvg20_SNNk10	7
PIP4K2B	hvg20_SNNk10	7
FRRS1L	hvg20_SNNk10	7
PDXP	hvg20_SNNk10	7
MAST1	hvg20_SNNk10	7
P4HTM	hvg20_SNNk10	7
SCAMP5	hvg20_SNNk10	7
PFKP	hvg20_SNNk10	7
TCAF1	hvg20_SNNk10	7
ACOT7	hvg20_SNNk10	7
NMNAT2	hvg20_SNNk10	7
OLA1	hvg20_SNNk10	7
CRMP1	hvg20_SNNk10	7
CDK5	hvg20_SNNk10	7
CYFIP2	hvg20_SNNk10	7
ATP6V1B2	hvg20_SNNk10	7
ADGRB1	hvg20_SNNk10	7
NAP1L5	hvg20_SNNk10	7
KIFAP3	hvg20_SNNk10	7
BMERB1	hvg20_SNNk10	7
STOML1	hvg20_SNNk10	7
BLCAP	hvg20_SNNk10	7
TRIM37	hvg20_SNNk10	7
DGCR2	hvg20_SNNk10	7
TPRG1L	hvg20_SNNk10	7
DNAJA4	hvg20_SNNk10	7
NDN	hvg20_SNNk10	7
LY6E	hvg20_SNNk10	7
ITFG1	hvg20_SNNk10	7
KBTBD6	hvg20_SNNk10	7
AGAP3	hvg20_SNNk10	7
ARHGDIG	hvg20_SNNk10	7
SLC25A22	hvg20_SNNk10	7
MAGEH1	hvg20_SNNk10	7
SEZ6L2	hvg20_SNNk10	7
GNG3	hvg20_SNNk10	7
ATP6V1A	hvg20_SNNk10	7
USP11	hvg20_SNNk10	7
MTPN	hvg20_SNNk10	7
SMARCD3	hvg20_SNNk10	7
CADM3	hvg20_SNNk10	7
ORAI2	hvg20_SNNk10	7
CCDC92	hvg20_SNNk10	7
OCRL	hvg20_SNNk10	7
AMPD2	hvg20_SNNk10	7
MAPK9	hvg20_SNNk10	7
INPP5F	hvg20_SNNk10	7
HSD11B1L	hvg20_SNNk10	7
PUM1	hvg20_SNNk10	7
REEP2	hvg20_SNNk10	7
FBLL1	hvg20_SNNk10	7
PNMA2	hvg20_SNNk10	7
ATP13A2	hvg20_SNNk10	7
ZYG11B	hvg20_SNNk10	7
HK1	hvg20_SNNk10	7
TSPYL1	hvg20_SNNk10	7
PTPRN2	hvg20_SNNk10	7
RFK	hvg20_SNNk10	7
BASP1	hvg20_SNNk10	7
EEF1A2	hvg20_SNNk10	7
MEAF6	hvg20_SNNk10	7
ATP1A3	hvg20_SNNk10	7
APMAP	hvg20_SNNk10	7
ARHGEF9	hvg20_SNNk10	7
PODXL2	hvg20_SNNk10	7
VAT1L	hvg20_SNNk10	7
GPI	hvg20_SNNk10	7
DNAJC5	hvg20_SNNk10	7
THY1	hvg20_SNNk10	7
PJA1	hvg20_SNNk10	7
CMAS	hvg20_SNNk10	7
RNF208	hvg20_SNNk10	7
BRWD1	hvg20_SNNk10	7
CCT8	hvg20_SNNk10	7
STMN3	hvg20_SNNk10	7
TMX4	hvg20_SNNk10	7
LY6H	hvg20_SNNk10	7
NISCH	hvg20_SNNk10	7
ANXA6	hvg20_SNNk10	7
GABARAPL1	hvg20_SNNk10	7
GABBR1	hvg20_SNNk10	7
ABAT	hvg20_SNNk10	7
NCS1	hvg20_SNNk10	7
PNMA1	hvg20_SNNk10	7
SUMO3	hvg20_SNNk10	7
VDAC3	hvg20_SNNk10	7
B3GALNT1	hvg20_SNNk10	7
SPRYD3	hvg20_SNNk10	7
LYSMD2	hvg20_SNNk10	7
GNB5	hvg20_SNNk10	7
AP2S1	hvg20_SNNk10	7
ZNF483	hvg20_SNNk10	7
MAP6	hvg20_SNNk10	7
FRZB	hvg20_SNNk10	8
WIF1	hvg20_SNNk10	8
CRYM	hvg20_SNNk10	8
EDN3	hvg20_SNNk10	8
DCN	hvg20_SNNk10	8
TH	hvg20_SNNk10	9
SCGN	hvg20_SNNk10	10
CFAP73	hvg20_SNNk10	11
LHX8	hvg20_SNNk10	12
SCGN	hvg20_SNNk10	13
TH	hvg20_SNNk10	13
APLNR	hvg20_SNNk10	14
AGRP	hvg20_SNNk10	15
SNAP25	hvg20_SNNk10	16
CAPS	hvg20_SNNk10	17
FOXG1	hvg20_SNNk10	18
DRD1	hvg20_SNNk10	19
PDYN	hvg20_SNNk10	20
ACTA2	hvg20_SNNk10	21
CRHBP	hvg20_SNNk10	22
HBA1	hvg20_SNNk10	23
VSNL1	hvg10_SNNk15	1
GABRA1	hvg10_SNNk15	1
GABRG2	hvg10_SNNk15	1
GAD2	hvg10_SNNk15	1
GAD1	hvg10_SNNk15	1
SNCB	hvg10_SNNk15	1
CALB2	hvg10_SNNk15	1
SYNGR3	hvg10_SNNk15	1
CELF4	hvg10_SNNk15	1
CALB1	hvg10_SNNk15	1
INA	hvg10_SNNk15	1
SLC12A5	hvg10_SNNk15	1
NAP1L3	hvg10_SNNk15	1
VSTM2L	hvg10_SNNk15	1
NSG1	hvg10_SNNk15	1
GRIN1	hvg10_SNNk15	1
SYT1	hvg10_SNNk15	1
CD200	hvg10_SNNk15	1
DNM1	hvg10_SNNk15	1
NSG2	hvg10_SNNk15	1
PTPRN	hvg10_SNNk15	1
TMEM130	hvg10_SNNk15	1
SV2A	hvg10_SNNk15	1
AUXG01000058.1	hvg10_SNNk15	1
NAP1L5	hvg10_SNNk15	1
PRKAR1B	hvg10_SNNk15	1
SYN1	hvg10_SNNk15	1
MEG3	hvg10_SNNk15	1
NAPB	hvg10_SNNk15	1
DIRAS3	hvg10_SNNk15	1
CLSTN3	hvg10_SNNk15	1
SYP	hvg10_SNNk15	1
STXBP1	hvg10_SNNk15	1
WIF1	hvg10_SNNk15	2
CRYM	hvg10_SNNk15	2
WIF1	hvg10_SNNk15	3
CRYM	hvg10_SNNk15	3
CRLF1	hvg10_SNNk15	3
DIRAS3	hvg10_SNNk15	4
VSNL1	hvg10_SNNk15	4
FEZF1	hvg10_SNNk15	4
SLC17A6	hvg10_SNNk15	4
NRGN	hvg10_SNNk15	4
RAB3C	hvg10_SNNk15	4
NEFL	hvg10_SNNk15	4
CALB2	hvg10_SNNk15	4
CTXN1	hvg10_SNNk15	4
SEZ6L	hvg10_SNNk15	4
NSF	hvg10_SNNk15	4
ZCCHC12	hvg10_SNNk15	4
TMEM130	hvg10_SNNk15	4
SYT4	hvg10_SNNk15	4
NSG1	hvg10_SNNk15	4
SYT1	hvg10_SNNk15	4
GNG2	hvg10_SNNk15	4
TMEM35A	hvg10_SNNk15	4
NSG2	hvg10_SNNk15	4
BEX5	hvg10_SNNk15	4
PRKAR1B	hvg10_SNNk15	4
SNCG	hvg10_SNNk15	4
SLC12A5	hvg10_SNNk15	4
PTPRN	hvg10_SNNk15	4
DNM1	hvg10_SNNk15	4
SYN1	hvg10_SNNk15	4
CHGB	hvg10_SNNk15	4
NAPB	hvg10_SNNk15	4
MEG3	hvg10_SNNk15	4
ERMN	hvg10_SNNk15	5
DAPL1	hvg10_SNNk15	6
OTP	hvg10_SNNk15	6
PCSK1	hvg10_SNNk15	6
SCGN	hvg10_SNNk15	6
SIM1	hvg10_SNNk15	6
TH	hvg10_SNNk15	6
GAL	hvg10_SNNk15	6
CBLN4	hvg10_SNNk15	6
PLPP4	hvg10_SNNk15	6
ADRA1B	hvg10_SNNk15	6
CAPRIN2	hvg10_SNNk15	6
L1CAM	hvg10_SNNk15	6
NRG1	hvg10_SNNk15	6
SYT7	hvg10_SNNk15	6
SLIT3	hvg10_SNNk15	6
CADPS2	hvg10_SNNk15	6
TMEM255A	hvg10_SNNk15	6
PCDH8	hvg10_SNNk15	6
CITED1	hvg10_SNNk15	6
MEST	hvg10_SNNk15	6
RGS4	hvg10_SNNk15	6
SLC47A2	hvg10_SNNk15	7
EDN3	hvg10_SNNk15	8
GABRG2	hvg10_SNNk15	9
ELAVL2	hvg10_SNNk15	9
CELF5	hvg10_SNNk15	9
RADX	hvg10_SNNk15	9
ARHGAP36	hvg10_SNNk15	9
SCN2A	hvg10_SNNk15	9
GAD1	hvg10_SNNk15	9
DLX1	hvg10_SNNk15	9
GAD2	hvg10_SNNk15	9
SLC17A6	hvg10_SNNk15	9
MAGEL2	hvg10_SNNk15	9
TMEM35A	hvg10_SNNk15	9
CDK5R1	hvg10_SNNk15	9
AL035425.3	hvg10_SNNk15	9
L1CAM	hvg10_SNNk15	9
TSPAN13	hvg10_SNNk15	9
CLSTN3	hvg10_SNNk15	9
NGB	hvg10_SNNk15	9
HS6ST2	hvg10_SNNk15	9
SYN2	hvg10_SNNk15	9
SEZ6L	hvg10_SNNk15	9
PNMA3	hvg10_SNNk15	9
FGF14	hvg10_SNNk15	9
VSTM2L	hvg10_SNNk15	9
NUDT11	hvg10_SNNk15	9
GPRASP2	hvg10_SNNk15	9
SLC26A11	hvg10_SNNk15	9
HPRT1	hvg10_SNNk15	9
RAB3B	hvg10_SNNk15	9
QPCT	hvg10_SNNk15	9
CARTPT	hvg10_SNNk15	9
CHGA	hvg10_SNNk15	9
DIRAS3	hvg10_SNNk15	9
GRIA1	hvg10_SNNk15	9
SNCB	hvg10_SNNk15	9
TUSC3	hvg10_SNNk15	9
CELF4	hvg10_SNNk15	9
EFNB3	hvg10_SNNk15	9
SULT4A1	hvg10_SNNk15	9
ACHE	hvg10_SNNk15	9
MAGEE1	hvg10_SNNk15	9
PNCK	hvg10_SNNk15	9
GRIN1	hvg10_SNNk15	9
SYT13	hvg10_SNNk15	9
CD200	hvg10_SNNk15	9
SYNGR3	hvg10_SNNk15	9
CALB2	hvg10_SNNk15	9
TTC9B	hvg10_SNNk15	9
NAP1L2	hvg10_SNNk15	9
UBE2QL1	hvg10_SNNk15	9
GLRB	hvg10_SNNk15	9
NECAP1	hvg10_SNNk15	9
SCN3B	hvg10_SNNk15	9
SYN1	hvg10_SNNk15	9
CAMK2N2	hvg10_SNNk15	9
CHGB	hvg10_SNNk15	9
HPCAL1	hvg10_SNNk15	9
INA	hvg10_SNNk15	9
SLC12A5	hvg10_SNNk15	9
AMPH	hvg10_SNNk15	9
GABBR2	hvg10_SNNk15	9
LPCAT4	hvg10_SNNk15	9
GNG2	hvg10_SNNk15	9
TSPYL2	hvg10_SNNk15	9
HBA1	hvg10_SNNk15	10
ISL1	hvg10_SNNk15	11
GABRG2	hvg10_SNNk15	11
GHRH	hvg10_SNNk15	11
GLRA2	hvg10_SNNk15	11
GABRE	hvg10_SNNk15	11
GABRQ	hvg10_SNNk15	11
GAL	hvg10_SNNk15	11
TBX3	hvg10_SNNk15	11
ARHGAP36	hvg10_SNNk15	11
NPY	hvg10_SNNk15	11
DLK1	hvg10_SNNk15	11
AGRP	hvg10_SNNk15	11
GAD1	hvg10_SNNk15	11
SHISAL2B	hvg10_SNNk15	11
CELF5	hvg10_SNNk15	11
TMEM35A	hvg10_SNNk15	11
TSPAN13	hvg10_SNNk15	11
WIF1	hvg10_SNNk15	11
RADX	hvg10_SNNk15	11
POMC	hvg10_SNNk15	11
TMOD1	hvg10_SNNk15	11
MIR7-3HG	hvg10_SNNk15	11
SLC32A1	hvg10_SNNk15	11
AL035425.3	hvg10_SNNk15	11
IGSF1	hvg10_SNNk15	11
GRIA2	hvg10_SNNk15	11
OTP	hvg10_SNNk15	11
FNDC9	hvg10_SNNk15	11
RBP4	hvg10_SNNk15	11
GAD2	hvg10_SNNk15	11
SSTR1	hvg10_SNNk15	11
NGB	hvg10_SNNk15	11
QPCT	hvg10_SNNk15	11
RAB3C	hvg10_SNNk15	11
SYT4	hvg10_SNNk15	11
SLC4A10	hvg10_SNNk15	11
ECEL1	hvg10_SNNk15	11
USP27X	hvg10_SNNk15	11
AMPH	hvg10_SNNk15	11
AC107398.3	hvg10_SNNk15	11
L1CAM	hvg10_SNNk15	11
ELAVL4	hvg10_SNNk15	11
PTGER3	hvg10_SNNk15	11
LBH	hvg10_SNNk15	11
SCN2A	hvg10_SNNk15	11
SEZ6L	hvg10_SNNk15	11
PCSK1	hvg10_SNNk15	11
FGF14	hvg10_SNNk15	11
MAGEL2	hvg10_SNNk15	11
ATCAY	hvg10_SNNk15	11
TOX2	hvg10_SNNk15	11
CITED1	hvg10_SNNk15	11
EFNB3	hvg10_SNNk15	11
CHGB	hvg10_SNNk15	11
DIRAS3	hvg10_SNNk15	11
PARM1	hvg10_SNNk15	11
GRIK1	hvg10_SNNk15	11
SULT4A1	hvg10_SNNk15	11
PNMA6F	hvg10_SNNk15	11
TSTD1	hvg10_SNNk15	11
PCDH7	hvg10_SNNk15	11
INA	hvg10_SNNk15	11
CLSTN3	hvg10_SNNk15	11
CADPS	hvg10_SNNk15	11
SLC26A11	hvg10_SNNk15	11
ENC1	hvg10_SNNk15	11
GNG4	hvg10_SNNk15	11
SCN9A	hvg10_SNNk15	11
NRSN1	hvg10_SNNk15	11
CALB2	hvg10_SNNk15	11
VAT1	hvg10_SNNk15	11
VWA5A	hvg10_SNNk15	11
CELF4	hvg10_SNNk15	11
SMIM10L2B	hvg10_SNNk15	11
KLHDC8B	hvg10_SNNk15	11
TTC9B	hvg10_SNNk15	11
TMEM271	hvg10_SNNk15	11
CTXN1	hvg10_SNNk15	11
GPRASP2	hvg10_SNNk15	11
TMEM17	hvg10_SNNk15	11
PIANP	hvg10_SNNk15	11
NECAP1	hvg10_SNNk15	11
NLGN4X	hvg10_SNNk15	11
FGF13	hvg10_SNNk15	11
CNIH2	hvg10_SNNk15	11
CELF6	hvg10_SNNk15	11
GNG2	hvg10_SNNk15	11
TUSC3	hvg10_SNNk15	11
CYB561	hvg10_SNNk15	11
GPRASP1	hvg10_SNNk15	11
HPRT1	hvg10_SNNk15	11
GRIN1	hvg10_SNNk15	11
NSG2	hvg10_SNNk15	11
FXYD7	hvg10_SNNk15	11
RALYL	hvg10_SNNk15	11
KCTD10	hvg10_SNNk15	11
SPINT2	hvg10_SNNk15	11
NNAT	hvg10_SNNk15	11
FBLL1	hvg10_SNNk15	11
CHGA	hvg10_SNNk15	11
HTATSF1	hvg10_SNNk15	11
GPX3	hvg10_SNNk15	11
SSBP4	hvg10_SNNk15	11
TMEM246	hvg10_SNNk15	11
DNM1	hvg10_SNNk15	11
SLC12A5	hvg10_SNNk15	11
SCN3A	hvg10_SNNk15	11
CD200	hvg10_SNNk15	11
GRIA4	hvg10_SNNk15	11
FNDC10	hvg10_SNNk15	11
CDK5R1	hvg10_SNNk15	11
PNCK	hvg10_SNNk15	11
PACSIN1	hvg10_SNNk15	11
SYNGR3	hvg10_SNNk15	11
SVOP	hvg10_SNNk15	11
ACHE	hvg10_SNNk15	11
GALNT16	hvg10_SNNk15	11
KIAA1324	hvg10_SNNk15	11
CAMK2N2	hvg10_SNNk15	11
SYT5	hvg10_SNNk15	11
PNMA3	hvg10_SNNk15	11
PGAP1	hvg10_SNNk15	11
NPTX2	hvg10_SNNk15	11
TM2D3	hvg10_SNNk15	11
PNMA8A	hvg10_SNNk15	11
LONRF2	hvg10_SNNk15	11
FAM174A	hvg10_SNNk15	11
AKAP12	hvg10_SNNk15	11
SYT1	hvg10_SNNk15	11
VGF	hvg10_SNNk15	11
MAGEE1	hvg10_SNNk15	11
SNAP91	hvg10_SNNk15	11
JPH4	hvg10_SNNk15	11
MLLT11	hvg10_SNNk15	11
CDKN2D	hvg10_SNNk15	11
TSPYL2	hvg10_SNNk15	11
TRO	hvg10_SNNk15	11
IFI6	hvg10_SNNk15	11
NRXN1	hvg10_SNNk15	11
UBE2QL1	hvg10_SNNk15	11
EPDR1	hvg10_SNNk15	11
CRIP2	hvg10_SNNk15	11
CMIP	hvg10_SNNk15	11
SHC2	hvg10_SNNk15	11
PAK3	hvg10_SNNk15	11
PTPRN	hvg10_SNNk15	11
SST	hvg10_SNNk15	11
ST8SIA3	hvg10_SNNk15	11
NSG1	hvg10_SNNk15	11
NSF	hvg10_SNNk15	11
NUDT11	hvg10_SNNk15	11
CELF3	hvg10_SNNk15	11
JPT1	hvg10_SNNk15	11
NELL2	hvg10_SNNk15	11
NECAB2	hvg10_SNNk15	11
ECE2	hvg10_SNNk15	11
PTS	hvg10_SNNk15	11
PCBD1	hvg10_SNNk15	11
MEG3	hvg10_SNNk15	11
NPTXR	hvg10_SNNk15	11
BAIAP3	hvg10_SNNk15	11
FNDC3A	hvg10_SNNk15	11
BEX5	hvg10_SNNk15	11
REEP1	hvg10_SNNk15	11
NAP1L3	hvg10_SNNk15	11
CASD1	hvg10_SNNk15	11
ZCCHC12	hvg10_SNNk15	11
RGS4	hvg10_SNNk15	11
UNC5D	hvg10_SNNk15	11
GABBR2	hvg10_SNNk15	11
GABRB3	hvg10_SNNk15	11
ARHGDIG	hvg10_SNNk15	11
NAP1L5	hvg10_SNNk15	11
SYT13	hvg10_SNNk15	11
NEFH	hvg10_SNNk15	11
GNB5	hvg10_SNNk15	11
NAPB	hvg10_SNNk15	11
RAB3A	hvg10_SNNk15	11
CACNB2	hvg10_SNNk15	11
FAM155A	hvg10_SNNk15	11
VAT1L	hvg10_SNNk15	11
MOAP1	hvg10_SNNk15	11
PLPPR2	hvg10_SNNk15	11
NAP1L2	hvg10_SNNk15	11
SYN1	hvg10_SNNk15	11
SYBU	hvg10_SNNk15	11
HSPA4L	hvg10_SNNk15	11
RFK	hvg10_SNNk15	11
PNMA8C	hvg10_SNNk15	11
SCN3B	hvg10_SNNk15	11
SGSM1	hvg10_SNNk15	11
AHI1	hvg10_SNNk15	11
TMEM248	hvg10_SNNk15	11
GPR162	hvg10_SNNk15	11
SUSD4	hvg10_SNNk15	11
PRKAR1B	hvg10_SNNk15	11
PDXP	hvg10_SNNk15	11
CRMP1	hvg10_SNNk15	11
REEP2	hvg10_SNNk15	11
LPCAT4	hvg10_SNNk15	11
DNAJA4	hvg10_SNNk15	11
SYP	hvg10_SNNk15	11
MEAF6	hvg10_SNNk15	11
TMEM130	hvg10_SNNk15	11
GLRB	hvg10_SNNk15	11
JPH3	hvg10_SNNk15	11
GSTA4	hvg10_SNNk15	11
TAGLN3	hvg10_SNNk15	11
INPP5F	hvg10_SNNk15	11
MAEA	hvg10_SNNk15	11
PLXNC1	hvg10_SNNk15	11
LYSMD2	hvg10_SNNk15	11
MIAT	hvg10_SNNk15	11
DUSP26	hvg10_SNNk15	11
TMEM179	hvg10_SNNk15	11
RBFOX2	hvg10_SNNk15	11
DMTN	hvg10_SNNk15	11
KIF3C	hvg10_SNNk15	11
CSRNP3	hvg10_SNNk15	11
MAPK8IP2	hvg10_SNNk15	11
NCDN	hvg10_SNNk15	11
PTPRN2	hvg10_SNNk15	11
PAM	hvg10_SNNk15	11
ARHGEF9	hvg10_SNNk15	11
TBC1D9	hvg10_SNNk15	11
GNG3	hvg10_SNNk15	11
PNMA8B	hvg10_SNNk15	11
MAGEH1	hvg10_SNNk15	11
TPRG1L	hvg10_SNNk15	11
OGDHL	hvg10_SNNk15	11
MAPRE3	hvg10_SNNk15	11
GLOD4	hvg10_SNNk15	11
TCEAL1	hvg10_SNNk15	11
MAST1	hvg10_SNNk15	11
ABHD14A	hvg10_SNNk15	11
SLC1A4	hvg10_SNNk15	11
SDC2	hvg10_SNNk15	11
ZNF25	hvg10_SNNk15	11
KIF5A	hvg10_SNNk15	11
MAP2K1	hvg10_SNNk15	11
BLOC1S6	hvg10_SNNk15	11
MBOAT7	hvg10_SNNk15	11
SV2A	hvg10_SNNk15	11
CCNDBP1	hvg10_SNNk15	11
COPS4	hvg10_SNNk15	11
SLC2A3	hvg10_SNNk15	11
ACOT7	hvg10_SNNk15	11
GAS6	hvg10_SNNk15	11
RUNDC3A	hvg10_SNNk15	11
TCEAL6	hvg10_SNNk15	11
TSPYL4	hvg10_SNNk15	11
PFKP	hvg10_SNNk15	11
FAM241B	hvg10_SNNk15	11
LY6E	hvg10_SNNk15	11
APMAP	hvg10_SNNk15	11
ATP6V1B2	hvg10_SNNk15	11
AMPD2	hvg10_SNNk15	11
HK1	hvg10_SNNk15	11
OCIAD2	hvg10_SNNk15	11
P4HTM	hvg10_SNNk15	11
PSD	hvg10_SNNk15	11
C1QTNF4	hvg10_SNNk15	11
CRELD1	hvg10_SNNk15	11
LIN7B	hvg10_SNNk15	11
HSPA13	hvg10_SNNk15	11
PODXL2	hvg10_SNNk15	11
SLC9A6	hvg10_SNNk15	11
TMEM14A	hvg10_SNNk15	11
STXBP1	hvg10_SNNk15	11
HPCAL1	hvg10_SNNk15	11
CMAS	hvg10_SNNk15	11
ATP13A2	hvg10_SNNk15	11
SEZ6L2	hvg10_SNNk15	11
BMERB1	hvg10_SNNk15	11
HSD11B1L	hvg10_SNNk15	11
FRRS1L	hvg10_SNNk15	11
PI4KA	hvg10_SNNk15	11
CCT8	hvg10_SNNk15	11
TP53BP1	hvg10_SNNk15	11
CFAP36	hvg10_SNNk15	11
TUBA4A	hvg10_SNNk15	11
HSPH1	hvg10_SNNk15	11
CISD1	hvg10_SNNk15	11
ISCU	hvg10_SNNk15	11
ANXA6	hvg10_SNNk15	11
ATP6V1A	hvg10_SNNk15	11
USP11	hvg10_SNNk15	11
PFKM	hvg10_SNNk15	11
B3GALNT1	hvg10_SNNk15	11
C11orf49	hvg10_SNNk15	11
NDN	hvg10_SNNk15	11
PTPRM	hvg10_SNNk15	11
SNCG	hvg10_SNNk15	11
CADM1	hvg10_SNNk15	11
NPTN	hvg10_SNNk15	11
NISCH	hvg10_SNNk15	11
GRIA1	hvg10_SNNk15	11
PNMA2	hvg10_SNNk15	11
ENTPD6	hvg10_SNNk15	11
AUXG01000058.1	hvg10_SNNk15	11
ZER1	hvg10_SNNk15	11
SELENOH	hvg10_SNNk15	11
ANKRD34B	hvg10_SNNk15	12
FEZF1	hvg10_SNNk15	12
SLC17A6	hvg10_SNNk15	12
RBFOX1	hvg10_SNNk15	12
LAMP5	hvg10_SNNk15	12
HS3ST4	hvg10_SNNk15	12
CDH13	hvg10_SNNk15	12
ADCYAP1	hvg10_SNNk15	12
NR2F2	hvg10_SNNk15	12
TMEM163	hvg10_SNNk15	12
RASGRF2	hvg10_SNNk15	12
GABRA5	hvg10_SNNk15	12
DOC2A	hvg10_SNNk15	12
TENM2	hvg10_SNNk15	12
CD24	hvg10_SNNk15	12
NRGN	hvg10_SNNk15	12
PCDH19	hvg10_SNNk15	12
SOX14	hvg10_SNNk15	12
GABRG2	hvg10_SNNk15	12
NPTX2	hvg10_SNNk15	12
TMEM215	hvg10_SNNk15	12
CNR1	hvg10_SNNk15	12
LBHD2	hvg10_SNNk15	12
CA10	hvg10_SNNk15	12
FXYD7	hvg10_SNNk15	12
HS6ST2	hvg10_SNNk15	12
CBLN1	hvg10_SNNk15	12
CAMK1G	hvg10_SNNk15	12
TAC1	hvg10_SNNk15	12
TMEM35A	hvg10_SNNk15	12
PCSK1	hvg10_SNNk15	12
VSTM2A	hvg10_SNNk15	12
NPTX1	hvg10_SNNk15	12
SEZ6L	hvg10_SNNk15	12
DGKK	hvg10_SNNk15	12
VSNL1	hvg10_SNNk15	12
CACNA2D1	hvg10_SNNk15	12
GDA	hvg10_SNNk15	12
HRH3	hvg10_SNNk15	12
PNCK	hvg10_SNNk15	12
NGB	hvg10_SNNk15	12
CAMKV	hvg10_SNNk15	12
CLEC2L	hvg10_SNNk15	12
RBP4	hvg10_SNNk15	12
PCSK2	hvg10_SNNk15	12
CAMK2A	hvg10_SNNk15	12
GABRA1	hvg10_SNNk15	12
CCK	hvg10_SNNk15	12
SCN2A	hvg10_SNNk15	12
TMEM158	hvg10_SNNk15	12
GRIA2	hvg10_SNNk15	12
CELF5	hvg10_SNNk15	12
C22orf42	hvg10_SNNk15	12
GLRA3	hvg10_SNNk15	12
CDK5R1	hvg10_SNNk15	12
SNCA	hvg10_SNNk15	12
EFNB3	hvg10_SNNk15	12
PLPPR4	hvg10_SNNk15	12
ITPR1	hvg10_SNNk15	12
KLHL1	hvg10_SNNk15	12
RAB3B	hvg10_SNNk15	12
FGF12	hvg10_SNNk15	12
PENK	hvg10_SNNk15	12
MYT1L	hvg10_SNNk15	12
VSTM2L	hvg10_SNNk15	12
SYN2	hvg10_SNNk15	12
CBLN4	hvg10_SNNk15	12
PCDH7	hvg10_SNNk15	12
GRIN1	hvg10_SNNk15	12
LMO3	hvg10_SNNk15	12
QPCT	hvg10_SNNk15	12
CLSTN3	hvg10_SNNk15	12
RAB3C	hvg10_SNNk15	12
SLIT1	hvg10_SNNk15	12
NT5DC3	hvg10_SNNk15	12
SOX1	hvg10_SNNk15	12
CALB2	hvg10_SNNk15	12
ELK1	hvg10_SNNk15	12
TSPAN13	hvg10_SNNk15	12
NUDT11	hvg10_SNNk15	12
TMEM255A	hvg10_SNNk15	12
AC107398.3	hvg10_SNNk15	12
SYT13	hvg10_SNNk15	12
DIRAS3	hvg10_SNNk15	12
FGF14	hvg10_SNNk15	12
SYT4	hvg10_SNNk15	12
PNMA6F	hvg10_SNNk15	12
MRTFB	hvg10_SNNk15	12
SNCB	hvg10_SNNk15	12
GALNT16	hvg10_SNNk15	12
JPH4	hvg10_SNNk15	12
TTC9B	hvg10_SNNk15	12
PTPN5	hvg10_SNNk15	12
GABRB3	hvg10_SNNk15	12
HPCAL4	hvg10_SNNk15	12
SLC12A5	hvg10_SNNk15	12
L1CAM	hvg10_SNNk15	12
CAMK2N2	hvg10_SNNk15	12
UBE2QL1	hvg10_SNNk15	12
PLPPR3	hvg10_SNNk15	12
CTXN1	hvg10_SNNk15	12
DNM1	hvg10_SNNk15	12
SLC8A2	hvg10_SNNk15	12
NAP1L2	hvg10_SNNk15	12
CALB1	hvg10_SNNk15	12
CPNE2	hvg10_SNNk15	12
GUCY1B1	hvg10_SNNk15	12
SLC24A3	hvg10_SNNk15	12
NCALD	hvg10_SNNk15	12
GNG2	hvg10_SNNk15	12
CHGA	hvg10_SNNk15	12
FKBP1A	hvg10_SNNk15	12
SLC4A10	hvg10_SNNk15	12
CAMK2B	hvg10_SNNk15	12
LONRF2	hvg10_SNNk15	12
PCLO	hvg10_SNNk15	12
CD83	hvg10_SNNk15	12
PHYHIP	hvg10_SNNk15	12
CHST1	hvg10_SNNk15	12
PACSIN1	hvg10_SNNk15	12
GRIA1	hvg10_SNNk15	12
RALYL	hvg10_SNNk15	12
PRRT2	hvg10_SNNk15	12
NRXN1	hvg10_SNNk15	12
CELF4	hvg10_SNNk15	12
MAGEE1	hvg10_SNNk15	12
GLRB	hvg10_SNNk15	12
SNAP91	hvg10_SNNk15	12
SULT4A1	hvg10_SNNk15	12
NSG2	hvg10_SNNk15	12
STX1B	hvg10_SNNk15	12
PNMA3	hvg10_SNNk15	12
