gene_id	gene_name	V12D07-075_D1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000132670	PTPRA				459		311		450		3	406.666666666667
ENSG00000132688	NES		189								1	189
ENSG00000132692	BCAN						763				1	763
ENSG00000132718	SYT11						493			107	2	300
ENSG00000132821	VSTM2L	333	970	511	712			116	271		6	485.5
ENSG00000132823	OSER1		891								1	891
ENSG00000132824	SERINC3						671				1	671
ENSG00000132846	ZBED3						925				1	925
ENSG00000132849	PATJ			684			647				2	665.5
ENSG00000132872	SYT4			73	1161	125	470	431	87		6	391.166666666667
ENSG00000132879	FBXO44	408					625				2	516.5
ENSG00000132932	ATP8A2			537		894					2	715.5
ENSG00000132938	MTUS2			488							1	488
ENSG00000132970	WASF3				639						1	639
ENSG00000133019	CHRM3		575	298							2	436.5
ENSG00000133026	MYH10	285					819				2	552
ENSG00000133048	CHI3L1									18	1	18
ENSG00000133059	DSTYK	274									1	274
ENSG00000133067	LGR6							318			1	318
ENSG00000133083	DCLK1		223	716	153	1057	167				5	463.2
ENSG00000133101	CCNA1			731			864				2	797.5
ENSG00000133112	TPT1		581		127	689		610			4	501.75
ENSG00000133134	BEX2		173	186	849	114	147	174		349	7	284.571428571429
ENSG00000133135	RNF128					1101					1	1101
ENSG00000133142	TCEAL4							613			1	613
ENSG00000133169	BEX1	50	202	60	424	71	376		507		7	241.428571428571
ENSG00000133250	ZNF414					830					1	830
ENSG00000133265	HSPBP1						694				1	694
ENSG00000133302	SLF1						921				1	921
ENSG00000133318	RTN3	75			303	155		152			4	171.25
ENSG00000133424	LARGE1							452			1	452
ENSG00000133433	GSTT2B								434		1	434
ENSG00000133619	KRBA1					887		624			2	755.5
ENSG00000133627	ACTR3B				717						1	717
ENSG00000133636	NTS	200		647		258	123	19	276		6	253.833333333333
ENSG00000133665	DYDC2							494			1	494
ENSG00000133678	TMEM254					719					1	719
ENSG00000133687	TMTC1		126			238					2	182
ENSG00000133703	KRAS	445						710			2	577.5
ENSG00000133706	LARS				938						1	938
ENSG00000133872	SARAF		571		683	236	62		463		5	403
ENSG00000133884	DPF2								444		1	444
ENSG00000133943	DGLUCY		712								1	712
ENSG00000133983	COX16				1176	752					2	964
ENSG00000134030	CTIF					1126					1	1126
ENSG00000134046	MBD2	230									1	230
ENSG00000134049	IER3IP1		458								1	458
ENSG00000134072	CAMK1							771			1	771
ENSG00000134077	THUMPD3					1169					1	1169
ENSG00000134086	VHL		238								1	238
ENSG00000134108	ARL8B								503		1	503
ENSG00000134109	EDEM1			204							1	204
ENSG00000134121	CHL1									44	1	44
ENSG00000134152	KATNBL1					282					1	282
ENSG00000134186	PRPF38B							763			1	763
ENSG00000134202	GSTM3					923	721				2	822
ENSG00000134207	SYT6								148	317	2	232.5
ENSG00000134248	LAMTOR5							645			1	645
ENSG00000134285	FKBP11						817				1	817
ENSG00000134287	ARF3		890		286						2	588
ENSG00000134291	TMEM106C							554			1	554
ENSG00000134308	YWHAQ		738						392		2	565
ENSG00000134313	KIDINS220				793						1	793
ENSG00000134333	LDHA	53			727	494	903				4	544.25
ENSG00000134352	IL6ST				951	495					2	723
ENSG00000134419	RPS15A	452			218	405		526		241	5	368.4
ENSG00000134443	GRP				174		113				2	143.5
ENSG00000134453	RBM17			748							1	748
ENSG00000134508	CABLES1							762			1	762
ENSG00000134531	EMP1		132								1	132
ENSG00000134532	SOX5					860					1	860
ENSG00000134575	ACP2			203							1	203
ENSG00000134590	RTL8C									211	1	211
ENSG00000134595	SOX3			166		427					2	296.5
ENSG00000134602	STK26			436	586			417			3	479.666666666667
ENSG00000134644	PUM1	468						307			2	387.5
ENSG00000134698	AGO4		505								1	505
ENSG00000134709	HOOK1		462								1	462
ENSG00000134717	BTF3L4						998				1	998
ENSG00000134769	DTNA				123						1	123
ENSG00000134809	TIMM10		539								1	539
ENSG00000134817	APLNR				1003						1	1003
ENSG00000134824	FADS2				655						1	655
ENSG00000134825	TMEM258			268			610				2	439
ENSG00000134851	TMEM165							679			1	679
ENSG00000134852	CLOCK		772								1	772
ENSG00000134853	PDGFRA					252					1	252
ENSG00000134873	CLDN10			589							1	589
ENSG00000134874	DZIP1				599			376			2	487.5
ENSG00000134884	ARGLU1						497				1	497
ENSG00000134982	APC		378		530						2	454
ENSG00000134986	NREP					398					1	398
ENSG00000135002	RFK						151				1	151
ENSG00000135046	ANXA1								206		1	206
ENSG00000135047	CTSL		897								1	897
ENSG00000135052	GOLM1		483		866		133				3	494
ENSG00000135069	PSAT1				1015			424			2	719.5
ENSG00000135090	TAOK3	419				1145					2	782
ENSG00000135094	SDS		764								1	764
ENSG00000135108	FBXO21					1176					1	1176
ENSG00000135111	TBX3	421			867						2	644
ENSG00000135185	TMEM243				1111	812					2	961.5
ENSG00000135218	CD36							566	508		2	537
ENSG00000135245	HILPDA		353								1	353
ENSG00000135297	MTO1									259	1	259
ENSG00000135298	ADGRB3				197	844					2	520.5
ENSG00000135334	AKIRIN2				418						1	418
ENSG00000135372	NAT10						778				1	778
ENSG00000135390	ATP5MC2		467		752	1136	350				4	676.25
ENSG00000135392	DNAJC14									80	1	80
ENSG00000135414	GDF11		488								1	488
ENSG00000135424	ITGA7			565							1	565
ENSG00000135452	TSPAN31						936				1	936
ENSG00000135454	B4GALNT1								294		1	294
ENSG00000135457	TFCP2								408		1	408
ENSG00000135472	FAIM2		754	393		181					3	442.666666666667
ENSG00000135506	OS9				1094						1	1094
ENSG00000135519	KCNH3								214		1	214
ENSG00000135541	AHI1				1132	435		520			3	695.666666666667
ENSG00000135549	PKIB							148	140		2	144
ENSG00000135617	PRADC1									314	1	314
ENSG00000135622	SEMA4F		472		1116						2	794
ENSG00000135624	CCT7			463							1	463
ENSG00000135625	EGR4			601						79	2	340
ENSG00000135643	KCNMB4							393			1	393
ENSG00000135698	MPHOSPH6						511				1	511
ENSG00000135709	KIAA0513					491					1	491
ENSG00000135744	AGT		822						187		2	504.5
ENSG00000135749	PCNX2						1001				1	1001
ENSG00000135776	ABCB10		818						301		2	559.5
ENSG00000135821	GLUL	441	358	46	150	101					5	219.2
ENSG00000135829	DHX9						695				1	695
ENSG00000135862	LAMC1		966								1	966
ENSG00000135916	ITM2C	83	208		445		148				4	221
ENSG00000135919	SERPINE2			360	825	598				74	4	464.25
ENSG00000135926	TMBIM1		719								1	719
ENSG00000135932	CAB39					601					1	601
ENSG00000135940	COX5B		175				830				2	502.5
ENSG00000135972	MRPS9				630						1	630
ENSG00000135999	EPC2					957					1	957
ENSG00000136002	ARHGEF4		760								1	760
ENSG00000136003	ISCU	65					913				2	489
ENSG00000136040	PLXNC1						615				1	615
ENSG00000136099	PCDH8			364	660	401					3	475
ENSG00000136111	TBC1D4			602				358			2	480
ENSG00000136143	SUCLA2				315		548				2	431.5
ENSG00000136146	MED4				718						1	718
ENSG00000136156	ITM2B			390					128		2	259
ENSG00000136160	EDNRB			670		599	847			30	4	536.5
ENSG00000136205	TNS3		953								1	953
ENSG00000136237	RAPGEF5			710							1	710
ENSG00000136238	RAC1				675						1	675
ENSG00000136240	KDELR2									236	1	236
ENSG00000136244	IL6		267								1	267
ENSG00000136280	CCM2								341		1	341
ENSG00000136295	TTYH3		715								1	715
ENSG00000136352	NKX2-1			343			489		138		3	323.333333333333
ENSG00000136436	CALCOCO2		873								1	873
ENSG00000136444	RSAD1							415			1	415
ENSG00000136478	TEX2	433			407						2	420
ENSG00000136521	NDUFB5				1129						1	1129
ENSG00000136531	SCN2A		570								1	570
ENSG00000136541	ERMN			471		1062			219	103	4	463.75
ENSG00000136631	VPS45									77	1	77
ENSG00000136710	CCDC115				930						1	930
ENSG00000136717	BIN1				746						1	746
ENSG00000136720	HS6ST1			328							1	328
ENSG00000136731	UGGT1									43	1	43
ENSG00000136750	GAD2				130	154	262	51	58		5	131
ENSG00000136754	ABI1					818					1	818
ENSG00000136758	YME1L1						536				1	536
ENSG00000136807	CDK9			736							1	736
ENSG00000136810	TXN					680	652			149	3	493.666666666667
ENSG00000136819	C9orf78				607						1	607
ENSG00000136830	NIBAN2	217			389						2	303
ENSG00000136842	TMOD1			141	111						2	126
ENSG00000136854	STXBP1							445		252	2	348.5
ENSG00000136856	SLC2A8									277	1	277
ENSG00000136859	ANGPTL2						803				1	803
ENSG00000136877	FPGS						611				1	611
ENSG00000136888	ATP6V1G1				957						1	957
ENSG00000136891	TEX10									250	1	250
ENSG00000136895	GARNL3	310	982								2	646
ENSG00000136928	GABBR2					757					1	757
ENSG00000136931	NR5A1		196	508		805					3	503
ENSG00000136933	RABEPK							747			1	747
ENSG00000136942	RPL35				249	571					2	410
ENSG00000136986	DERL1					720					1	720
ENSG00000137033	IL33		345								1	345
ENSG00000137070	IL11RA	142									1	142
ENSG00000137100	DCTN3				627						1	627
ENSG00000137103	TMEM8B								107		1	107
ENSG00000137124	ALDH1B1		411								1	411
ENSG00000137142	IGFBPL1				574				436		2	505
ENSG00000137154	RPS6		903		175						2	539
ENSG00000137177	KIF13A			724							1	724
ENSG00000137198	GMPR						701				1	701
ENSG00000137200	CMTR1								419		1	419
ENSG00000137210	TMEM14B		636				450				2	543
ENSG00000137261	KIAA0319						1027				1	1027
ENSG00000137267	TUBB2A	237		172	53	234	459	136	63	59	8	176.625
ENSG00000137285	TUBB2B			329			217				2	273
ENSG00000137288	UQCC2				1102	496					2	799
ENSG00000137309	HMGA1				1140						1	1140
ENSG00000137312	FLOT1				945	516					2	730.5
ENSG00000137409	MTCH1	259	556				158	295		134	5	280.4
ENSG00000137414	FAM8A1						841				1	841
ENSG00000137460	FHDC1	439									1	439
ENSG00000137474	MYO7A						978				1	978
ENSG00000137478	FCHSD2		615								1	615
ENSG00000137492	THAP12	394									1	394
ENSG00000137501	SYTL2	302									1	302
ENSG00000137522	RNF121									276	1	276
ENSG00000137563	GGH						985				1	985
ENSG00000137720	C11orf1							684			1	684
ENSG00000137726	FXYD6		627	448			183				3	419.333333333333
ENSG00000137766	UNC13C			177							1	177
ENSG00000137770	CTDSPL2					1134					1	1134
ENSG00000137814	HAUS2				1106						1	1106
ENSG00000137818	RPLP1		119	241	104	320	192	73			6	174.833333333333
ENSG00000137821	LRRC49				1101						1	1101
ENSG00000137824	RMDN3	423	695			348					3	488.666666666667
ENSG00000137845	ADAM10				829						1	829
ENSG00000137869	CYP19A1						626				1	626
ENSG00000137941	TTLL7					741					1	741
ENSG00000137944	KYAT3		307							137	2	222
ENSG00000137947	GTF2B								416		1	416
ENSG00000138018	SELENOI					756	770				2	763
ENSG00000138031	ADCY3		912	732							2	822
ENSG00000138032	PPM1B					368					1	368
ENSG00000138035	PNPT1		875								1	875
ENSG00000138069	RAB1A				1163		620				2	891.5
ENSG00000138078	PREPL			695	325	153		111	221	42	6	257.833333333333
ENSG00000138083	SIX3	292	440	134	72	270	258		175		7	234.428571428571
ENSG00000138095	LRPPRC				492						1	492
ENSG00000138107	ACTR1A		252				661			144	3	352.333333333333
ENSG00000138111	MFSD13A		864						445		2	654.5
ENSG00000138119	MYOF					461					1	461
ENSG00000138135	CH25H		96								1	96
ENSG00000138138	ATAD1				861						1	861
ENSG00000138175	ARL3						164		499		2	331.5
ENSG00000138207	RBP4		128		578		547				3	417.666666666667
ENSG00000138279	ANXA7		349								1	349
ENSG00000138311	ZNF365							135			1	135
ENSG00000138326	RPS24	147					717	611		123	4	399.5
ENSG00000138378	STAT4			496		441	600		199		4	434
ENSG00000138380	CARF				593						1	593
ENSG00000138385	SSB		658			624					2	641
ENSG00000138386	NAB1		988								1	988
ENSG00000138398	PPIG				250						1	250
ENSG00000138430	OLA1							252			1	252
ENSG00000138443	ABI2				891	586					2	738.5
ENSG00000138468	SENP7							304			1	304
ENSG00000138495	COX17			240	94	465					3	266.333333333333
ENSG00000138606	SHF						337				1	337
ENSG00000138614	INTS14	252									1	252
ENSG00000138642	HERC6						860				1	860
ENSG00000138650	PCDH10					1058		367			2	712.5
ENSG00000138660	AP1AR			543							1	543
ENSG00000138663	COPS4				828						1	828
ENSG00000138668	HNRNPD			366							1	366
ENSG00000138698	RAP1GDS1					1105					1	1105
ENSG00000138750	NUP54									244	1	244
ENSG00000138757	G3BP2		838		344				170		3	450.666666666667
ENSG00000138760	SCARB2			614		492					2	553
ENSG00000138768	USO1							220			1	220
ENSG00000138777	PPA2		759								1	759
ENSG00000138796	HADH							674			1	674
ENSG00000138801	PAPSS1					1116					1	1116
ENSG00000138814	PPP3CA				219	198			333		3	250
ENSG00000138834	MAPK8IP3						461				1	461
ENSG00000138944	SHISAL1					1010					1	1010
ENSG00000139112	GABARAPL1			571			839				2	705
ENSG00000139117	CPNE8					736					1	736
ENSG00000139163	ETNK1			314	736		948				3	666
ENSG00000139174	PRICKLE1	74									1	74
ENSG00000139182	CLSTN3			319		754	120	353			4	386.5
ENSG00000139200	PIANP				525		678				2	601.5
ENSG00000139211	AMIGO2		672			671					2	671.5
ENSG00000139220	PPFIA2		590					432			2	511
ENSG00000139233	LLPH						642				1	642
ENSG00000139278	GLIPR1								375		1	375
ENSG00000139291	TMEM19		557								1	557
ENSG00000139324	TMTC3		421								1	421
ENSG00000139364	TMEM132B			501						217	2	359
ENSG00000139370	SLC15A4			470							1	470
ENSG00000139613	SMARCC2							634			1	634
ENSG00000139624	CERS5								346		1	346
ENSG00000139637	C12orf10									297	1	297
ENSG00000139645	ANKRD52		323								1	323
ENSG00000139651	ZNF740						650				1	650
ENSG00000139668	WDFY2			429							1	429
ENSG00000139684	ESD								275		1	275
ENSG00000139874	SSTR1					392	934				2	663
ENSG00000139910	NOVA1			522							1	522
ENSG00000139970	RTN1		632	157	88	70	432	36	47		7	208.857142857143
ENSG00000139973	SYT16				589		1065	371			3	675
ENSG00000140157	NIPA2								469		1	469
ENSG00000140259	MFAP1							746			1	746
ENSG00000140264	SERF2		798			616					2	707
ENSG00000140280	LYSMD2						858			216	2	537
ENSG00000140287	HDC			21		308	4			32	4	91.25
ENSG00000140319	SRP14	60		367		439	369			262	5	299.4
ENSG00000140332	TLE3			296							1	296
ENSG00000140350	ANP32A		616								1	616
ENSG00000140386	SCAPER	170									1	170
ENSG00000140391	TSPAN3						391		243	209	3	281
ENSG00000140403	DNAJA4		122				986				2	554
ENSG00000140406	TLNRD1	85									1	85
ENSG00000140416	TPM1					408					1	408
ENSG00000140488	CELF6			165			342				2	253.5
ENSG00000140521	POLG									332	1	332
ENSG00000140526	ABHD2		157			712					2	434.5
ENSG00000140538	NTRK3		592		569	742		270			4	543.25
ENSG00000140548	ZNF710	404									1	404
ENSG00000140632	GLYR1						800				1	800
ENSG00000140718	FTO		564								1	564
ENSG00000140740	UQCRC2					1004					1	1004
ENSG00000140750	ARHGAP17								501		1	501
ENSG00000140829	DHX38		995								1	995
ENSG00000140836	ZFHX3		279	357	646						3	427.333333333333
ENSG00000140848	CPNE2			225	365	600	156	276			5	324.4
ENSG00000140854	KATNB1	124									1	124
ENSG00000140905	GCSH				204					245	2	224.5
ENSG00000140937	CDH11			640							1	640
ENSG00000140941	MAP1LC3B		201								1	201
ENSG00000140943	MBTPS1			755							1	755
ENSG00000140945	CDH13	256	140	556	671	72	314	49	145		8	275.375
ENSG00000140950	MEAK7					1059					1	1059
ENSG00000140988	RPS2			302	439	186	828		385		5	428
ENSG00000141027	NCOR1						1021	575			2	798
ENSG00000141034	GID4								262		1	262
ENSG00000141232	TOB1							714			1	714
ENSG00000141258	SGSM2					514					1	514
ENSG00000141314	RHBDL3			313						307	2	310
ENSG00000141349	G6PC3			487							1	487
ENSG00000141367	CLTC	475					1089				2	782
ENSG00000141404	GNAL							155	281		2	218
ENSG00000141433	ADCYAP1		147	282	85	106	10		115		6	124.166666666667
ENSG00000141446	ESCO1		495								1	495
ENSG00000141469	SLC14A1	424									1	424
ENSG00000141480	ARRB2						529				1	529
ENSG00000141485	SLC13A5								358		1	358
ENSG00000141504	SAT2			303				640			2	471.5
ENSG00000141540	TTYH2						941				1	941
ENSG00000141542	RAB40B			395	161	534		110			4	300
ENSG00000141551	CSNK1D						963		498		2	730.5
ENSG00000141556	TBCD		551								1	551
ENSG00000141560	FN3KRP				982		382				2	682
ENSG00000141568	FOXK2		694								1	694
ENSG00000141576	RNF157						466				1	466
ENSG00000141580	WDR45B							614			1	614
ENSG00000141582	CBX4						1070				1	1070
ENSG00000141639	MAPK4						1037				1	1037
ENSG00000141644	MBD1								241		1	241
ENSG00000141646	SMAD4					634		487			2	560.5
ENSG00000141668	CBLN2							483			1	483
ENSG00000141741	MIEN1					1014				120	2	567
ENSG00000141753	IGFBP4		734								1	734
ENSG00000141759	TXNL4A	269			274						2	271.5
ENSG00000141837	CACNA1A					986					1	986
ENSG00000141858	SAMD1			742							1	742
ENSG00000141959	PFKL	372							517		2	444.5
ENSG00000141985	SH3GL1		380								1	380
ENSG00000142039	CCDC97			606							1	606
ENSG00000142046	TMEM91						290				1	290
ENSG00000142089	IFITM3									108	1	108
ENSG00000142168	SOD1		451								1	451
ENSG00000142185	TRPM2						862				1	862
ENSG00000142186	SCYL1			728							1	728
ENSG00000142188	TMEM50B						720		209		2	464.5
ENSG00000142192	APP	397	118		141	134					4	197.5
ENSG00000142227	EMP3				635						1	635
ENSG00000142230	SAE1							338			1	338
ENSG00000142235	LMTK3						654	475		363	3	497.333333333333
ENSG00000142303	ADAMTS10								504		1	504
ENSG00000142409	ZNF787		84								1	84
ENSG00000142459	EVI5L					576					1	576
ENSG00000142507	PSMB6			553	743						2	648
ENSG00000142534	RPS11				782	241	681	681			4	596.25
ENSG00000142541	RPL13A	389		671	619	696		203			5	515.6
ENSG00000142657	PGD					518					1	518
ENSG00000142669	SH3BGRL3						159				1	159
ENSG00000142684	ZNF593	384					348				2	366
ENSG00000142687	KIAA0319L	368									1	368
ENSG00000142875	PRKACB				93	161	927				3	393.666666666667
ENSG00000142937	RPS8			444	116	144	494	164			5	272.4
ENSG00000142949	PTPRF						530	178			2	354
ENSG00000143013	LMO4			229			791	580			3	533.333333333333
ENSG00000143126	CELSR2						840				1	840
ENSG00000143153	ATP1B1	103		68	180	217	256	752			6	262.666666666667
ENSG00000143157	POGK							647			1	647
ENSG00000143171	RXRG						1033		388		2	710.5
ENSG00000143183	TMCO1				1051						1	1051
ENSG00000143198	MGST3						604	769			2	686.5
ENSG00000143256	PFDN2				1004		593				2	798.5
ENSG00000143258	USP21							436			1	436
ENSG00000143314	MRPL24				385						1	385
ENSG00000143320	CRABP2			725							1	725
ENSG00000143321	HDGF			521							1	521
ENSG00000143337	TOR1AIP1				1117						1	1117
ENSG00000143384	MCL1						764				1	764
ENSG00000143416	SELENBP1		948								1	948
ENSG00000143498	TAF1A						798				1	798
ENSG00000143499	SMYD2					1102		150			2	626
ENSG00000143502	SUSD4			247	263	1066		495			4	517.75
ENSG00000143545	RAB13				585						1	585
ENSG00000143546	S100A8		477								1	477
ENSG00000143549	TPM3				242		684				2	463
ENSG00000143575	HAX1		951								1	951
ENSG00000143590	EFNA3					619					1	619
ENSG00000143603	KCNN3			281							1	281
ENSG00000143612	C1orf43						754	562			2	658
ENSG00000143632	ACTA1				412						1	412
ENSG00000143641	GALNT2						457	473			2	465
ENSG00000143653	SCCPDH								421		1	421
ENSG00000143674	MAP3K21							549			1	549
ENSG00000143702	CEP170							686			1	686
ENSG00000143727	ACP1					966					1	966
ENSG00000143742	SRP9					623				380	2	501.5
ENSG00000143761	ARF1			351	1124						2	737.5
ENSG00000143776	CDC42BPA									220	1	220
ENSG00000143786	CNIH3				560						1	560
ENSG00000143801	PSEN2		750	502							2	626
ENSG00000143858	SYT2							297			1	297
ENSG00000143870	PDIA6		674								1	674
ENSG00000143878	RHOB	76			700					248	3	341.333333333333
ENSG00000143924	EML4					605					1	605
ENSG00000143933	CALM2		877	114	690	95	656		126		6	426.333333333333
ENSG00000143947	RPS27A		497	118	82	179	879				5	351
ENSG00000143970	ASXL2				1025						1	1025
ENSG00000143977	SNRPG							703			1	703
ENSG00000144040	SFXN5			494	443	943					3	626.666666666667
ENSG00000144057	ST6GAL2				1104		259				2	681.5
