Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000260918,AC107398.3,20,-2.4936,18,-2.6891,108,-0.0166,107,-0.0322,172,0.73208,198,0.96587,161,0.69714,161,0.62483,104,-0.0702,97,-0.1824,52,-1.1193,55,-1.0301
ENSG00000169019,COMMD8,24,0.06719,23,-0.0189,0,-6.0484,33,0.56025,18,-0.3649,26,0.16516,26,0.19880,33,0.54363,41,0.89670,29,0.32991,15,-0.7005,8,-1.5366
ENSG00000145248,SLC10A4,1,-4.9315,8,-2.3548,18,-1.3081,75,0.92481,67,0.72956,29,-0.5588,60,0.62872,109,1.56440,27,-0.6609,33,-0.3699,30,-0.5041,29,-0.5502
ENSG00000075539,FRYL,49,1.19638,29,0.35042,0,-6.6721,13,-0.8677,10,-1.3082,16,-0.5262,19,-0.3249,23,-0.0385,23,-0.0353,19,-0.2920,57,1.44638,26,0.17644
ENSG00000109180,OCIAD1,50,-2.7855,199,-0.7488,260,-0.3434,383,0.25832,350,0.11858,402,0.33623,482,0.70085,273,-0.2695,401,0.33368,355,0.14071,278,-0.2407,306,-0.0914
ENSG00000145247,OCIAD2,14,-2.8240,92,-0.0453,112,0.25269,83,-0.2113,174,0.97344,111,0.23753,132,0.57849,88,-0.1120,83,-0.2108,121,0.37509,26,-1.9391,68,-0.5172
ENSG00000109184,DCUN1D4,30,-1.5319,57,-0.5792,126,0.66826,115,0.52701,73,-0.1960,78,-0.0990,78,-0.0981,93,0.19040,117,0.55450,118,0.56057,49,-0.7933,63,-0.4206
ENSG00000163069,SGCB,25,-1.8719,168,1.05575,27,-1.7494,80,-0.1404,95,0.12884,81,-0.1044,53,-0.8232,70,-0.3354,88,0.01581,124,0.56350,124,0.55794,146,0.82192
ENSG00000109189,USP46,61,-0.0643,19,-1.8089,49,-0.3837,50,-0.3621,39,-0.7354,87,0.49492,80,0.39925,78,0.33672,72,0.19525,45,-0.5106,95,0.64294,68,0.12183
ENSG00000226950,DANCR,24,-1.4110,105,0.82969,45,-0.4785,47,-0.4201,69,0.16891,56,-0.1537,54,-0.2318,86,0.50874,112,0.94814,50,-0.3328,69,0.15657,36,-0.8369
ENSG00000145216,FIP1L1,30,-0.0517,42,0.44616,0,-7.0840,34,0.11829,41,0.40533,30,-0.0846,30,-0.0939,33,0.09201,51,0.78714,22,-0.5285,18,-0.8535,48,0.65844
ENSG00000134853,PDGFRA,44,0.46425,33,-0.0068,0,-7.1307,26,-0.3845,29,-0.1851,34,0.05794,25,-0.4363,32,-0.0477,21,-0.6493,50,0.64702,81,1.46251,28,-0.2404
ENSG00000128039,SRD5A3,35,0.27216,14,-1.1297,52,0.89843,28,-0.0822,16,-0.9247,37,0.32451,49,0.87725,23,-0.4080,24,-0.3143,6,-2.3258,42,0.52089,12,-1.3106
ENSG00000134851,TMEM165,61,-0.1698,152,1.30038,38,-0.9053,80,0.24469,33,-1.1175,55,-0.3495,58,-0.2863,23,-1.6296,47,-0.5628,42,-0.7369,174,1.53908,69,0.02089
ENSG00000134852,CLOCK,22,-0.2260,23,-0.1584,32,0.37311,26,0.04264,31,0.32646,40,0.73069,20,-0.3850,28,0.14096,41,0.75754,22,-0.1877,10,-1.4245,14,-0.8802
ENSG00000090989,EXOC1,19,-1.2357,34,-0.3802,25,-0.8551,67,0.65287,38,-0.2310,37,-0.2852,66,0.70474,53,0.28476,55,0.35915,29,-0.6556,19,-1.2745,66,0.63528
ENSG00000128059,PPAT,8,-1.1743,5,-1.7301,26,0.59299,30,0.85121,9,-1.0271,28,0.72824,22,0.39251,22,0.32077,14,-0.3711,10,-0.7651,12,-0.6121,21,0.26509
ENSG00000128050,PAICS,44,-0.6829,61,-0.1745,90,0.44166,55,-0.3382,42,-0.7579,43,-0.6961,80,0.26072,74,0.12890,77,0.18211,83,0.30273,54,-0.3707,107,0.71026
ENSG00000174780,SRP72,50,-1.1209,84,-0.3369,80,-0.4020,116,0.16153,130,0.34681,100,-0.0670,138,0.48459,95,-0.1488,161,0.68588,94,-0.1592,73,-0.5439,99,-0.0885
ENSG00000171476,HOPX,16,-2.5073,47,-0.8957,91,0.11477,43,-1.0232,86,0.01711,158,0.99974,104,0.34673,86,0.02635,26,-1.7449,34,-1.3872,65,-0.4009,243,1.75397
ENSG00000047315,POLR2B,34,-1.2266,93,0.31879,29,-1.4770,105,0.50779,81,0.09634,91,0.28347,111,0.65871,62,-0.3255,105,0.50697,78,0.03841,49,-0.6722,42,-0.8986
ENSG00000163453,IGFBP7,515,1.18691,1255,2.92779,75,-1.8037,35,-2.8974,45,-2.5352,32,-3.0553,38,-2.8968,77,-1.7686,78,-1.7513,120,-1.1075,161,-0.6606,759,1.88093
ENSG00000150471,ADGRL3,14,-2.4631,27,-1.5890,22,-1.8334,90,0.24674,97,0.36287,131,0.85607,109,0.61530,90,0.25810,73,-0.0690,76,-0.0045,88,0.22343,70,-0.1461
ENSG00000145241,CENPC,12,-0.9221,16,-0.4511,24,0.15544,13,-0.8113,12,-0.8786,8,-1.4515,17,-0.3906,10,-1.1897,54,1.45629,35,0.73059,21,-0.0702,46,1.18252
ENSG00000033178,UBA6,35,-0.0268,43,0.29611,31,-0.1937,39,0.16339,32,-0.1545,23,-0.6631,36,0.03849,33,-0.1073,76,1.24237,41,0.24799,23,-0.6151,10,-1.8134
ENSG00000083896,YTHDC1,67,0.06793,71,0.15879,15,-2.1170,34,-0.9504,54,-0.2552,43,-0.6211,77,0.31639,53,-0.2974,76,0.26147,95,0.61975,72,0.18428,99,0.69360
ENSG00000132467,UTP3,3,-2.7650,24,0.09571,28,0.34206,27,0.30407,17,-0.3701,23,0.03302,24,0.13868,21,-0.1001,39,0.87744,29,0.37884,28,0.36954,3,-2.8389
ENSG00000018189,RUFY3,84,-1.5527,154,-0.6368,300,0.39139,328,0.53753,182,-0.3885,221,-0.0848,313,0.51358,222,-0.0806,281,0.28786,276,0.25982,194,-0.2899,171,-0.4800
ENSG00000132463,GRSF1,101,-0.4718,58,-1.3070,179,0.41982,183,0.45343,179,0.42073,121,-0.1971,159,0.25162,151,0.14858,139,0.01803,105,-0.4160,117,-0.2452,134,-0.0373
ENSG00000173542,MOB1B,41,0.91224,16,-0.5106,11,-1.1179,19,-0.3012,11,-1.1238,28,0.27696,24,0.07252,22,-0.0719,13,-0.8955,9,-1.3020,39,0.81961,43,0.99652
ENSG00000156136,DCK,15,-1.4868,7,-2.4491,26,-0.6692,36,-0.1759,81,1.13804,41,0.02877,68,0.93136,32,-0.3570,62,0.69707,34,-0.2461,23,-0.8362,29,-0.4780
ENSG00000080493,SLC4A4,48,-1.1172,109,0.12806,61,-0.7515,29,-1.8713,61,-0.7489,61,-0.7556,56,-0.9565,128,0.37908,55,-0.9141,65,-0.6555,102,0.02180,474,2.76607
ENSG00000163626,COX18,2,-3.3115,14,-0.3557,16,-0.1879,34,0.97090,18,-0.0592,18,0.01415,23,0.39087,11,-0.7095,34,0.99738,17,-0.0862,12,-0.6307,15,-0.3146
ENSG00000132466,ANKRD17,43,-0.6820,53,-0.3530,43,-0.6788,82,0.30784,75,0.17523,77,0.21483,87,0.45464,66,-0.0287,76,0.18757,70,0.06128,43,-0.6782,71,0.08170
ENSG00000081041,CXCL2,11,-1.8609,109,1.65824,1,-4.8912,1,-5.4290,4,-3.3624,11,-1.8926,24,-0.8290,16,-1.3434,25,-0.6883,13,-1.6063,12,-1.7237,267,3.64005
ENSG00000163738,MTHFD2L,11,-1.3532,54,1.11037,31,0.19976,5,-2.3770,25,-0.1145,4,-2.7427,20,-0.4817,21,-0.3829,36,0.47338,34,0.35074,23,-0.2414,66,1.47564
ENSG00000169116,PARM1,51,-1.3249,170,0.50294,201,0.77627,121,-0.0249,81,-0.6479,30,-2.1177,84,-0.6417,127,0.04578,280,1.33712,256,1.18591,54,-1.2603,67,-0.9353
ENSG00000163743,RCHY1,34,-0.5893,46,-0.1124,38,-0.3945,44,-0.2000,43,-0.2311,40,-0.3299,60,0.33284,42,-0.2655,66,0.45764,100,1.12498,36,-0.5064,37,-0.4586
ENSG00000138769,CDKL2,21,0.03908,3,-2.9156,0,-6.5122,32,0.68682,47,1.31083,22,0.06567,24,0.21596,15,-0.4607,13,-0.6761,12,-0.8133,20,-0.0611,38,0.95663
ENSG00000138757,G3BP2,42,-2.9491,120,-1.4261,173,-0.8721,421,0.50154,296,-0.0532,470,0.67981,520,0.95690,435,0.55572,337,0.14586,247,-0.3337,217,-0.5317,188,-0.7526
ENSG00000138768,USO1,32,-0.7972,59,0.13323,80,0.59475,66,0.30611,34,-0.6998,75,0.50668,52,-0.0887,50,-0.1208,57,0.07869,37,-0.5859,35,-0.6632,78,0.56830
ENSG00000138744,NAAA,9,-1.5191,20,-0.4177,29,0.19179,16,-0.6716,37,0.54927,15,-0.8485,25,-0.0552,17,-0.6394,43,0.80758,47,0.94471,8,-1.6453,45,0.87166
ENSG00000198301,SDAD1,12,-1.5721,21,-0.7376,17,-1.0213,41,0.28413,45,0.41944,60,0.90627,38,0.19575,50,0.61137,42,0.32963,28,-0.3260,21,-0.7632,31,-0.1689
ENSG00000138750,NUP54,5,-1.8893,50,1.62148,5,-1.8399,18,-0.0439,32,0.85669,13,-0.5506,12,-0.7209,15,-0.2913,17,-0.1779,31,0.78458,17,-0.1315,15,-0.2974
ENSG00000138760,SCARB2,160,-0.0632,145,-0.2209,163,-0.0343,235,0.53775,185,0.16181,234,0.53286,128,-0.4486,104,-0.7292,107,-0.6757,96,-0.8478,323,1.06441,164,-0.0249
ENSG00000189157,FAM47E,1,-4.7030,17,-0.6210,10,-1.3900,15,-0.7459,37,0.58281,25,0.00210,36,0.59558,16,-0.7252,59,1.35496,32,0.35465,19,-0.4802,29,0.20027
ENSG00000118804,STBD1,1,-3.1867,19,0.34328,0,-5.5304,16,0.08994,19,0.30921,12,-0.3378,16,0.02864,13,-0.2612,24,0.68916,45,1.74133,8,-0.9731,11,-0.4347
ENSG00000138758,SEPTIN11,127,1.55654,90,0.96472,3,-3.7528,31,-0.7224,28,-0.8502,28,-0.8594,52,0.08134,71,0.58228,19,-1.4459,23,-1.1287,72,0.59382,45,-0.1345
ENSG00000118816,CCNI,200,0.81780,180,0.64911,89,-0.4559,101,-0.2680,73,-0.7481,70,-0.8127,55,-1.2434,127,0.09604,111,-0.1131,101,-0.2686,282,1.40386,112,-0.1078
ENSG00000138764,CCNG2,28,0.59749,8,-1.2238,20,0.02475,4,-2.0905,19,-0.0454,14,-0.5197,20,0.07069,9,-1.1016,22,0.18924,6,-1.6519,17,-0.1676,63,1.97841
ENSG00000138767,CNOT6L,18,-0.7296,45,0.71854,0,-5.4102,16,-0.8477,36,0.35904,26,-0.1541,40,0.60037,19,-0.5806,28,-0.0342,31,0.13438,37,0.42789,34,0.25387
ENSG00000169288,MRPL1,22,-1.1512,29,-0.7343,60,0.40120,58,0.33441,43,-0.1236,85,0.95121,44,-0.1107,84,0.94497,40,-0.2435,55,0.24535,26,-0.8719,18,-1.4047
ENSG00000138756,BMP2K,76,1.47651,40,0.39149,19,-0.7173,32,0.08137,30,-0.0311,35,0.20696,19,-0.8009,14,-1.2018,16,-1.0113,11,-1.4759,33,0.08644,57,0.98117
ENSG00000163291,PAQR3,19,-0.8877,35,-0.0058,16,-1.1889,24,-0.5818,59,0.83420,18,-0.9845,45,0.42649,25,-0.4852,53,0.64572,28,-0.3390,34,-0.0530,54,0.68907
ENSG00000249307,LINC01088,44,0.78038,61,1.31346,0,-6.8761,0,-8.6609,1,-4.0284,0,-5.3194,3,-3.1859,3,-3.1623,9,-1.5875,25,-0.0906,37,0.49689,165,3.36259
ENSG00000152784,PRDM8,5,-2.0725,57,1.67621,26,0.33638,20,-0.0227,1,-4.1302,18,-0.2072,37,1.03189,4,-2.1997,35,0.82152,8,-1.3783,16,-0.3309,4,-2.2859
ENSG00000138670,RASGEF1B,0,-5.9282,44,1.07374,23,2.89739,27,0.30000,18,-0.3156,10,-1.1321,14,-0.7656,21,-0.1249,60,1.58429,22,-0.0369,30,0.43066,10,-1.1411
ENSG00000273156,AC124016.2,8,-1.7422,21,-0.3841,38,0.55820,31,0.23813,34,0.38342,24,-0.1880,28,0.04835,38,0.53067,29,0.09984,23,-0.2483,35,0.39189,13,-1.0429
ENSG00000138668,HNRNPD,81,-0.9679,207,0.48015,158,0.05565,142,-0.1090,155,0.02791,166,0.13343,152,-0.0079,138,-0.1566,215,0.54130,166,0.13077,139,-0.1394,112,-0.4708
ENSG00000152795,HNRNPDL,228,-0.6554,510,0.60505,246,-0.5381,234,-0.6101,555,0.74208,247,-0.5336,345,-0.0162,292,-0.2742,446,0.38923,393,0.18715,339,-0.0426,352,0.01566
ENSG00000145293,ENOPH1,50,-1.1906,59,-0.9362,100,-0.1353,127,0.23818,98,-0.1735,144,0.43531,113,0.06240,112,0.03570,101,-0.1274,107,-0.0276,182,0.81561,114,0.06791
ENSG00000249242,TMEM150C,26,0.22631,15,-0.5559,0,-6.1000,38,0.84600,41,0.95840,24,0.09554,18,-0.3269,25,0.18436,26,0.25083,26,0.23856,15,-0.6145,17,-0.3726
ENSG00000145284,SCD5,264,-0.8021,221,-1.0686,249,-0.8894,417,-0.1033,510,0.21051,483,0.12565,417,-0.1140,433,-0.0458,337,-0.4319,328,-0.4734,864,1.07110,856,1.05424
ENSG00000138674,SEC31A,70,-0.2322,113,0.51941,65,-0.3315,87,0.10954,100,0.32878,72,-0.1874,85,0.08851,65,-0.3448,129,0.73650,66,-0.3146,35,-1.2539,82,0.01096
ENSG00000251022,THAP9-AS1,4,-2.9907,77,1.26212,15,-1.2862,11,-1.6532,46,0.43628,43,0.33401,42,0.32219,23,-0.6271,43,0.29907,33,-0.0895,29,-0.3157,47,0.46289
ENSG00000138663,COPS4,26,-2.3732,87,-0.5917,113,-0.2015,217,0.83325,135,0.07095,139,0.12622,173,0.51824,118,-0.1347,165,0.38804,141,0.14916,74,-0.8348,111,-0.2296
ENSG00000163319,MRPS18C,31,-1.8667,88,-0.3161,104,-0.0550,107,-0.0040,167,0.69457,88,-0.3091,136,0.41156,106,-0.0270,123,0.20751,135,0.35973,96,-0.1708,82,-0.4251
ENSG00000163624,CDS1,1,-4.7852,21,-0.7582,26,-0.4380,33,-0.0782,15,-1.2701,61,0.88345,63,1.06591,40,0.20001,38,0.13323,20,-0.8128,20,-0.8599,53,0.65906
ENSG00000163625,WDFY3,40,-0.4742,31,-0.8452,54,-0.0107,41,-0.4338,65,0.28904,78,0.57622,54,-0.0098,23,-1.2626,72,0.45735,61,0.18587,66,0.30579,65,0.29044
ENSG00000109339,MAPK10,67,-0.8491,102,-0.2150,66,-0.8716,129,0.14817,131,0.16165,140,0.27327,126,0.11188,123,0.06409,133,0.19681,121,0.04675,123,0.07118,142,0.29307
ENSG00000163629,PTPN13,15,-0.4881,88,2.52144,0,-6.4826,1,-3.7792,14,-0.5377,11,-0.8663,12,-0.9027,1,-4.2419,17,-0.2522,18,-0.1607,25,0.33349,52,1.51664
ENSG00000172493,AFF1,77,1.53008,90,1.79970,0,-7.0380,21,-0.5255,10,-1.6811,12,-1.3631,15,-1.1569,11,-1.5366,30,-0.0072,44,0.57121,25,-0.3192,46,0.66086
ENSG00000145332,KLHL8,25,0.58133,14,-0.3730,11,-0.6218,22,0.37733,18,0.02115,12,-0.6029,18,0.09700,11,-0.6996,15,-0.2008,24,0.47474,18,0.05180,20,0.19610
ENSG00000198189,HSD17B11,39,0.54607,17,-0.7053,16,-0.7954,12,-1.2009,23,-0.2390,22,-0.3109,28,0.03237,19,-0.5532,46,0.82576,40,0.58040,19,-0.5458,46,0.83192
ENSG00000170502,NUDT9,18,-1.7630,55,-0.1125,25,-1.2695,77,0.41405,55,-0.1083,85,0.57180,77,0.46230,31,-1.0002,89,0.64994,82,0.51710,33,-0.8754,64,0.12309
ENSG00000152583,SPARCL1,721,-0.5397,1499,0.60834,664,-0.6637,431,-1.3149,442,-1.2760,452,-1.2443,478,-1.2287,849,-0.2886,989,-0.0518,1097,0.10929,1344,0.43212,3852,2.29051
ENSG00000118785,SPP1,427,1.08048,348,0.73774,60,-1.9528,120,-0.9173,10,-4.4975,55,-2.0806,112,-1.0856,22,-3.3840,223,0.02853,259,0.26364,1056,2.81727,44,-2.3849
ENSG00000163644,PPM1K,80,-0.3182,52,-0.9522,28,-1.8866,103,0.07994,89,-0.1517,144,0.61834,106,0.14013,123,0.35880,102,0.06257,93,-0.0710,134,0.49733,111,0.20418
ENSG00000138642,HERC6,4,-1.7803,48,1.94455,5,-1.5825,10,-0.5658,4,-1.7895,8,-0.8769,11,-0.4433,8,-0.8514,29,1.03508,16,0.12272,5,-1.6122,33,1.28170
ENSG00000145337,PYURF,96,-0.4510,80,-0.7228,116,-0.1615,125,-0.0452,124,-0.0600,96,-0.4547,155,0.32038,123,-0.0787,215,0.81843,153,0.27114,79,-0.7468,158,0.31797
ENSG00000138641,HERC3,9,-1.8130,26,-0.3413,13,-1.3414,39,0.30285,41,0.40459,59,0.98342,41,0.44521,50,0.70558,32,-0.0232,22,-0.5490,25,-0.3753,17,-0.9574
ENSG00000177432,NAP1L5,41,-3.1394,64,-2.4894,323,-0.0732,571,0.84063,471,0.52622,358,0.08836,429,0.41290,372,0.14792,551,0.77993,446,0.43838,151,-1.2241,192,-0.8661
ENSG00000138640,FAM13A,4,-2.0408,9,-0.9610,17,0.06974,13,-0.3234,17,0.03687,19,0.24236,21,0.41343,14,-0.2356,19,0.26730,34,1.15802,14,-0.2343,11,-0.5860
ENSG00000185477,GPRIN3,29,0.72202,9,-0.9708,0,-6.3067,19,0.06812,29,0.71364,29,0.71780,25,0.55209,13,-0.4673,10,-0.8833,13,-0.4498,20,0.15345,15,-0.3013
ENSG00000145335,SNCA,94,-0.8067,15,-3.4664,144,-0.1524,306,1.05470,49,-1.7764,695,2.59423,203,0.42309,140,-0.1962,6,-4.6510,8,-4.3866,155,-0.0387,52,-1.6938
ENSG00000152208,GRID2,2,-2.9775,0,-7.4400,19,0.36518,20,0.42034,9,-0.8469,49,1.93379,24,0.80613,17,0.18915,6,-1.2662,7,-1.2020,7,-1.0724,14,-0.1145
ENSG00000163104,SMARCAD1,2,-3.8904,16,-1.1928,31,-0.1522,19,-0.8745,69,1.11411,44,0.36795,43,0.36977,20,-0.8003,60,0.87614,31,-0.1746,26,-0.4551,46,0.43829
ENSG00000163110,PDLIM5,95,0.40801,223,1.86843,16,-2.2795,35,-1.1031,20,-1.9373,47,-0.6708,20,-1.9930,35,-1.1236,49,-0.6140,67,-0.1478,80,0.14435,244,2.04165
ENSG00000138696,BMPR1B,11,-1.2012,28,0.25023,7,-1.8462,8,-1.6545,9,-1.3729,14,-0.7885,7,-1.7925,18,-0.4626,16,-0.6574,29,0.27395,39,0.76944,120,2.85550
ENSG00000138698,RAP1GDS1,27,-2.0996,33,-1.8389,153,0.48784,230,1.16041,74,-0.6323,150,0.45335,142,0.40909,115,0.03833,145,0.40654,85,-0.4317,106,-0.0910,58,-1.0167
ENSG00000168785,TSPAN5,44,0.22132,30,-0.3403,13,-1.5578,44,0.24427,29,-0.3939,46,0.29460,36,-0.0722,33,-0.1946,16,-1.3170,26,-0.5754,79,1.18138,60,0.71550
ENSG00000151247,EIF4E,39,-1.5357,61,-0.8510,92,-0.2393,85,-0.3691,176,0.79010,107,-0.0061,131,0.34534,142,0.43561,155,0.58121,104,-0.0482,67,-0.7113,106,-0.0193
ENSG00000164024,METAP1,14,-0.1899,0,-7.5236,0,-6.1578,9,-0.8921,47,1.75936,33,1.12621,22,0.53695,6,-1.4996,20,0.29096,11,-0.5774,18,0.14819,10,-0.7872
ENSG00000197894,ADH5,69,-0.8731,108,-0.1911,76,-0.7315,159,0.40557,163,0.45350,130,0.08708,116,-0.0958,92,-0.4465,172,0.53612,137,0.16861,110,-0.1725,147,0.28527
ENSG00000109270,LAMTOR3,58,-0.2578,71,0.04200,28,-1.3696,89,0.40712,65,-0.0983,67,-0.0492,62,-0.1724,50,-0.5001,142,1.16665,103,0.63951,29,-1.3145,71,0.03889
ENSG00000164031,DNAJB14,33,-1.1436,64,-0.1285,47,-0.6011,95,0.47685,90,0.39220,75,0.12128,70,0.01350,64,-0.1447,110,0.72370,85,0.30538,53,-0.4297,52,-0.4533
ENSG00000164032,H2AFZ,33,-2.8230,232,0.08224,91,-1.3381,155,-0.5414,350,0.73788,237,0.11039,301,0.54821,213,-0.0571,412,1.00920,278,0.36684,87,-1.4105,176,-0.3487
ENSG00000138814,PPP3CA,26,-2.5650,75,-0.9899,89,-0.7431,176,0.31545,215,0.63454,255,0.91946,149,0.06293,145,0.01436,187,0.41408,162,0.18561,86,-0.7899,157,0.13843
ENSG00000254531,AP001816.1,17,-0.2117,7,-1.4661,30,0.71195,7,-1.3737,16,-0.2765,14,-0.4229,9,-1.1304,28,0.56036,26,0.49870,33,0.86232,11,-0.8535,41,1.21750
ENSG00000109323,MANBA,10,-0.7260,11,-0.5885,0,-6.1107,30,1.04201,13,-0.2498,12,-0.4131,15,-0.1060,9,-0.8974,39,1.46799,19,0.27006,18,0.17981,15,-0.0348
ENSG00000109332,UBE2D3,179,-0.3777,321,0.53952,210,-0.1267,197,-0.2268,139,-0.7580,194,-0.2504,296,0.45412,152,-0.6279,280,0.32195,220,-0.0561,200,-0.2051,283,0.33862
ENSG00000145354,CISD2,53,-0.8516,31,-1.6395,127,0.49284,110,0.27640,71,-0.4163,62,-0.6076,134,0.65216,83,-0.1660,102,0.14959,134,0.58662,69,-0.4592,94,0.02546
ENSG00000164038,SLC9B2,14,-0.5984,21,-0.0315,24,0.16571,22,0.05803,16,-0.4133,26,0.29387,23,0.12920,16,-0.4461,16,-0.4428,35,0.77064,24,0.20960,17,-0.3364
ENSG00000164039,BDH2,71,0.68638,81,0.88679,42,-0.1359,39,-0.2517,24,-0.9639,23,-1.0556,14,-1.8166,27,-0.8419,28,-0.7621,24,-1.0074,107,1.36462,106,1.35790
ENSG00000168772,CXXC4,3,-3.9456,13,-2.0535,69,0.39095,47,-0.2233,69,0.39118,118,1.26658,66,0.33591,45,-0.2936,84,0.69289,61,0.18371,17,-1.7472,45,-0.2719
ENSG00000168769,TET2,16,-0.0141,8,-1.0474,7,-1.1975,9,-0.9593,24,0.55878,7,-1.2729,19,0.21676,15,-0.1278,23,0.49388,29,0.86785,10,-0.7331,30,0.91901
ENSG00000138777,PPA2,12,-2.2940,52,-0.1883,100,0.84355,53,-0.1600,45,-0.4140,66,0.17759,84,0.62983,45,-0.3996,39,-0.6271,78,0.43948,37,-0.7001,69,0.24976
ENSG00000138785,INTS12,7,-1.5482,21,0.12497,16,-0.2827,21,0.11996,14,-0.5136,10,-0.9678,33,0.93849,13,-0.5494,17,-0.1712,13,-0.5955,14,-0.5313,40,1.16942
ENSG00000145348,TBCK,8,-1.3960,20,-0.0913,20,-0.0977,10,-1.0711,29,0.45511,31,0.57218,30,0.59232,23,0.09900,31,0.57688,19,-0.1431,5,-2.1125,21,-0.0008
ENSG00000164022,AIMP1,51,0.65349,43,0.38134,31,-0.1387,22,-0.6797,24,-0.5370,15,-1.1938,22,-0.7053,41,0.27975,40,0.25774,33,-0.0573,32,-0.0846,65,1.04945
ENSG00000138801,PAPSS1,54,-0.4673,31,-1.3151,21,-1.8639,189,1.56800,34,-1.1703,109,0.63111,55,-0.4727,75,0.02851,75,0.03721,54,-0.4563,124,0.84215,76,0.06227
ENSG00000155016,CYP2U1,0,-4.5803,22,0.31697,28,0.67999,18,-0.0499,12,-0.6148,10,-0.9458,18,-0.0257,8,-1.2957,23,0.36566,13,-0.5467,13,-0.4920,55,1.80805
ENSG00000138796,HADH,30,-0.9036,58,0.09499,20,-1.4963,60,0.12378,66,0.28258,43,-0.3942,59,0.10736,25,-1.1694,102,0.98600,78,0.54366,48,-0.2093,68,0.33807
ENSG00000109475,RPL34,1694,0.35837,1711,0.37475,1057,-0.3776,821,-0.7638,1509,0.17502,1017,-0.4370,1105,-0.3357,1768,0.42748,1367,0.01947,1852,0.50149,1357,0.00812,1184,-0.2033
ENSG00000198856,OSTC,45,-0.3207,73,0.41804,80,0.56367,59,0.08792,54,-0.0501,41,-0.4653,47,-0.2803,57,0.03222,48,-0.2251,70,0.36199,38,-0.5957,66,0.25658
ENSG00000164089,ETNPPL,179,0.28608,13,-3.6203,204,0.49251,131,-0.2017,82,-0.9235,156,0.06896,78,-1.0556,151,0.01596,74,-1.0618,120,-0.3359,315,1.21104,362,1.45398
ENSG00000188517,COL25A1,29,-0.6225,134,1.88395,91,1.19503,20,-1.1792,13,-1.7730,58,0.44692,68,0.78936,37,-0.2376,43,-0.0296,4,-3.4415,2,-4.5368,0,-9.4399
ENSG00000138802,SEC24B,17,-1.3996,50,0.27563,15,-1.5831,32,-0.4266,82,1.06494,36,-0.2272,56,0.47563,36,-0.2581,55,0.39875,34,-0.3524,30,-0.5057,52,0.32885
ENSG00000123739,PLA2G12A,47,0.30589,44,0.20621,10,-2.0138,41,0.08845,31,-0.3379,50,0.41356,44,0.24080,52,0.46519,32,-0.2801,35,-0.1662,43,0.17431,28,-0.4847
ENSG00000109534,GAR1,13,-0.4975,29,0.75184,17,-0.1153,9,-1.0405,22,0.26275,7,-1.3949,13,-0.4952,32,0.89542,31,0.83279,20,0.14406,14,-0.4158,16,-0.1824
ENSG00000170522,ELOVL6,23,0.49458,18,0.07038,0,-6.2015,12,-0.4571,9,-0.8492,11,-0.6434,21,0.34903,9,-0.9855,21,0.34352,14,-0.2307,42,1.49394,18,0.07692
ENSG00000138660,AP1AR,13,-1.6310,26,-0.6298,43,0.16308,54,0.51387,64,0.77806,58,0.61719,48,0.34425,50,0.40187,26,-0.5973,26,-0.6068,38,-0.0224,13,-1.6410
ENSG00000174720,LARP7,91,1.28491,33,-0.3204,19,-1.1897,26,-0.7257,31,-0.4500,31,-0.4141,23,-0.9165,40,-0.0301,42,0.04795,57,0.51847,46,0.17726,72,0.88910
ENSG00000145362,ANK2,207,-0.8029,142,-1.3615,310,-0.1830,571,0.78723,325,-0.1090,535,0.67927,383,0.16005,469,0.46589,235,-0.6073,238,-0.5887,301,-0.2301,439,0.36071
ENSG00000145349,CAMK2D,46,-1.1735,89,-0.1795,56,-0.8739,83,-0.2992,185,0.98496,143,0.56160,160,0.83501,92,-0.1258,94,-0.1017,73,-0.4961,29,-1.8479,93,-0.1146
ENSG00000174607,UGT8,20,-0.0650,5,-1.9242,4,-2.2841,2,-3.0621,7,-1.5323,5,-1.8977,2,-3.0406,1,-4.3677,0,-8.8444,4,-2.1638,209,5.32172,4,-2.4642
ENSG00000174599,TRAM1L1,0,-6.2884,0,-4.0508,0,-5.8496,10,-0.3746,11,-0.3168,33,1.47942,12,-0.1518,12,-0.0762,39,1.80024,17,0.42755,15,0.26148,8,-0.6510
ENSG00000269893,SNHG8,201,-0.2470,342,0.58930,212,-0.1652,140,-0.8011,189,-0.3461,160,-0.6011,171,-0.5367,223,-0.0890,393,0.81670,395,0.82424,185,-0.3761,287,0.31001
ENSG00000145388,METTL14,10,-0.9791,33,0.78276,16,-0.3032,14,-0.5389,16,-0.3522,7,-1.5176,29,0.62113,8,-1.2978,24,0.28965,28,0.49231,8,-1.3948,39,1.05480
