Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000137288,UQCC2,142,0.28503,152,0.39194,150,0.42032,121,0.03534,94,-0.4252,82,-0.5621,81,-0.5877,130,0.16766
ENSG00000161904,LEMD2,25,0.03363,24,-0.0464,47,1.18919,24,-0.0631,21,-0.2734,23,-0.1194,22,-0.1803,11,-1.3437
ENSG00000137309,HMGA1,82,0.45373,41,-0.6204,54,-0.2137,75,0.30127,70,0.25462,55,-0.1762,51,-0.2852,58,-0.1005
ENSG00000186577,SMIM29,114,-0.1295,186,0.64292,175,0.61847,137,0.15708,128,0.05100,38,-1.7659,93,-0.4553,95,-0.4578
ENSG00000272325,NUDT3,71,-1.4108,101,-0.8817,198,0.16368,124,-0.5751,187,0.07008,205,0.20275,184,0.03327,260,0.66164
ENSG00000124614,RPS10,366,-0.1927,538,0.41497,487,0.28305,465,0.18307,311,-0.5259,301,-0.4946,406,-0.0305,494,0.30947
ENSG00000124507,PACSIN1,118,-0.6012,124,-0.5229,117,-0.6646,159,-0.1402,225,0.50782,236,0.48500,117,-0.6160,215,0.36928
ENSG00000196821,ILRUN,34,-0.6438,38,-0.4847,46,-0.2323,56,0.10968,66,0.45907,43,-0.3142,44,-0.2688,62,0.29179
ENSG00000124562,SNRPC,70,-0.0726,100,0.48103,92,0.37978,37,-1.0525,73,-0.0183,74,0.00520,54,-0.4688,74,-0.0019
ENSG00000064995,TAF11,8,-1.6186,32,0.34743,31,0.33552,18,-0.5123,33,0.49848,28,0.17258,13,-0.9981,23,-0.1859
ENSG00000064999,ANKS1A,5,-2.0554,24,0.25106,11,-1.0056,16,-0.3640,25,0.39467,33,0.76084,28,0.47699,21,0.07400
ENSG00000065029,ZNF76,14,-0.1525,12,-0.2894,30,1.31495,10,-0.5553,15,-0.0132,14,-0.1117,8,-0.8651,8,-0.9945
ENSG00000198755,RPL10A,424,-0.2165,553,0.20049,603,0.37787,509,0.06971,411,-0.3188,352,-0.5047,447,-0.1372,562,0.24898
ENSG00000112062,MAPK14,38,0.19857,39,0.24641,48,0.64307,10,-1.7513,33,-0.0309,52,0.67997,12,-1.5192,28,-0.2966
ENSG00000096070,BRPF3,15,-1.4398,23,-0.7534,25,-0.6906,90,1.40567,46,0.36271,40,0.08913,18,-1.1448,42,0.17661
ENSG00000112078,KCTD20,23,-0.8624,40,-0.0081,78,1.21444,5,-2.9644,34,-0.3136,13,-1.6524,57,0.53223,45,0.18454
ENSG00000112081,SRSF3,114,-0.4385,209,0.50924,150,-0.0163,153,0.01627,158,0.08187,126,-0.2870,151,-0.0050,146,-0.0694
ENSG00000124772,CPNE5,11,-2.6410,66,-0.0629,25,-1.6218,15,-2.2588,48,-0.6556,341,2.93088,22,-1.7190,89,0.45345
ENSG00000137168,PPIL1,55,0.13983,56,0.17043,65,0.43544,83,0.79877,57,0.23809,42,-0.2977,19,-1.4793,25,-1.1236
ENSG00000198663,C6orf89,68,-0.4685,96,0.07026,129,0.60793,87,-0.0812,105,0.26376,85,-0.1181,80,-0.2087,56,-0.8091
ENSG00000137409,MTCH1,568,-0.6633,893,0.03629,860,-0.0245,1162,0.45640,1090,0.44490,657,-0.4424,614,-0.5457,795,-0.1605
ENSG00000065491,TBC1D22B,15,-0.4286,18,-0.1258,13,-0.7554,19,-0.0955,23,0.25444,13,-0.6733,12,-0.7301,35,0.99566
ENSG00000112130,RNF8,33,-0.0790,36,0.04235,40,0.25665,32,-0.1446,45,0.51323,17,-1.1086,26,-0.4262,29,-0.2956
ENSG00000137200,CMTR1,39,0.01660,60,0.72072,45,0.27610,20,-0.9679,47,0.41000,28,-0.4681,22,-0.8169,29,-0.4408
ENSG00000198937,CCDC167,13,-0.4528,9,-0.9627,19,0.10625,2,-3.0258,19,0.11937,20,0.15893,32,0.92990,22,0.31616
ENSG00000156639,ZFAND3,75,0.48797,41,-0.4717,76,0.56474,32,-0.8232,43,-0.4583,45,-0.3062,86,0.72043,51,-0.1331
ENSG00000183826,BTBD9,29,-0.2492,7,-2.2697,31,-0.1516,33,-0.0466,39,0.25216,56,0.79468,26,-0.4217,40,0.25820
ENSG00000124767,GLO1,95,-0.6757,102,-0.5683,136,-0.1398,132,-0.1773,187,0.47195,126,-0.2442,173,0.25553,155,0.08487
ENSG00000112167,SAYSD1,23,0.28119,27,0.53581,8,-1.3492,28,0.58613,18,-0.0887,21,0.13497,15,-0.3170,22,0.26513
ENSG00000146122,DAAM2,46,-1.0609,21,-2.2227,143,0.80928,54,-0.7992,60,-0.7780,36,-1.3966,317,2.14380,81,-0.2119
ENSG00000124596,OARD1,41,-0.0339,63,0.63249,40,-0.0752,92,1.28126,34,-0.4034,33,-0.3547,37,-0.2099,29,-0.6380
ENSG00000137166,FOXP4,38,0.59684,6,-2.1326,12,-1.1918,25,-0.0210,44,1.13835,12,-1.0765,25,-0.0525,23,-0.1698
ENSG00000137218,FRS3,25,0.13783,28,0.33194,18,-0.3790,21,-0.0733,32,0.73551,7,-1.6657,12,-0.9296,22,-0.0357
ENSG00000214736,TOMM6,117,-0.3982,237,0.72180,175,0.25385,156,0.05175,156,0.06281,130,-0.2409,108,-0.5196,124,-0.3319
ENSG00000112576,CCND3,152,1.12175,86,0.18407,83,0.15360,67,-0.1929,62,-0.3834,93,0.31934,63,-0.2855,51,-0.6831
ENSG00000048544,MRPS10,26,-0.9920,81,0.77810,41,-0.3560,65,0.40855,62,0.43357,39,-0.3799,46,-0.1265,38,-0.4723
ENSG00000024048,UBR2,31,-0.2426,40,0.14091,46,0.40469,54,0.60300,36,-0.0446,32,-0.2023,28,-0.3976,27,-0.4873
ENSG00000124659,TBCC,35,-0.0907,57,0.67572,39,0.09379,61,0.80995,38,0.04144,18,-1.1081,22,-0.7882,30,-0.3542
ENSG00000112624,BICRAL,19,-0.1533,16,-0.4615,33,0.76599,7,-1.7302,27,0.46284,21,-0.0035,9,-1.3132,19,-0.1940
ENSG00000146223,RPL7L1,60,-0.7018,81,-0.2496,126,0.50782,114,0.29305,103,0.17026,85,-0.1694,39,-1.3280,98,0.05358
ENSG00000221821,C6orf226,12,-1.3878,46,0.64929,67,1.48491,39,0.35356,25,-0.3664,17,-0.9103,21,-0.5691,13,-1.4239
ENSG00000137161,CNPY3,23,-0.8603,57,0.56291,49,0.33880,58,0.59515,47,0.28698,23,-0.8530,34,-0.2750,25,-0.7790
ENSG00000124587,PEX6,23,0.24371,18,-0.1101,21,0.11098,33,0.80125,17,-0.2247,14,-0.5225,16,-0.2753,19,-0.0765
ENSG00000112640,PPP2R5D,35,-0.5237,41,-0.3135,47,-0.0914,35,-0.5433,65,0.53502,85,0.85447,39,-0.3744,37,-0.5091
ENSG00000124733,MEA1,62,-1.0160,214,0.93020,156,0.45785,100,-0.2825,132,0.17356,51,-1.2904,102,-0.2507,104,-0.2467
ENSG00000124702,KLHDC3,118,-0.2596,146,0.07545,125,-0.1858,139,-0.0034,154,0.19517,156,0.18056,106,-0.4237,147,0.09716
ENSG00000124541,RRP36,47,0.09858,44,0.00410,59,0.53763,49,0.18102,50,0.25803,23,-0.9995,38,-0.2129,28,-0.7227
ENSG00000044090,CUL7,19,0.07473,24,0.46811,16,-0.1702,33,0.99822,22,0.37639,15,-0.2992,5,-1.8049,11,-0.8457
ENSG00000137171,KLC4,25,0.49012,14,-0.4112,16,-0.2042,21,0.25842,19,0.08202,17,-0.0615,25,0.53133,13,-0.5565
ENSG00000112651,MRPL2,60,0.34375,53,0.15599,42,-0.2380,72,0.65112,55,0.26287,42,-0.2215,32,-0.6033,35,-0.5498
ENSG00000112658,SRF,7,-1.3653,18,0.02384,17,-0.0640,13,-0.4623,21,0.32751,41,1.31563,16,-0.2269,11,-0.7345
ENSG00000112659,CUL9,18,-0.3436,20,-0.2088,28,0.36173,43,1.02128,21,-0.1648,30,0.43611,29,0.36855,7,-1.7469
ENSG00000112667,DNPH1,45,-0.7176,86,0.27635,68,-0.0966,82,0.20259,57,-0.4349,120,0.82477,53,-0.4648,86,0.30268
ENSG00000146216,TTBK1,12,-0.0638,17,0.38631,10,-0.4697,7,-0.9362,20,0.89955,20,0.63043,10,-0.4134,5,-1.3755
ENSG00000171467,ZNF318,8,-1.1207,17,-0.0522,22,0.31509,22,0.27366,21,0.27773,15,-0.3171,22,0.28542,13,-0.4794
ENSG00000204052,LRRC73,43,0.49581,38,0.29917,32,0.03921,44,0.51124,31,-0.0085,43,0.47525,26,-0.2931,13,-1.4003
ENSG00000171453,POLR1C,10,-0.9209,30,0.79613,40,1.52464,3,-2.5584,14,-0.4034,17,-0.0628,22,0.34093,5,-1.8435
ENSG00000137207,YIPF3,111,0.25196,109,0.23084,105,0.18335,75,-0.3560,97,0.05641,104,0.14977,70,-0.4558,81,-0.2572
ENSG00000124571,XPO5,34,0.79391,12,-0.7689,15,-0.5835,11,-0.9132,29,0.64422,22,0.06202,22,0.09813,16,-0.4012
ENSG00000124688,MAD2L1BP,5,-1.8560,27,0.50263,24,0.39724,12,-0.6689,26,0.61379,15,-0.3398,9,-1.0878,18,-0.1467
ENSG00000096080,MRPS18A,35,-0.1579,37,-0.1024,25,-0.7375,52,0.44710,49,0.42507,52,0.45113,32,-0.3284,33,-0.2733
ENSG00000112715,VEGFA,297,3.42335,8,-2.6994,20,-1.4403,23,-1.1488,26,-1.1145,43,-0.2066,23,-1.1758,41,-0.3052
ENSG00000180992,MRPL14,63,0.61877,49,0.21231,35,-0.3101,18,-1.2762,28,-0.7498,74,0.89564,42,-0.0329,55,0.45731
ENSG00000137216,TMEM63B,72,0.80119,37,-0.2570,30,-0.6077,84,1.05991,50,0.24312,37,-0.2793,31,-0.5119,27,-0.7744
ENSG00000112759,SLC29A1,32,-0.1576,38,0.09885,30,-0.2578,42,0.28635,46,0.54154,41,0.21743,17,-1.1051,27,-0.4204
ENSG00000096384,HSP90AB1,1432,-0.0247,1591,0.14183,1099,-0.4738,1946,0.46511,1946,0.59228,1039,-0.5221,1094,-0.4432,1159,-0.3856
ENSG00000157593,SLC35B2,3,-2.5963,5,-1.9112,23,0.26056,6,-1.7908,26,0.54624,15,-0.4014,39,1.05789,23,0.24659
ENSG00000178233,TMEM151B,32,-0.8086,72,0.44400,43,-0.3963,40,-0.4772,62,0.25404,42,-0.4049,58,0.10053,69,0.40941
ENSG00000096401,CDC5L,10,-1.9397,39,0.05511,54,0.63899,16,-1.2911,46,0.41939,40,0.08543,43,0.20313,28,-0.4695
ENSG00000112782,CLIC5,2,-3.1414,15,-0.4335,5,-2.1874,50,1.54735,48,2.17703,3,-2.7953,10,-1.0526,2,-3.3954
ENSG00000001561,ENPP4,40,-0.3354,29,-0.8182,66,0.48442,45,-0.1804,64,0.48001,34,-0.6055,73,0.59853,29,-0.9112
ENSG00000112796,ENPP5,56,0.30849,50,0.10818,42,-0.1583,39,-0.2444,70,0.84970,24,-0.9794,15,-1.6670,39,-0.3073
ENSG00000172348,RCAN2,128,-0.6247,190,-0.0088,140,-0.5223,304,0.74591,261,0.62754,130,-0.5989,125,-0.6585,179,-0.1144
ENSG00000153291,SLC25A27,28,0.22243,26,0.10424,11,-1.3074,16,-0.6048,36,0.80827,16,-0.6338,19,-0.3521,28,0.26273
ENSG00000146072,TNFRSF21,30,-0.5311,62,0.61174,39,-0.1493,45,0.08031,66,0.91402,10,-2.0996,35,-0.3121,26,-0.7913
ENSG00000146085,MMUT,37,-0.4889,49,-0.0283,46,-0.1380,76,0.66686,58,0.27011,39,-0.3982,58,0.23310,39,-0.4254
ENSG00000170915,PAQR8,43,-1.2342,63,-0.6572,124,0.45520,57,-0.8060,72,-0.5150,76,-0.3558,225,1.41007,111,0.26378
ENSG00000096093,EFHC1,14,-0.1847,13,-0.3081,9,-0.9095,6,-1.3261,17,0.14039,26,0.80925,18,0.18710,22,0.54950
ENSG00000096092,TMEM14A,155,-0.4867,322,0.67097,188,-0.2005,207,-0.0365,307,0.76675,104,-1.0887,99,-1.1642,179,-0.2837
ENSG00000170899,GSTA4,110,-0.0945,184,0.72562,141,0.32450,75,-0.6811,144,0.41069,87,-0.4633,73,-0.7289,81,-0.6078
ENSG00000112146,FBXO9,87,-0.4755,137,0.22682,129,0.14056,160,0.47349,141,0.34183,66,-0.8992,91,-0.4082,101,-0.2710
ENSG00000012660,ELOVL5,156,0.92839,68,-0.3946,124,0.61206,81,-0.1235,70,-0.4337,29,-1.6482,128,0.59764,68,-0.4252
ENSG00000001084,GCLC,20,-1.1902,33,-0.4204,43,0.00499,60,0.51692,45,0.10333,70,0.76961,44,0.03205,34,-0.3836
ENSG00000146151,HMGCLL1,30,-0.0314,46,0.66456,32,0.09072,24,-0.3828,45,0.81423,17,-0.8449,25,-0.3173,12,-1.5031
ENSG00000151914,DST,174,-0.7387,231,-0.3000,350,0.39492,225,-0.3404,254,-0.1900,168,-0.7891,509,0.97074,298,0.10514
ENSG00000151917,BEND6,22,-1.0784,25,-0.8884,35,-0.4227,35,-0.3862,69,0.89798,34,-0.4319,59,0.42557,44,-0.0494
ENSG00000168116,KIAA1586,3,-2.5192,23,0.58615,24,0.80807,12,-0.4172,19,0.43318,4,-1.9228,8,-0.9789,15,-0.0349
ENSG00000112200,ZNF451,21,-1.3093,55,0.15890,59,0.30155,110,1.29925,47,-0.1143,34,-0.6031,40,-0.3350,40,-0.3856
ENSG00000112208,BAG2,4,-1.9847,27,0.93621,21,0.61360,9,-0.6891,19,0.47668,5,-1.6736,13,-0.2017,11,-0.5006
ENSG00000112210,RAB23,8,-1.8013,29,0.09616,42,0.80620,25,-0.1173,27,-0.0151,11,-1.2876,42,0.69875,22,-0.3325
ENSG00000112232,KHDRBS2,0,-4.9954,21,-0.2223,24,0.01790,19,-0.3726,36,0.84833,31,0.41219,7,-1.7418,26,0.14818
ENSG00000118482,PHF3,28,-0.8661,30,-0.7803,60,0.34384,53,0.11531,53,0.12636,44,-0.1613,48,-0.0389,55,0.20061
ENSG00000230910,AL391807.1,22,-0.6665,29,-0.2542,55,0.83233,10,-1.7839,45,0.52685,20,-0.8624,27,-0.3977,31,-0.1797
ENSG00000135298,ADGRB3,29,-1.7033,91,0.00683,114,0.40530,93,0.03622,108,0.34535,105,0.22523,40,-1.2530,90,-0.0261
ENSG00000168216,LMBRD1,116,-0.4750,180,0.20732,143,-0.1709,195,0.33385,188,0.34594,108,-0.5876,162,0.04126,142,-0.1828
ENSG00000082269,FAM135A,22,-0.0080,7,-1.6786,18,-0.3155,45,1.13330,33,0.85057,16,-0.5175,11,-1.0681,14,-0.7230
ENSG00000154079,SDHAF4,15,-1.4724,65,0.73188,36,-0.1983,60,0.60436,53,0.52492,22,-0.9114,23,-0.8437,36,-0.1944
ENSG00000112305,SMAP1,60,-0.1986,40,-0.8038,69,0.00898,72,0.09056,82,0.36048,46,-0.6174,85,0.34590,66,-0.0479
ENSG00000112309,B3GAT2,11,-3.0224,21,-2.1607,78,-0.2248,73,-0.3039,163,1.33644,22,-2.0787,124,0.53099,85,-0.0695
ENSG00000119900,OGFRL1,113,-0.3638,83,-0.8391,187,0.48135,171,0.28223,117,-0.3682,82,-0.8496,323,1.35143,108,-0.4684
ENSG00000079841,RIMS1,10,-2.7280,63,-0.0347,40,-0.7846,114,0.93907,79,0.41792,36,-0.8814,38,-0.8079,95,0.72149
ENSG00000185760,KCNQ5,2,-3.2043,47,1.10011,17,-0.6074,0,-5.2128,16,-0.7095,122,2.98457,4,-2.5704,15,-0.7571
ENSG00000135314,KHDC1,15,-0.0739,21,0.41491,21,0.49269,7,-1.2943,20,0.50143,19,0.28092,16,-0.0262,5,-1.7799
ENSG00000135297,MTO1,21,-0.0921,33,0.63653,26,0.27252,18,-0.3227,29,0.53592,16,-0.4819,24,0.13423,7,-1.7104
ENSG00000156508,EEF1A1,2131,-0.4469,2159,-0.4266,3317,0.27286,2521,-0.1868,2401,-0.3145,3244,0.21030,3879,0.49832,3157,0.18471
ENSG00000119899,SLC17A5,39,0.19696,64,1.00696,56,0.88819,16,-1.1611,37,0.16882,17,-1.0566,17,-1.0909,18,-1.0779
ENSG00000112695,COX7A2,590,0.13783,707,0.42803,495,-0.1499,657,0.30950,462,-0.2952,614,0.20300,423,-0.3792,559,0.05904
ENSG00000112697,TMEM30A,314,0.03005,346,0.18272,347,0.20886,449,0.60431,350,0.25400,216,-0.5500,190,-0.7416,218,-0.5816
ENSG00000112701,SENP6,58,-0.5090,88,0.14758,106,0.49308,115,0.58163,81,0.01536,49,-0.7381,66,-0.3085,66,-0.3334
ENSG00000196586,MYO6,22,-1.1193,35,-0.4183,50,0.11942,8,-2.5341,39,-0.2978,74,0.76015,98,1.23112,50,0.13026
ENSG00000146247,PHIP,31,-0.9941,53,-0.2018,47,-0.4196,119,1.10064,68,0.23857,58,-0.0646,52,-0.2347,57,-0.1146
ENSG00000118418,HMGN3,49,-1.1802,124,0.24974,124,0.27996,98,-0.1289,105,-0.0124,126,0.27910,145,0.50451,82,-0.4234
ENSG00000198478,SH3BGRL2,99,0.95940,81,0.63746,56,0.04185,26,-1.1404,73,0.58624,20,-1.4753,48,-0.2051,25,-1.2562
ENSG00000118402,ELOVL4,61,-0.0874,45,-0.5752,60,-0.1311,78,0.29546,98,0.85089,54,-0.2910,32,-1.0889,48,-0.5085
ENSG00000083123,BCKDHB,30,0.60529,18,-0.2003,16,-0.3822,14,-0.5692,16,-0.4520,22,0.10390,23,0.15244,30,0.64084
ENSG00000112773,TENT5A,102,2.49429,54,1.28477,52,1.42897,3,-3.0843,3,-3.1786,0,-6.6789,11,-1.2080,6,-2.0833
ENSG00000005700,IBTK,43,-0.0796,65,0.56706,64,0.61160,30,-0.6449,35,-0.5006,47,0.03828,51,0.17104,39,-0.2475
ENSG00000083097,DOP1A,14,-1.2742,36,0.12081,31,-0.0984,41,0.34619,47,0.70916,28,-0.2598,21,-0.7204,27,-0.3304
ENSG00000013375,PGM3,37,0.59105,24,-0.0861,29,0.24260,29,0.20776,32,0.42111,18,-0.5337,21,-0.3273,12,-1.2199
ENSG00000013392,RWDD2A,31,-0.3981,51,0.37213,38,-0.0845,75,1.01435,50,0.41672,21,-0.9539,14,-1.6140,32,-0.3608
ENSG00000065833,ME1,63,-0.0854,103,0.69862,91,0.56038,58,-0.2092,49,-0.5563,34,-1.0415,60,-0.1708,76,0.23037
ENSG00000065609,SNAP91,145,-0.5575,240,0.22249,145,-0.6056,259,0.34762,320,0.90572,148,-0.5242,113,-0.9374,171,-0.3347
ENSG00000203877,RIPPLY2,30,0.25897,47,1.01768,17,-0.6326,6,-2.1583,24,-0.1040,24,-0.0827,16,-0.6598,37,0.67502
ENSG00000065615,CYB5R4,11,-0.5225,6,-1.2953,15,-0.0007,10,-0.6215,19,0.49353,25,0.80939,10,-0.5853,15,0.01818
ENSG00000135324,MRAP2,48,-0.3386,31,-0.9749,28,-1.2156,135,1.34036,98,1.04656,25,-1.2823,24,-1.3899,52,-0.2379
ENSG00000135318,NT5E,7,-1.2585,17,0.03227,25,0.64095,10,-0.7860,10,-0.9041,16,-0.0867,26,0.67409,24,0.60953
ENSG00000135317,SNX14,56,-0.2889,78,0.23121,76,0.21075,97,0.57553,86,0.47962,27,-1.3692,53,-0.3683,45,-0.6949
ENSG00000135316,SYNCRIP,67,-0.0487,77,0.17556,72,0.07747,44,-0.6806,68,-0.0295,63,-0.1405,59,-0.2365,85,0.35914
ENSG00000203875,SNHG5,74,-0.3403,70,-0.4172,120,0.46308,78,-0.2586,54,-0.9683,78,-0.2625,180,1.09259,113,0.35892
ENSG00000188994,ZNF292,8,-2.5441,33,-0.4356,57,0.44454,31,-0.5281,51,0.28204,31,-0.5243,44,0.01132,57,0.46742
ENSG00000111850,SMIM8,17,-0.1605,23,0.28163,13,-0.6796,28,0.59687,23,0.37931,16,-0.2923,18,-0.0827,16,-0.2638
ENSG00000164414,SLC35A1,30,-0.1031,41,0.36565,30,-0.1476,18,-0.8687,47,0.76605,20,-0.7225,18,-0.9151,30,-0.1054
ENSG00000146282,RARS2,34,0.55809,29,0.31109,28,0.26969,22,-0.0977,25,0.08182,17,-0.4811,7,-1.7718,23,-0.0685
ENSG00000135336,ORC3,36,-0.1366,45,0.22142,28,-0.5711,49,0.36328,50,0.46313,27,-0.5812,27,-0.5769,41,0.08376
ENSG00000135334,AKIRIN2,50,-0.3924,92,0.57753,63,-0.0181,39,-0.7631,67,0.07585,82,0.39086,66,0.04879,57,-0.2083
ENSG00000118432,CNR1,7,-3.9874,24,-2.1871,18,-2.6842,274,1.61927,215,1.66651,47,-1.2206,52,-1.0506,83,-0.3886
ENSG00000111880,RNGTT,26,-0.8138,58,0.43673,42,-0.0941,72,0.78338,65,0.81208,21,-1.1494,21,-1.1556,26,-0.8415
ENSG00000146278,PNRC1,32,-1.3244,66,-0.2311,78,0.02571,111,0.59236,69,-0.1987,81,0.08432,104,0.48016,82,0.11344
ENSG00000154548,SRSF12,25,-0.1302,27,-0.0209,32,0.24631,56,1.13241,32,0.29551,12,-1.2571,15,-0.9430,18,-0.6791
ENSG00000146281,PM20D2,7,-1.6351,27,0.39611,30,0.63106,10,-1.1835,24,0.24295,28,0.42780,15,-0.5123,18,-0.3213
ENSG00000198833,UBE2J1,71,0.62708,37,-0.4042,54,0.20645,40,-0.2945,45,-0.0981,53,0.16852,41,-0.2510,44,-0.1251
ENSG00000025039,RRAGD,34,0.07171,21,-0.6819,18,-1.0001,15,-1.1716,32,-0.0669,59,0.93526,31,-0.0939,52,0.82407
ENSG00000135299,ANKRD6,45,-0.2836,94,0.89782,74,0.56384,42,-0.3623,66,0.41240,25,-1.1489,24,-1.1945,34,-0.7460
ENSG00000083099,LYRM2,49,-0.1414,76,0.55054,75,0.60526,26,-1.0701,46,-0.2671,27,-1.0299,53,-0.0314,61,0.23342
ENSG00000112159,MDN1,23,-0.8880,35,-0.2639,52,0.37016,25,-0.7633,54,0.51141,37,-0.1704,31,-0.4529,42,0.00798
ENSG00000118412,CASP8AP2,17,-0.0859,7,-1.3438,14,-0.4035,35,1.05727,22,0.40227,12,-0.6416,25,0.52057,13,-0.5544
ENSG00000135341,MAP3K7,36,0.02112,52,0.60756,40,0.22317,27,-0.4028,42,0.35203,36,0.05106,34,-0.0390,15,-1.3143
ENSG00000172461,FUT9,36,-1.2418,50,-0.7247,83,0.05409,140,0.88453,89,0.19907,50,-0.7378,71,-0.2090,94,0.26563
ENSG00000014123,UFL1,25,-0.3408,13,-1.3068,48,0.75874,36,0.21096,35,0.20584,30,-0.0602,39,0.34898,16,-1.0537
ENSG00000123545,NDUFAF4,118,0.50146,92,0.11565,59,-0.6203,144,0.83638,95,0.19095,92,0.10304,56,-0.6473,63,-0.5241
ENSG00000186231,KLHL32,45,0.74726,23,-0.3100,44,0.80827,3,-3.0961,16,-0.9756,13,-1.1306,43,0.65818,37,0.48853
ENSG00000184486,POU3F2,159,2.63179,14,-1.3799,22,-0.8451,25,-0.5850,28,-0.4662,14,-1.4382,31,-0.2415,33,-0.1771
ENSG00000112234,FBXL4,27,0.24965,35,0.67582,22,-0.0602,11,-1.0284,31,0.63028,14,-0.7406,15,-0.6724,17,-0.4706
ENSG00000146267,FAXC,41,-0.2469,28,-0.8043,67,0.60328,35,-0.4842,62,0.54248,59,0.34045,24,-1.0314,32,-0.6552
ENSG00000132423,COQ3,11,-0.5558,19,0.24551,9,-0.8839,14,-0.2348,20,0.40058,16,-0.0026,17,0.10451,19,0.29644
ENSG00000132424,PNISR,31,-1.6430,101,0.14637,117,0.42287,68,-0.4611,112,0.37668,101,0.14611,95,0.03999,71,-0.4464
ENSG00000123552,USP45,2,-2.9161,9,-0.8454,19,0.42641,4,-1.9578,23,0.80632,11,-0.4690,22,0.58321,14,-0.1194
ENSG00000112237,CCNC,41,-0.3551,64,0.33832,54,0.08711,36,-0.5604,63,0.38561,49,-0.0808,49,-0.0786,42,-0.3517
ENSG00000112249,ASCC3,12,-0.8385,23,0.08467,44,1.36420,4,-2.2612,15,-0.5762,22,0.06436,22,0.06989,19,-0.1967
ENSG00000164418,GRIK2,12,-2.1080,85,0.90228,46,-0.1029,49,0.02661,75,0.90533,49,0.00799,14,-1.8254,29,-0.8601
ENSG00000085382,HACE1,14,-1.0740,40,0.48966,33,0.20475,21,-0.4729,40,0.62682,40,0.51977,24,-0.2592,12,-1.3900
ENSG00000085377,PREP,7,-1.1304,16,0.10029,11,-0.5112,0,-6.0071,25,1.16128,27,0.95107,12,-0.3604,9,-0.7826
ENSG00000057663,ATG5,18,-0.5775,40,0.70482,28,0.12872,13,-1.0123,32,0.41109,16,-0.7304,19,-0.4492,26,0.02909
ENSG00000272398,CD24,5,-3.0228,63,0.75569,35,-0.1698,19,-1.1105,56,0.72702,6,-2.6497,66,0.83067,36,-0.1192
ENSG00000130349,MTRES1,26,0.23615,30,0.45584,15,-0.6391,4,-2.5224,25,0.20163,19,-0.2606,13,-0.8041,36,0.85693
ENSG00000112320,SOBP,23,-1.6959,90,0.39608,46,-0.6866,113,0.77152,80,0.25948,63,-0.1702,53,-0.4249,83,0.30026
ENSG00000025796,SEC63,88,0.07719,73,-0.2178,85,0.01727,119,0.56580,76,-0.1885,73,-0.2071,100,0.28471,77,-0.1354
ENSG00000081087,OSTM1,126,0.72279,100,0.35198,81,0.01593,104,0.41456,90,0.22145,39,-1.0887,39,-1.0834,61,-0.4553
ENSG00000112335,SNX3,217,-0.7482,373,0.09122,434,0.37058,444,0.36955,335,-0.0928,344,-0.0358,361,0.03875,306,-0.2401
ENSG00000118689,FOXO3,25,-0.8282,38,-0.2000,50,0.26499,31,-0.5038,44,0.03535,73,0.83215,34,-0.3660,43,-0.0265
ENSG00000080546,SESN1,9,-2.3919,53,0.19623,62,0.50398,29,-0.7185,62,0.57370,80,0.87412,27,-0.8044,25,-0.9909
ENSG00000135535,CD164,164,0.80989,137,0.51549,128,0.44916,72,-0.4975,110,0.21162,34,-1.6152,77,-0.3847,59,-0.8457
ENSG00000135596,MICAL1,36,1.01313,41,1.26110,19,0.01134,4,-2.0634,19,-0.0260,26,0.49411,12,-0.6535,7,-1.5915
ENSG00000112367,FIG4,33,0.11269,32,0.06323,19,-0.7759,29,-0.0881,40,0.56815,35,0.23798,31,0.02279,23,-0.4429
ENSG00000146360,GPR6,0,-6.2001,0,-5.7520,2,-2.5200,0,-6.0142,9,-0.6381,111,4.49922,3,-1.9487,7,-1.0192
ENSG00000112290,WASF1,42,-1.3670,51,-1.0854,46,-1.3150,46,-1.2255,121,0.30425,432,2.53426,45,-1.2567,87,-0.2986
ENSG00000168438,CDC40,38,-0.0321,34,-0.2402,31,-0.3772,15,-1.4240,37,-0.1053,113,1.78533,22,-0.8864,37,-0.0848
ENSG00000155111,CDK19,0,-7.3175,10,-1.1859,7,-1.7327,7,-1.7198,19,-0.3109,70,1.92925,42,1.03658,34,0.74647
ENSG00000123505,AMD1,74,-0.4803,96,-0.0776,61,-0.8305,92,-0.1369,121,0.35928,118,0.24870,113,0.18611,116,0.24226
ENSG00000155115,GTF3C6,57,-0.5301,123,0.66610,96,0.28873,51,-0.7140,80,-0.0218,59,-0.4933,92,0.19577,80,-0.0308
ENSG00000197498,RPF2,19,-0.4148,32,0.37491,14,-0.9230,40,0.74211,33,0.57165,20,-0.3258,23,-0.1155,19,-0.4595
ENSG00000009413,REV3L,12,-1.5166,22,-0.6190,42,0.40139,43,0.39817,48,0.75225,15,-1.1806,33,-0.0174,23,-0.5964
